group,region_iso,year,year_int,e0_actual,e0_expected_avg,e0_expected_q050,e0_expected_q950,e0_deficit_avg,e0_deficit_q050,e0_deficit_q950,region_code_iso3166_2_alpha3,country_code_iso3166_1,country_code_iso3166_1_alpha3,region_code_stmf,calendar_stmf,region_code_hmd,region_code_wpp,region_code_coverage,region_name_en,region_name_de,region_name_short,region_level,country_name,hemisphere,continent
A First wave peak,BE,2010,2010,80.243836,NA,NA,NA,NA,NA,NA,BEL,BE,BEL,BEL,iso_week_date,BEL,56,Belgium,Belgium,Belgien,BEL,0,Belgium,n,Europe
A First wave peak,BE,2011,2011,80.694089,NA,NA,NA,NA,NA,NA,BEL,BE,BEL,BEL,iso_week_date,BEL,56,Belgium,Belgium,Belgien,BEL,0,Belgium,n,Europe
A First wave peak,BE,2012,2012,80.733768,NA,NA,NA,NA,NA,NA,BEL,BE,BEL,BEL,iso_week_date,BEL,56,Belgium,Belgium,Belgien,BEL,0,Belgium,n,Europe
A First wave peak,BE,2013,2013,80.941405,NA,NA,NA,NA,NA,NA,BEL,BE,BEL,BEL,iso_week_date,BEL,56,Belgium,Belgium,Belgien,BEL,0,Belgium,n,Europe
A First wave peak,BE,2014,2014,81.574191,NA,NA,NA,NA,NA,NA,BEL,BE,BEL,BEL,iso_week_date,BEL,56,Belgium,Belgium,Belgien,BEL,0,Belgium,n,Europe
A First wave peak,BE,2015,2015,81.2759,NA,NA,NA,NA,NA,NA,BEL,BE,BEL,BEL,iso_week_date,BEL,56,Belgium,Belgium,Belgien,BEL,0,Belgium,n,Europe
A First wave peak,BE,2016,2016,81.697286,NA,NA,NA,NA,NA,NA,BEL,BE,BEL,BEL,iso_week_date,BEL,56,Belgium,Belgium,Belgien,BEL,0,Belgium,n,Europe
A First wave peak,BE,2017,2017,81.748781,NA,NA,NA,NA,NA,NA,BEL,BE,BEL,BEL,iso_week_date,BEL,56,Belgium,Belgium,Belgien,BEL,0,Belgium,n,Europe
A First wave peak,BE,2018,2018,81.858112,NA,NA,NA,NA,NA,NA,BEL,BE,BEL,BEL,iso_week_date,BEL,56,Belgium,Belgium,Belgien,BEL,0,Belgium,n,Europe
A First wave peak,BE,2019,2019,82.257649,NA,NA,NA,NA,NA,NA,BEL,BE,BEL,BEL,iso_week_date,BEL,56,Belgium,Belgium,Belgien,BEL,0,Belgium,n,Europe
A First wave peak,BE,2020,2020,81.174973,82.454431,82.178571,82.724948,-1.279458,-1.558444,-1.012753,BEL,BE,BEL,BEL,iso_week_date,BEL,56,Belgium,Belgium,Belgien,BEL,0,Belgium,n,Europe
A First wave peak,BE,2021,2021,82.0524,82.639764,82.26581,83.088991,-0.587364,-1.012415,-0.202965,BEL,BE,BEL,BEL,iso_week_date,BEL,56,Belgium,Belgium,Belgien,BEL,0,Belgium,n,Europe
A First wave peak,BE,2022,2022,82.05158,82.838357,82.32512,83.360714,-0.786778,-1.298679,-0.280732,BEL,BE,BEL,BEL,iso_week_date,BEL,56,Belgium,Belgium,Belgien,BEL,0,Belgium,n,Europe
A First wave peak,BE,2023,2023,82.724351,83.04811,82.45666,83.603372,-0.323759,-0.887715,0.234441,BEL,BE,BEL,BEL,iso_week_date,BEL,56,Belgium,Belgium,Belgien,BEL,0,Belgium,n,Europe
A First wave peak,BE,2024,2024,82.842978,83.245951,82.591659,83.873556,-0.402973,-1.029128,0.279798,BEL,BE,BEL,BEL,iso_week_date,BEL,56,Belgium,Belgium,Belgien,BEL,0,Belgium,n,Europe
A First wave peak,BE,2020-2024,NA,82.151625,82.845106,82.404185,83.273518,-0.693481,-1.127228,-0.24471300000000001,BEL,BE,BEL,BEL,iso_week_date,BEL,56,Belgium,Belgium,Belgien,BEL,0,Belgium,n,Europe
B Second wave peak,BG,2010,2010,73.593273,NA,NA,NA,NA,NA,NA,BGR,BG,BGR,BGR,iso_week_date,BGR,100,Bulgaria,Bulgaria,Bulgarien,BGR,0,Bulgaria,n,Europe
B Second wave peak,BG,2011,2011,74.138358,NA,NA,NA,NA,NA,NA,BGR,BG,BGR,BGR,iso_week_date,BGR,100,Bulgaria,Bulgaria,Bulgarien,BGR,0,Bulgaria,n,Europe
B Second wave peak,BG,2012,2012,74.459748,NA,NA,NA,NA,NA,NA,BGR,BG,BGR,BGR,iso_week_date,BGR,100,Bulgaria,Bulgaria,Bulgarien,BGR,0,Bulgaria,n,Europe
B Second wave peak,BG,2013,2013,75.155048,NA,NA,NA,NA,NA,NA,BGR,BG,BGR,BGR,iso_week_date,BGR,100,Bulgaria,Bulgaria,Bulgarien,BGR,0,Bulgaria,n,Europe
B Second wave peak,BG,2014,2014,74.855614,NA,NA,NA,NA,NA,NA,BGR,BG,BGR,BGR,iso_week_date,BGR,100,Bulgaria,Bulgaria,Bulgarien,BGR,0,Bulgaria,n,Europe
B Second wave peak,BG,2015,2015,74.934605,NA,NA,NA,NA,NA,NA,BGR,BG,BGR,BGR,iso_week_date,BGR,100,Bulgaria,Bulgaria,Bulgarien,BGR,0,Bulgaria,n,Europe
B Second wave peak,BG,2016,2016,75.249106,NA,NA,NA,NA,NA,NA,BGR,BG,BGR,BGR,iso_week_date,BGR,100,Bulgaria,Bulgaria,Bulgarien,BGR,0,Bulgaria,n,Europe
B Second wave peak,BG,2017,2017,75.173119,NA,NA,NA,NA,NA,NA,BGR,BG,BGR,BGR,iso_week_date,BGR,100,Bulgaria,Bulgaria,Bulgarien,BGR,0,Bulgaria,n,Europe
B Second wave peak,BG,2018,2018,75.230104,NA,NA,NA,NA,NA,NA,BGR,BG,BGR,BGR,iso_week_date,BGR,100,Bulgaria,Bulgaria,Bulgarien,BGR,0,Bulgaria,n,Europe
B Second wave peak,BG,2019,2019,75.399909,NA,NA,NA,NA,NA,NA,BGR,BG,BGR,BGR,iso_week_date,BGR,100,Bulgaria,Bulgaria,Bulgarien,BGR,0,Bulgaria,n,Europe
B Second wave peak,BG,2020,2020,74.116958,75.608617,75.259599,75.923307,-1.491659,-1.774526,-1.138716,BGR,BG,BGR,BGR,iso_week_date,BGR,100,Bulgaria,Bulgaria,Bulgarien,BGR,0,Bulgaria,n,Europe
B Second wave peak,BG,2021,2021,71.654491,75.810058,75.360452,76.248915,-4.155567,-4.618104,-3.723901,BGR,BG,BGR,BGR,iso_week_date,BGR,100,Bulgaria,Bulgaria,Bulgarien,BGR,0,Bulgaria,n,Europe
B Second wave peak,BG,2022,2022,74.570496,75.979433,75.504388,76.497058,-1.408938,-1.929964,-0.881874,BGR,BG,BGR,BGR,iso_week_date,BGR,100,Bulgaria,Bulgaria,Bulgarien,BGR,0,Bulgaria,n,Europe
B Second wave peak,BG,2023,2023,76.215534,76.179262,75.590059,76.760906,0.036272,-0.583225,0.628334,BGR,BG,BGR,BGR,iso_week_date,BGR,100,Bulgaria,Bulgaria,Bulgarien,BGR,0,Bulgaria,n,Europe
B Second wave peak,BG,2024,2024,76.343098,76.361016,75.706378,77.044296,-0.017918,-0.713373,0.693195,BGR,BG,BGR,BGR,iso_week_date,BGR,100,Bulgaria,Bulgaria,Bulgarien,BGR,0,Bulgaria,n,Europe
B Second wave peak,BG,2020-2024,NA,74.444966,75.982502,75.527236,76.440308,-1.537536,-1.993334,-1.085244,BGR,BG,BGR,BGR,iso_week_date,BGR,100,Bulgaria,Bulgaria,Bulgarien,BGR,0,Bulgaria,n,Europe
A First wave peak,CH,2010,2010,82.785483,NA,NA,NA,NA,NA,NA,CHE,CH,CHE,CHE,iso_week_date,CHE,756,Switzerland,Switzerland,Schweiz,CHE,0,Switzerland,n,Europe
A First wave peak,CH,2011,2011,83.031134,NA,NA,NA,NA,NA,NA,CHE,CH,CHE,CHE,iso_week_date,CHE,756,Switzerland,Switzerland,Schweiz,CHE,0,Switzerland,n,Europe
A First wave peak,CH,2012,2012,83.094578,NA,NA,NA,NA,NA,NA,CHE,CH,CHE,CHE,iso_week_date,CHE,756,Switzerland,Switzerland,Schweiz,CHE,0,Switzerland,n,Europe
A First wave peak,CH,2013,2013,83.238937,NA,NA,NA,NA,NA,NA,CHE,CH,CHE,CHE,iso_week_date,CHE,756,Switzerland,Switzerland,Schweiz,CHE,0,Switzerland,n,Europe
A First wave peak,CH,2014,2014,83.639429,NA,NA,NA,NA,NA,NA,CHE,CH,CHE,CHE,iso_week_date,CHE,756,Switzerland,Switzerland,Schweiz,CHE,0,Switzerland,n,Europe
A First wave peak,CH,2015,2015,83.33573,NA,NA,NA,NA,NA,NA,CHE,CH,CHE,CHE,iso_week_date,CHE,756,Switzerland,Switzerland,Schweiz,CHE,0,Switzerland,n,Europe
A First wave peak,CH,2016,2016,83.974102,NA,NA,NA,NA,NA,NA,CHE,CH,CHE,CHE,iso_week_date,CHE,756,Switzerland,Switzerland,Schweiz,CHE,0,Switzerland,n,Europe
A First wave peak,CH,2017,2017,83.948214,NA,NA,NA,NA,NA,NA,CHE,CH,CHE,CHE,iso_week_date,CHE,756,Switzerland,Switzerland,Schweiz,CHE,0,Switzerland,n,Europe
A First wave peak,CH,2018,2018,84.078768,NA,NA,NA,NA,NA,NA,CHE,CH,CHE,CHE,iso_week_date,CHE,756,Switzerland,Switzerland,Schweiz,CHE,0,Switzerland,n,Europe
A First wave peak,CH,2019,2019,84.218841,NA,NA,NA,NA,NA,NA,CHE,CH,CHE,CHE,iso_week_date,CHE,756,Switzerland,Switzerland,Schweiz,CHE,0,Switzerland,n,Europe
A First wave peak,CH,2020,2020,83.565186,84.396529,84.121199,84.643995,-0.831343,-1.08277,-0.552049,CHE,CH,CHE,CHE,iso_week_date,CHE,756,Switzerland,Switzerland,Schweiz,CHE,0,Switzerland,n,Europe
A First wave peak,CH,2021,2021,84.16161,84.573863,84.192863,84.933236,-0.412253,-0.778678,-0.027491,CHE,CH,CHE,CHE,iso_week_date,CHE,756,Switzerland,Switzerland,Schweiz,CHE,0,Switzerland,n,Europe
A First wave peak,CH,2022,2022,84.055042,84.745145,84.351192,85.175703,-0.690102,-1.112969,-0.281681,CHE,CH,CHE,CHE,iso_week_date,CHE,756,Switzerland,Switzerland,Schweiz,CHE,0,Switzerland,n,Europe
A First wave peak,CH,2023,2023,84.657901,84.935347,84.504923,85.364766,-0.277446,-0.720886,0.158241,CHE,CH,CHE,CHE,iso_week_date,CHE,756,Switzerland,Switzerland,Schweiz,CHE,0,Switzerland,n,Europe
A First wave peak,CH,2024,2024,84.852519,85.096044,84.593673,85.6188,-0.243525,-0.76605,0.275173,CHE,CH,CHE,CHE,iso_week_date,CHE,756,Switzerland,Switzerland,Schweiz,CHE,0,Switzerland,n,Europe
A First wave peak,CH,2020-2024,NA,84.255763,84.75252,84.397743,85.097476,-0.496757,-0.832651,-0.131816,CHE,CH,CHE,CHE,iso_week_date,CHE,756,Switzerland,Switzerland,Schweiz,CHE,0,Switzerland,n,Europe
B Second wave peak,CZ,2010,2010,77.47707,NA,NA,NA,NA,NA,NA,CZE,CZ,CZE,CZE,iso_week_date,CZE,203,Czechia,Czech Republic,Tschechien,CZE,0,Czech Republic,n,Europe
B Second wave peak,CZ,2011,2011,77.943164,NA,NA,NA,NA,NA,NA,CZE,CZ,CZE,CZE,iso_week_date,CZE,203,Czechia,Czech Republic,Tschechien,CZE,0,Czech Republic,n,Europe
B Second wave peak,CZ,2012,2012,78.305359,NA,NA,NA,NA,NA,NA,CZE,CZ,CZE,CZE,iso_week_date,CZE,203,Czechia,Czech Republic,Tschechien,CZE,0,Czech Republic,n,Europe
B Second wave peak,CZ,2013,2013,78.518988,NA,NA,NA,NA,NA,NA,CZE,CZ,CZE,CZE,iso_week_date,CZE,203,Czechia,Czech Republic,Tschechien,CZE,0,Czech Republic,n,Europe
B Second wave peak,CZ,2014,2014,79.136725,NA,NA,NA,NA,NA,NA,CZE,CZ,CZE,CZE,iso_week_date,CZE,203,Czechia,Czech Republic,Tschechien,CZE,0,Czech Republic,n,Europe
B Second wave peak,CZ,2015,2015,78.850986,NA,NA,NA,NA,NA,NA,CZE,CZ,CZE,CZE,iso_week_date,CZE,203,Czechia,Czech Republic,Tschechien,CZE,0,Czech Republic,n,Europe
B Second wave peak,CZ,2016,2016,79.350356,NA,NA,NA,NA,NA,NA,CZE,CZ,CZE,CZE,iso_week_date,CZE,203,Czechia,Czech Republic,Tschechien,CZE,0,Czech Republic,n,Europe
B Second wave peak,CZ,2017,2017,79.240638,NA,NA,NA,NA,NA,NA,CZE,CZ,CZE,CZE,iso_week_date,CZE,203,Czechia,Czech Republic,Tschechien,CZE,0,Czech Republic,n,Europe
B Second wave peak,CZ,2018,2018,79.283906,NA,NA,NA,NA,NA,NA,CZE,CZ,CZE,CZE,iso_week_date,CZE,203,Czechia,Czech Republic,Tschechien,CZE,0,Czech Republic,n,Europe
B Second wave peak,CZ,2019,2019,79.530682,NA,NA,NA,NA,NA,NA,CZE,CZ,CZE,CZE,iso_week_date,CZE,203,Czechia,Czech Republic,Tschechien,CZE,0,Czech Republic,n,Europe
B Second wave peak,CZ,2020,2020,78.536682,79.802817,79.435888,80.121389,-1.266135,-1.598978,-0.9034,CZE,CZ,CZE,CZE,iso_week_date,CZE,203,Czechia,Czech Republic,Tschechien,CZE,0,Czech Republic,n,Europe
B Second wave peak,CZ,2021,2021,77.559218,80.044779,79.565759,80.484526,-2.48556,-2.926015,-1.997337,CZE,CZ,CZE,CZE,iso_week_date,CZE,203,Czechia,Czech Republic,Tschechien,CZE,0,Czech Republic,n,Europe
B Second wave peak,CZ,2022,2022,79.362812,80.237799,79.663431,80.749266,-0.874987,-1.39622,-0.311084,CZE,CZ,CZE,CZE,iso_week_date,CZE,203,Czechia,Czech Republic,Tschechien,CZE,0,Czech Republic,n,Europe
B Second wave peak,CZ,2023,2023,80.213594,80.424644,79.763557,81.065908,-0.21105,-0.865099,0.459747,CZE,CZ,CZE,CZE,iso_week_date,CZE,203,Czechia,Czech Republic,Tschechien,CZE,0,Czech Republic,n,Europe
B Second wave peak,CZ,2024,2024,80.436824,80.61157,79.905276,81.349545,-0.174746,-0.88736,0.532212,CZE,CZ,CZE,CZE,iso_week_date,CZE,203,Czechia,Czech Republic,Tschechien,CZE,0,Czech Republic,n,Europe
B Second wave peak,CZ,2020-2024,NA,79.180501,80.224703,79.747081,80.688784,-1.044201,-1.508107,-0.560759,CZE,CZ,CZE,CZE,iso_week_date,CZE,203,Czechia,Czech Republic,Tschechien,CZE,0,Czech Republic,n,Europe
C Late peak,DE,2010,2010,80.000659,NA,NA,NA,NA,NA,NA,DEU,DE,DEU,DEUTNP,iso_week_date,DEUTNP,276,Germany,Germany,Deutschland,DEU,0,Germany,n,Europe
C Late peak,DE,2011,2011,80.301278,NA,NA,NA,NA,NA,NA,DEU,DE,DEU,DEUTNP,iso_week_date,DEUTNP,276,Germany,Germany,Deutschland,DEU,0,Germany,n,Europe
C Late peak,DE,2012,2012,80.535013,NA,NA,NA,NA,NA,NA,DEU,DE,DEU,DEUTNP,iso_week_date,DEUTNP,276,Germany,Germany,Deutschland,DEU,0,Germany,n,Europe
C Late peak,DE,2013,2013,80.537334,NA,NA,NA,NA,NA,NA,DEU,DE,DEU,DEUTNP,iso_week_date,DEUTNP,276,Germany,Germany,Deutschland,DEU,0,Germany,n,Europe
C Late peak,DE,2014,2014,81.388615,NA,NA,NA,NA,NA,NA,DEU,DE,DEU,DEUTNP,iso_week_date,DEUTNP,276,Germany,Germany,Deutschland,DEU,0,Germany,n,Europe
C Late peak,DE,2015,2015,80.820958,NA,NA,NA,NA,NA,NA,DEU,DE,DEU,DEUTNP,iso_week_date,DEUTNP,276,Germany,Germany,Deutschland,DEU,0,Germany,n,Europe
C Late peak,DE,2016,2016,80.98601,NA,NA,NA,NA,NA,NA,DEU,DE,DEU,DEUTNP,iso_week_date,DEUTNP,276,Germany,Germany,Deutschland,DEU,0,Germany,n,Europe
C Late peak,DE,2017,2017,81.035298,NA,NA,NA,NA,NA,NA,DEU,DE,DEU,DEUTNP,iso_week_date,DEUTNP,276,Germany,Germany,Deutschland,DEU,0,Germany,n,Europe
C Late peak,DE,2018,2018,80.888665,NA,NA,NA,NA,NA,NA,DEU,DE,DEU,DEUTNP,iso_week_date,DEUTNP,276,Germany,Germany,Deutschland,DEU,0,Germany,n,Europe
C Late peak,DE,2019,2019,81.278888,NA,NA,NA,NA,NA,NA,DEU,DE,DEU,DEUTNP,iso_week_date,DEUTNP,276,Germany,Germany,Deutschland,DEU,0,Germany,n,Europe
C Late peak,DE,2020,2020,81.092834,81.475315,81.029338,81.880333,-0.382481,-0.792522,0.069195,DEU,DE,DEU,DEUTNP,iso_week_date,DEUTNP,276,Germany,Germany,Deutschland,DEU,0,Germany,n,Europe
C Late peak,DE,2021,2021,80.87595,81.645898,81.06874,82.204174,-0.769948,-1.328719,-0.200984,DEU,DE,DEU,DEUTNP,iso_week_date,DEUTNP,276,Germany,Germany,Deutschland,DEU,0,Germany,n,Europe
C Late peak,DE,2022,2022,80.794986,81.779496,81.171305,82.445756,-0.98451,-1.654437,-0.390639,DEU,DE,DEU,DEUTNP,iso_week_date,DEUTNP,276,Germany,Germany,Deutschland,DEU,0,Germany,n,Europe
C Late peak,DE,2023,2023,81.378494,81.960187,81.205217,82.711289,-0.581694,-1.337823,0.169926,DEU,DE,DEU,DEUTNP,iso_week_date,DEUTNP,276,Germany,Germany,Deutschland,DEU,0,Germany,n,Europe
C Late peak,DE,2024,2024,81.737021,82.120952,81.273411,82.998132,-0.383931,-1.246858,0.457622,DEU,DE,DEU,DEUTNP,iso_week_date,DEUTNP,276,Germany,Germany,Deutschland,DEU,0,Germany,n,Europe
C Late peak,DE,2020-2024,NA,81.174678,81.794954,81.203279,82.381637,-0.620276,-1.207194,-0.031984,DEU,DE,DEU,DEUTNP,iso_week_date,DEUTNP,276,Germany,Germany,Deutschland,DEU,0,Germany,n,Europe
C Late peak,DK,2010,2010,79.203298,NA,NA,NA,NA,NA,NA,DNK,DK,DNK,DNK,iso_week_date,DNK,208,Denmark,Denmark,Dänemark,DNK,0,Denmark,n,Europe
C Late peak,DK,2011,2011,79.844849,NA,NA,NA,NA,NA,NA,DNK,DK,DNK,DNK,iso_week_date,DNK,208,Denmark,Denmark,Dänemark,DNK,0,Denmark,n,Europe
C Late peak,DK,2012,2012,80.249359,NA,NA,NA,NA,NA,NA,DNK,DK,DNK,DNK,iso_week_date,DNK,208,Denmark,Denmark,Dänemark,DNK,0,Denmark,n,Europe
C Late peak,DK,2013,2013,80.362255,NA,NA,NA,NA,NA,NA,DNK,DK,DNK,DNK,iso_week_date,DNK,208,Denmark,Denmark,Dänemark,DNK,0,Denmark,n,Europe
C Late peak,DK,2014,2014,80.843438,NA,NA,NA,NA,NA,NA,DNK,DK,DNK,DNK,iso_week_date,DNK,208,Denmark,Denmark,Dänemark,DNK,0,Denmark,n,Europe
C Late peak,DK,2015,2015,81.07173,NA,NA,NA,NA,NA,NA,DNK,DK,DNK,DNK,iso_week_date,DNK,208,Denmark,Denmark,Dänemark,DNK,0,Denmark,n,Europe
C Late peak,DK,2016,2016,81.08574,NA,NA,NA,NA,NA,NA,DNK,DK,DNK,DNK,iso_week_date,DNK,208,Denmark,Denmark,Dänemark,DNK,0,Denmark,n,Europe
C Late peak,DK,2017,2017,81.130799,NA,NA,NA,NA,NA,NA,DNK,DK,DNK,DNK,iso_week_date,DNK,208,Denmark,Denmark,Dänemark,DNK,0,Denmark,n,Europe
C Late peak,DK,2018,2018,81.114319,NA,NA,NA,NA,NA,NA,DNK,DK,DNK,DNK,iso_week_date,DNK,208,Denmark,Denmark,Dänemark,DNK,0,Denmark,n,Europe
C Late peak,DK,2019,2019,81.46181,NA,NA,NA,NA,NA,NA,DNK,DK,DNK,DNK,iso_week_date,DNK,208,Denmark,Denmark,Dänemark,DNK,0,Denmark,n,Europe
C Late peak,DK,2020,2020,81.624871,81.647091,81.384758,81.908179,-0.02222,-0.274213,0.259514,DNK,DK,DNK,DNK,iso_week_date,DNK,208,Denmark,Denmark,Dänemark,DNK,0,Denmark,n,Europe
C Late peak,DK,2021,2021,81.595746,81.863277,81.549305,82.219569,-0.267531,-0.631057,0.092173,DNK,DK,DNK,DNK,iso_week_date,DNK,208,Denmark,Denmark,Dänemark,DNK,0,Denmark,n,Europe
C Late peak,DK,2022,2022,81.372197,82.072864,81.672262,82.541472,-0.700668,-1.148029,-0.27894,DNK,DK,DNK,DNK,iso_week_date,DNK,208,Denmark,Denmark,Dänemark,DNK,0,Denmark,n,Europe
C Late peak,DK,2023,2023,81.914436,82.285351,81.816101,82.762358,-0.370915,-0.882739,0.14637,DNK,DK,DNK,DNK,iso_week_date,DNK,208,Denmark,Denmark,Dänemark,DNK,0,Denmark,n,Europe
C Late peak,DK,2024,2024,82.54296,82.481628,81.945068,83.052044,0.061331,-0.496234,0.594369,DNK,DK,DNK,DNK,iso_week_date,DNK,208,Denmark,Denmark,Dänemark,DNK,0,Denmark,n,Europe
C Late peak,DK,2020-2024,NA,81.809933,82.071755,81.737363,82.440464,-0.261823,-0.631989,0.074644,DNK,DK,DNK,DNK,iso_week_date,DNK,208,Denmark,Denmark,Dänemark,DNK,0,Denmark,n,Europe
B Second wave peak,EE,2010,2010,75.795098,NA,NA,NA,NA,NA,NA,EST,EE,EST,EST,iso_week_date,EST,233,Estonia,Estonia,Estland,EST,0,Estonia,n,Europe
B Second wave peak,EE,2011,2011,76.282553,NA,NA,NA,NA,NA,NA,EST,EE,EST,EST,iso_week_date,EST,233,Estonia,Estonia,Estland,EST,0,Estonia,n,Europe
B Second wave peak,EE,2012,2012,76.504761,NA,NA,NA,NA,NA,NA,EST,EE,EST,EST,iso_week_date,EST,233,Estonia,Estonia,Estland,EST,0,Estonia,n,Europe
B Second wave peak,EE,2013,2013,77.275867,NA,NA,NA,NA,NA,NA,EST,EE,EST,EST,iso_week_date,EST,233,Estonia,Estonia,Estland,EST,0,Estonia,n,Europe
B Second wave peak,EE,2014,2014,77.028989,NA,NA,NA,NA,NA,NA,EST,EE,EST,EST,iso_week_date,EST,233,Estonia,Estonia,Estland,EST,0,Estonia,n,Europe
B Second wave peak,EE,2015,2015,77.689468,NA,NA,NA,NA,NA,NA,EST,EE,EST,EST,iso_week_date,EST,233,Estonia,Estonia,Estland,EST,0,Estonia,n,Europe
B Second wave peak,EE,2016,2016,77.927873,NA,NA,NA,NA,NA,NA,EST,EE,EST,EST,iso_week_date,EST,233,Estonia,Estonia,Estland,EST,0,Estonia,n,Europe
B Second wave peak,EE,2017,2017,78.442791,NA,NA,NA,NA,NA,NA,EST,EE,EST,EST,iso_week_date,EST,233,Estonia,Estonia,Estland,EST,0,Estonia,n,Europe
B Second wave peak,EE,2018,2018,78.501609,NA,NA,NA,NA,NA,NA,EST,EE,EST,EST,iso_week_date,EST,233,Estonia,Estonia,Estland,EST,0,Estonia,n,Europe
B Second wave peak,EE,2019,2019,79.20974,NA,NA,NA,NA,NA,NA,EST,EE,EST,EST,iso_week_date,EST,233,Estonia,Estonia,Estland,EST,0,Estonia,n,Europe
B Second wave peak,EE,2020,2020,79.110758,79.449946,79.068458,79.815812,-0.339189,-0.708646,0.087783,EST,EE,EST,EST,iso_week_date,EST,233,Estonia,Estonia,Estland,EST,0,Estonia,n,Europe
B Second wave peak,EE,2021,2021,77.627327,79.786083,79.192451,80.347669,-2.158756,-2.722819,-1.603203,EST,EE,EST,EST,iso_week_date,EST,233,Estonia,Estonia,Estland,EST,0,Estonia,n,Europe
B Second wave peak,EE,2022,2022,78.554245,80.078743,79.42091,80.735541,-1.524498,-2.219485,-0.919756,EST,EE,EST,EST,iso_week_date,EST,233,Estonia,Estonia,Estland,EST,0,Estonia,n,Europe
B Second wave peak,EE,2023,2023,79.551222,80.364777,79.605875,81.078991,-0.813555,-1.572492,-0.090575,EST,EE,EST,EST,iso_week_date,EST,233,Estonia,Estonia,Estland,EST,0,Estonia,n,Europe
B Second wave peak,EE,2024,2024,80.017431,80.682469,79.820334,81.431051,-0.665038,-1.39649,0.222258,EST,EE,EST,EST,iso_week_date,EST,233,Estonia,Estonia,Estland,EST,0,Estonia,n,Europe
B Second wave peak,EE,2020-2024,NA,78.952688,80.071472,79.522746,80.605989,-1.118783,-1.67613,-0.569568,EST,EE,EST,EST,iso_week_date,EST,233,Estonia,Estonia,Estland,EST,0,Estonia,n,Europe
A First wave peak,ES,2010,2010,82.221393,NA,NA,NA,NA,NA,NA,ESP,ES,ESP,ESP,iso_week_date,ESP,724,Spain,Spain,Spanien,ESP,0,Spain,n,Europe
A First wave peak,ES,2011,2011,82.417401,NA,NA,NA,NA,NA,NA,ESP,ES,ESP,ESP,iso_week_date,ESP,724,Spain,Spain,Spanien,ESP,0,Spain,n,Europe
A First wave peak,ES,2012,2012,82.451855,NA,NA,NA,NA,NA,NA,ESP,ES,ESP,ESP,iso_week_date,ESP,724,Spain,Spain,Spanien,ESP,0,Spain,n,Europe
A First wave peak,ES,2013,2013,82.976138,NA,NA,NA,NA,NA,NA,ESP,ES,ESP,ESP,iso_week_date,ESP,724,Spain,Spain,Spanien,ESP,0,Spain,n,Europe
A First wave peak,ES,2014,2014,83.1614,NA,NA,NA,NA,NA,NA,ESP,ES,ESP,ESP,iso_week_date,ESP,724,Spain,Spain,Spanien,ESP,0,Spain,n,Europe
A First wave peak,ES,2015,2015,82.849792,NA,NA,NA,NA,NA,NA,ESP,ES,ESP,ESP,iso_week_date,ESP,724,Spain,Spain,Spanien,ESP,0,Spain,n,Europe
A First wave peak,ES,2016,2016,83.297087,NA,NA,NA,NA,NA,NA,ESP,ES,ESP,ESP,iso_week_date,ESP,724,Spain,Spain,Spanien,ESP,0,Spain,n,Europe
A First wave peak,ES,2017,2017,83.256462,NA,NA,NA,NA,NA,NA,ESP,ES,ESP,ESP,iso_week_date,ESP,724,Spain,Spain,Spanien,ESP,0,Spain,n,Europe
A First wave peak,ES,2018,2018,83.322973,NA,NA,NA,NA,NA,NA,ESP,ES,ESP,ESP,iso_week_date,ESP,724,Spain,Spain,Spanien,ESP,0,Spain,n,Europe
A First wave peak,ES,2019,2019,83.744288,NA,NA,NA,NA,NA,NA,ESP,ES,ESP,ESP,iso_week_date,ESP,724,Spain,Spain,Spanien,ESP,0,Spain,n,Europe
A First wave peak,ES,2020,2020,82.567963,83.994806,83.691997,84.272854,-1.426844,-1.706959,-1.129303,ESP,ES,ESP,ESP,iso_week_date,ESP,724,Spain,Spain,Spanien,ESP,0,Spain,n,Europe
A First wave peak,ES,2021,2021,83.257823,84.193321,83.753672,84.614137,-0.935498,-1.358769,-0.497388,ESP,ES,ESP,ESP,iso_week_date,ESP,724,Spain,Spain,Spanien,ESP,0,Spain,n,Europe
A First wave peak,ES,2022,2022,83.336487,84.388339,83.90528,84.866235,-1.051853,-1.532137,-0.55057,ESP,ES,ESP,ESP,iso_week_date,ESP,724,Spain,Spain,Spanien,ESP,0,Spain,n,Europe
A First wave peak,ES,2023,2023,84.021171,84.562232,83.962718,85.113855,-0.54106,-1.115538,0.063552,ESP,ES,ESP,ESP,iso_week_date,ESP,724,Spain,Spain,Spanien,ESP,0,Spain,n,Europe
A First wave peak,ES,2024,2024,84.22255,84.738173,84.116865,85.361214,-0.515623,-1.129635,0.116334,ESP,ES,ESP,ESP,iso_week_date,ESP,724,Spain,Spain,Spanien,ESP,0,Spain,n,Europe
A First wave peak,ES,2020-2024,NA,83.466786,84.37525,83.931671,84.80651,-0.908464,-1.3429,-0.463243,ESP,ES,ESP,ESP,iso_week_date,ESP,724,Spain,Spain,Spanien,ESP,0,Spain,n,Europe
C Late peak,FI,2010,2010,80.277174,NA,NA,NA,NA,NA,NA,FIN,FI,FIN,FIN,iso_week_date,FIN,246,Finland,Finland,Finnland,FIN,0,Finland,n,Europe
