year,sex,region,e0_actual,e0_expected_avg,e0_expected_q050,e0_expected_q950,e0_deficit_avg,e0_deficit_q050,e0_deficit_q950,year_int,e0_deficit_pval,region_code_iso3166_2_alpha3,country_code_iso3166_1,country_code_iso3166_1_alpha3,region_code_stmf,calendar_stmf,region_code_hmd,region_code_wpp,region_code_coverage,region_name_en,region_name_de,region_name_short,region_level,country_name,hemisphere,continent,group,label
2023,Male,PT,79.3423,80.037752,79.339107,80.782186,-0.695452,-1.458901,0.054554,2023,0.052,PRT,PT,PRT,PRT,iso_week_date,PRT,620,Portugal,Portugal,Portugal,PRT,0,Portugal,n,Europe,D Prolonged depression,D Prolonged depression Portugal
2024,Male,PT,79.695637,80.282438,79.483582,81.064763,-0.586801,-1.352529,0.209865,2024,0.108,PRT,PT,PRT,PRT,iso_week_date,PRT,620,Portugal,Portugal,Portugal,PRT,0,Portugal,n,Europe,D Prolonged depression,D Prolonged depression Portugal
2020-2024,Male,PT,78.923374,79.777136,79.251944,80.320045,-0.853762,-1.40018,-0.298959,NA,0.004,PRT,PT,PRT,PRT,iso_week_date,PRT,620,Portugal,Portugal,Portugal,PRT,0,Portugal,n,Europe,D Prolonged depression,D Prolonged depression Portugal
2020,Female,PT,84.153235,85.218952,84.756632,85.731072,-1.065716,-1.564244,-0.591076,2020,0,PRT,PT,PRT,PRT,iso_week_date,PRT,620,Portugal,Portugal,Portugal,PRT,0,Portugal,n,Europe,D Prolonged depression,D Prolonged depression Portugal
2021,Female,PT,84.259889,85.429393,84.786996,86.126326,-1.169504,-1.871113,-0.513589,2021,0.008,PRT,PT,PRT,PRT,iso_week_date,PRT,620,Portugal,Portugal,Portugal,PRT,0,Portugal,n,Europe,D Prolonged depression,D Prolonged depression Portugal
2022,Female,PT,84.416883,85.667196,84.845966,86.544078,-1.250313,-2.088357,-0.399663,2022,0.004,PRT,PT,PRT,PRT,iso_week_date,PRT,620,Portugal,Portugal,Portugal,PRT,0,Portugal,n,Europe,D Prolonged depression,D Prolonged depression Portugal
2023,Female,PT,85.022244,85.920464,84.973681,87.003175,-0.898219,-1.930418,0.049034,2023,0.068,PRT,PT,PRT,PRT,iso_week_date,PRT,620,Portugal,Portugal,Portugal,PRT,0,Portugal,n,Europe,D Prolonged depression,D Prolonged depression Portugal
2024,Female,PT,85.309106,86.118381,85.036526,87.275453,-0.809275,-1.96251,0.26379,2024,0.112,PRT,PT,PRT,PRT,iso_week_date,PRT,620,Portugal,Portugal,Portugal,PRT,0,Portugal,n,Europe,D Prolonged depression,D Prolonged depression Portugal
2020-2024,Female,PT,84.628222,85.668301,84.972831,86.440446,-1.040078,-1.809985,-0.349919,NA,0.008,PRT,PT,PRT,PRT,iso_week_date,PRT,620,Portugal,Portugal,Portugal,PRT,0,Portugal,n,Europe,D Prolonged depression,D Prolonged depression Portugal
2020,Total,PT,81.323582,82.336658,82.052985,82.638405,-1.013076,-1.317042,-0.714867,2020,0,PRT,PT,PRT,PRT,iso_week_date,PRT,620,Portugal,Portugal,Portugal,PRT,0,Portugal,n,Europe,D Prolonged depression,D Prolonged depression Portugal
2021,Total,PT,81.439789,82.562361,82.126234,83.002486,-1.122572,-1.546569,-0.673307,2021,0,PRT,PT,PRT,PRT,iso_week_date,PRT,620,Portugal,Portugal,Portugal,PRT,0,Portugal,n,Europe,D Prolonged depression,D Prolonged depression Portugal
2022,Total,PT,81.667012,82.802969,82.319874,83.315042,-1.135957,-1.640597,-0.642676,2022,0,PRT,PT,PRT,PRT,iso_week_date,PRT,620,Portugal,Portugal,Portugal,PRT,0,Portugal,n,Europe,D Prolonged depression,D Prolonged depression Portugal
2023,Total,PT,82.262182,83.065901,82.475874,83.712675,-0.803719,-1.465739,-0.208911,2023,0.016,PRT,PT,PRT,PRT,iso_week_date,PRT,620,Portugal,Portugal,Portugal,PRT,0,Portugal,n,Europe,D Prolonged depression,D Prolonged depression Portugal
2024,Total,PT,82.586151,83.287847,82.592583,83.965816,-0.701696,-1.375685,-0.023217,2024,0.048,PRT,PT,PRT,PRT,iso_week_date,PRT,620,Portugal,Portugal,Portugal,PRT,0,Portugal,n,Europe,D Prolonged depression,D Prolonged depression Portugal
2020-2024,Total,PT,81.851522,82.810358,82.358356,83.262768,-0.958835,-1.417725,-0.527031,NA,0,PRT,PT,PRT,PRT,iso_week_date,PRT,620,Portugal,Portugal,Portugal,PRT,0,Portugal,n,Europe,D Prolonged depression,D Prolonged depression Portugal
2020,Male,SE,80.60356,81.504656,81.278843,81.714729,-0.901096,-1.120136,-0.65548,2020,0,SWE,SE,SWE,SWE,iso_week_date,SWE,752,Sweden,Sweden,Schweden,SWE,0,Sweden,n,Europe,A First wave peak,A First wave peak Sweden
2021,Male,SE,81.238611,81.697927,81.378978,82.024852,-0.459316,-0.782816,-0.105867,2021,0.012,SWE,SE,SWE,SWE,iso_week_date,SWE,752,Sweden,Sweden,Schweden,SWE,0,Sweden,n,Europe,A First wave peak,A First wave peak Sweden
2022,Male,SE,81.299449,81.881616,81.513187,82.243172,-0.582167,-0.949192,-0.224901,2022,0.004,SWE,SE,SWE,SWE,iso_week_date,SWE,752,Sweden,Sweden,Schweden,SWE,0,Sweden,n,Europe,A First wave peak,A First wave peak Sweden
2023,Male,SE,81.596344,82.069937,81.643735,82.561535,-0.473593,-0.919386,-0.044971,2023,0.036,SWE,SE,SWE,SWE,iso_week_date,SWE,752,Sweden,Sweden,Schweden,SWE,0,Sweden,n,Europe,A First wave peak,A First wave peak Sweden
2024,Male,SE,82.320359,82.245557,81.742101,82.75417,0.074802,-0.461736,0.564991,2024,1,SWE,SE,SWE,SWE,iso_week_date,SWE,752,Sweden,Sweden,Schweden,SWE,0,Sweden,n,Europe,A First wave peak,A First wave peak Sweden
2020-2024,Male,SE,81.407419,81.882327,81.549238,82.233009,-0.474908,-0.828134,-0.147388,NA,0.004,SWE,SE,SWE,SWE,iso_week_date,SWE,752,Sweden,Sweden,Schweden,SWE,0,Sweden,n,Europe,A First wave peak,A First wave peak Sweden
2020,Female,SE,84.300917,84.910424,84.649562,85.194703,-0.609506,-0.878505,-0.330049,2020,0,SWE,SE,SWE,SWE,iso_week_date,SWE,752,Sweden,Sweden,Schweden,SWE,0,Sweden,n,Europe,A First wave peak,A First wave peak Sweden
2021,Female,SE,84.871418,85.048042,84.700704,85.394629,-0.176624,-0.529626,0.181079,2021,0.236,SWE,SE,SWE,SWE,iso_week_date,SWE,752,Sweden,Sweden,Schweden,SWE,0,Sweden,n,Europe,A First wave peak,A First wave peak Sweden
2022,Female,SE,84.747295,85.192783,84.793716,85.630125,-0.445488,-0.907638,-0.011733,2022,0.04,SWE,SE,SWE,SWE,iso_week_date,SWE,752,Sweden,Sweden,Schweden,SWE,0,Sweden,n,Europe,A First wave peak,A First wave peak Sweden
2023,Female,SE,84.950763,85.307049,84.863415,85.806923,-0.356286,-0.883041,0.133667,2023,0.108,SWE,SE,SWE,SWE,iso_week_date,SWE,752,Sweden,Sweden,Schweden,SWE,0,Sweden,n,Europe,A First wave peak,A First wave peak Sweden
2024,Female,SE,85.342773,85.440001,84.930937,85.998896,-0.097228,-0.672174,0.417061,2024,0.392,SWE,SE,SWE,SWE,iso_week_date,SWE,752,Sweden,Sweden,Schweden,SWE,0,Sweden,n,Europe,A First wave peak,A First wave peak Sweden
2020-2024,Female,SE,84.839184,85.180747,84.838342,85.546219,-0.341563,-0.733888,0.006346,NA,0.052,SWE,SE,SWE,SWE,iso_week_date,SWE,752,Sweden,Sweden,Schweden,SWE,0,Sweden,n,Europe,A First wave peak,A First wave peak Sweden
2020,Total,SE,82.440061,83.217643,83.036313,83.384565,-0.777582,-0.949829,-0.592176,2020,0,SWE,SE,SWE,SWE,iso_week_date,SWE,752,Sweden,Sweden,Schweden,SWE,0,Sweden,n,Europe,A First wave peak,A First wave peak Sweden
2021,Total,SE,83.053768,83.382272,83.117702,83.636462,-0.328503,-0.584518,-0.055136,2021,0.024,SWE,SE,SWE,SWE,iso_week_date,SWE,752,Sweden,Sweden,Schweden,SWE,0,Sweden,n,Europe,A First wave peak,A First wave peak Sweden
2022,Total,SE,83.021359,83.544464,83.252956,83.834362,-0.523105,-0.837874,-0.234748,2022,0,SWE,SE,SWE,SWE,iso_week_date,SWE,752,Sweden,Sweden,Schweden,SWE,0,Sweden,n,Europe,A First wave peak,A First wave peak Sweden
2023,Total,SE,83.274705,83.695162,83.331546,84.031622,-0.420458,-0.756141,-0.043468,2023,0.036,SWE,SE,SWE,SWE,iso_week_date,SWE,752,Sweden,Sweden,Schweden,SWE,0,Sweden,n,Europe,A First wave peak,A First wave peak Sweden
2024,Total,SE,83.84185,83.84807,83.473287,84.230307,-0.006219,-0.403145,0.386843,2024,0.472,SWE,SE,SWE,SWE,iso_week_date,SWE,752,Sweden,Sweden,Schweden,SWE,0,Sweden,n,Europe,A First wave peak,A First wave peak Sweden
2020-2024,Total,SE,83.123354,83.539465,83.270068,83.805219,-0.416111,-0.673435,-0.148412,NA,0,SWE,SE,SWE,SWE,iso_week_date,SWE,752,Sweden,Sweden,Schweden,SWE,0,Sweden,n,Europe,A First wave peak,A First wave peak Sweden
2020,Male,SI,77.888608,78.951922,78.363209,79.447446,-1.063314,-1.628231,-0.432214,2020,0,SVN,SI,SVN,SVN,iso_week_date,SVN,705,Slovenia,Slovenia,Slowenien,SVN,0,Slovenia,n,Europe,A First wave peak,A First wave peak Slovenia
2021,Male,SI,77.871137,79.271669,78.447569,80.043111,-1.400531,-2.166298,-0.541735,2021,0.004,SVN,SI,SVN,SVN,iso_week_date,SVN,705,Slovenia,Slovenia,Slowenien,SVN,0,Slovenia,n,Europe,A First wave peak,A First wave peak Slovenia
2022,Male,SI,78.952596,79.583497,78.674287,80.642617,-0.630901,-1.702158,0.403706,2022,0.156,SVN,SI,SVN,SVN,iso_week_date,SVN,705,Slovenia,Slovenia,Slowenien,SVN,0,Slovenia,n,Europe,A First wave peak,A First wave peak Slovenia
2023,Male,SI,79.301644,79.842314,78.814287,80.885851,-0.54067,-1.648944,0.477765,2023,0.236,SVN,SI,SVN,SVN,iso_week_date,SVN,705,Slovenia,Slovenia,Slowenien,SVN,0,Slovenia,n,Europe,A First wave peak,A First wave peak Slovenia
2024,Male,SI,79.910645,80.128712,79.013238,81.250628,-0.218067,-1.360612,0.920486,2024,0.408,SVN,SI,SVN,SVN,iso_week_date,SVN,705,Slovenia,Slovenia,Slowenien,SVN,0,Slovenia,n,Europe,A First wave peak,A First wave peak Slovenia
2020-2024,Male,SI,78.762333,79.554951,78.774812,80.360742,-0.792618,-1.611172,0.020787,NA,0.044,SVN,SI,SVN,SVN,iso_week_date,SVN,705,Slovenia,Slovenia,Slowenien,SVN,0,Slovenia,n,Europe,A First wave peak,A First wave peak Slovenia
2020,Female,SI,83.24976,84.442411,84.058382,84.839539,-1.192651,-1.665375,-0.779396,2020,0,SVN,SI,SVN,SVN,iso_week_date,SVN,705,Slovenia,Slovenia,Slowenien,SVN,0,Slovenia,n,Europe,A First wave peak,A First wave peak Slovenia
2021,Female,SI,83.877516,84.644525,84.09603,85.138953,-0.767009,-1.353732,-0.145788,2021,0.02,SVN,SI,SVN,SVN,iso_week_date,SVN,705,Slovenia,Slovenia,Slowenien,SVN,0,Slovenia,n,Europe,A First wave peak,A First wave peak Slovenia
2022,Female,SI,84.200622,84.870151,84.164635,85.538064,-0.669529,-1.379555,0.008794,2022,0.056,SVN,SI,SVN,SVN,iso_week_date,SVN,705,Slovenia,Slovenia,Slowenien,SVN,0,Slovenia,n,Europe,A First wave peak,A First wave peak Slovenia
2023,Female,SI,85.118986,85.05032,84.232479,85.798052,0.068666,-0.741322,0.932167,2023,1,SVN,SI,SVN,SVN,iso_week_date,SVN,705,Slovenia,Slovenia,Slowenien,SVN,0,Slovenia,n,Europe,A First wave peak,A First wave peak Slovenia
2024,Female,SI,85.340281,85.247673,84.496382,86.112372,0.092608,-0.77891,0.897148,2024,1,SVN,SI,SVN,SVN,iso_week_date,SVN,705,Slovenia,Slovenia,Slowenien,SVN,0,Slovenia,n,Europe,A First wave peak,A First wave peak Slovenia
2020-2024,Female,SI,84.319052,84.849071,84.271374,85.461044,-0.530019,-1.130978,0.041602,NA,0.076,SVN,SI,SVN,SVN,iso_week_date,SVN,705,Slovenia,Slovenia,Slowenien,SVN,0,Slovenia,n,Europe,A First wave peak,A First wave peak Slovenia
2020,Total,SI,80.548882,81.70591,81.305465,82.064885,-1.157028,-1.518043,-0.758484,2020,0,SVN,SI,SVN,SVN,iso_week_date,SVN,705,Slovenia,Slovenia,Slowenien,SVN,0,Slovenia,n,Europe,A First wave peak,A First wave peak Slovenia
2021,Total,SI,80.831374,81.966265,81.44385,82.469458,-1.134891,-1.641792,-0.578911,2021,0,SVN,SI,SVN,SVN,iso_week_date,SVN,705,Slovenia,Slovenia,Slowenien,SVN,0,Slovenia,n,Europe,A First wave peak,A First wave peak Slovenia
2022,Total,SI,81.555987,82.232786,81.604147,82.829062,-0.676798,-1.369733,-0.045048,2022,0.04,SVN,SI,SVN,SVN,iso_week_date,SVN,705,Slovenia,Slovenia,Slowenien,SVN,0,Slovenia,n,Europe,A First wave peak,A First wave peak Slovenia
2023,Total,SI,82.189838,82.447769,81.691345,83.199272,-0.257931,-1.038583,0.484814,2023,0.264,SVN,SI,SVN,SVN,iso_week_date,SVN,705,Slovenia,Slovenia,Slowenien,SVN,0,Slovenia,n,Europe,A First wave peak,A First wave peak Slovenia
2024,Total,SI,82.625226,82.686974,81.935296,83.471352,-0.061748,-0.849746,0.682089,2024,0.452,SVN,SI,SVN,SVN,iso_week_date,SVN,705,Slovenia,Slovenia,Slowenien,SVN,0,Slovenia,n,Europe,A First wave peak,A First wave peak Slovenia
2020-2024,Total,SI,81.521603,82.207298,81.642398,82.761712,-0.685695,-1.272571,-0.12473,NA,0.016,SVN,SI,SVN,SVN,iso_week_date,SVN,705,Slovenia,Slovenia,Slowenien,SVN,0,Slovenia,n,Europe,A First wave peak,A First wave peak Slovenia
2020,Male,SK,73.433982,74.593698,74.204086,74.990314,-1.159716,-1.566367,-0.759161,2020,0,SVK,SK,SVK,SVK,iso_week_date,SVK,703,Slovakia,Slovakia,Slowakei,SVK,0,Slovakia,n,Europe,B Second wave peak,B Second wave peak Slovakia
2021,Male,SK,70.976251,74.816522,74.260544,75.38626,-3.840271,-4.376718,-3.296887,2021,0,SVK,SK,SVK,SVK,iso_week_date,SVK,703,Slovakia,Slovakia,Slowakei,SVK,0,Slovakia,n,Europe,B Second wave peak,B Second wave peak Slovakia
2022,Male,SK,73.121054,75.055268,74.349028,75.806641,-1.934214,-2.639965,-1.237608,2022,0,SVK,SK,SVK,SVK,iso_week_date,SVK,703,Slovakia,Slovakia,Slowakei,SVK,0,Slovakia,n,Europe,B Second wave peak,B Second wave peak Slovakia
2023,Male,SK,74.373233,75.313295,74.512844,76.199094,-0.940062,-1.771169,-0.161445,2023,0.04,SVK,SK,SVK,SVK,iso_week_date,SVK,703,Slovakia,Slovakia,Slowakei,SVK,0,Slovakia,n,Europe,B Second wave peak,B Second wave peak Slovakia
2024,Male,SK,74.522522,75.551971,74.503933,76.449627,-1.029448,-1.919552,0.0304,2024,0.052,SVK,SK,SVK,SVK,iso_week_date,SVK,703,Slovakia,Slovakia,Slowakei,SVK,0,Slovakia,n,Europe,B Second wave peak,B Second wave peak Slovakia
2020-2024,Male,SK,73.227472,75.067329,74.480042,75.677544,-1.839858,-2.46104,-1.254737,NA,0,SVK,SK,SVK,SVK,iso_week_date,SVK,703,Slovakia,Slovakia,Slowakei,SVK,0,Slovakia,n,Europe,B Second wave peak,B Second wave peak Slovakia
2020,Female,SK,80.427604,81.388421,81.062438,81.721418,-0.960816,-1.321762,-0.590076,2020,0,SVK,SK,SVK,SVK,iso_week_date,SVK,703,Slovakia,Slovakia,Slowakei,SVK,0,Slovakia,n,Europe,B Second wave peak,B Second wave peak Slovakia
2021,Female,SK,78.320782,81.580364,81.043886,82.121512,-3.259582,-3.789039,-2.717577,2021,0,SVK,SK,SVK,SVK,iso_week_date,SVK,703,Slovakia,Slovakia,Slowakei,SVK,0,Slovakia,n,Europe,B Second wave peak,B Second wave peak Slovakia
2022,Female,SK,80.742908,81.773702,81.0576,82.413321,-1.030794,-1.664878,-0.349876,2022,0.004,SVK,SK,SVK,SVK,iso_week_date,SVK,703,Slovakia,Slovakia,Slowakei,SVK,0,Slovakia,n,Europe,B Second wave peak,B Second wave peak Slovakia
2023,Female,SK,81.900194,81.968368,81.227572,82.6857,-0.068174,-0.82652,0.722102,2023,0.404,SVK,SK,SVK,SVK,iso_week_date,SVK,703,Slovakia,Slovakia,Slowakei,SVK,0,Slovakia,n,Europe,B Second wave peak,B Second wave peak Slovakia
2024,Female,SK,82.336715,82.164946,81.403651,82.96915,0.171769,-0.648502,0.948877,2024,1,SVK,SK,SVK,SVK,iso_week_date,SVK,703,Slovakia,Slovakia,Slowakei,SVK,0,Slovakia,n,Europe,B Second wave peak,B Second wave peak Slovakia
2020-2024,Female,SK,80.675889,81.776385,81.214761,82.316259,-1.100496,-1.643304,-0.521509,NA,0,SVK,SK,SVK,SVK,iso_week_date,SVK,703,Slovakia,Slovakia,Slowakei,SVK,0,Slovakia,n,Europe,B Second wave peak,B Second wave peak Slovakia
2020,Total,SK,76.948165,78.042685,77.794643,78.296788,-1.09452,-1.358587,-0.833185,2020,0,SVK,SK,SVK,SVK,iso_week_date,SVK,703,Slovakia,Slovakia,Slowakei,SVK,0,Slovakia,n,Europe,B Second wave peak,B Second wave peak Slovakia
2021,Total,SK,74.563847,78.251153,77.864795,78.631449,-3.687306,-4.079753,-3.261014,2021,0,SVK,SK,SVK,SVK,iso_week_date,SVK,703,Slovakia,Slovakia,Slowakei,SVK,0,Slovakia,n,Europe,B Second wave peak,B Second wave peak Slovakia
2022,Total,SK,76.903251,78.468068,77.97914,78.925219,-1.564817,-2.053233,-1.066317,2022,0,SVK,SK,SVK,SVK,iso_week_date,SVK,703,Slovakia,Slovakia,Slowakei,SVK,0,Slovakia,n,Europe,B Second wave peak,B Second wave peak Slovakia
2023,Total,SK,78.147547,78.692258,78.086517,79.288875,-0.544711,-1.153521,0.041407,2023,0.084,SVK,SK,SVK,SVK,iso_week_date,SVK,703,Slovakia,Slovakia,Slowakei,SVK,0,Slovakia,n,Europe,B Second wave peak,B Second wave peak Slovakia
2024,Total,SK,78.423274,78.905511,78.242098,79.514026,-0.482237,-1.127235,0.242754,2024,0.108,SVK,SK,SVK,SVK,iso_week_date,SVK,703,Slovakia,Slovakia,Slowakei,SVK,0,Slovakia,n,Europe,B Second wave peak,B Second wave peak Slovakia
2020-2024,Total,SK,76.932509,78.473456,78.064629,78.874639,-1.540947,-1.93784,-1.116873,NA,0,SVK,SK,SVK,SVK,iso_week_date,SVK,703,Slovakia,Slovakia,Slowakei,SVK,0,Slovakia,n,Europe,B Second wave peak,B Second wave peak Slovakia
2020,Male,TW,78.075989,77.585772,76.912675,78.157939,0.490218,-0.084413,1.146786,2020,1,TWN,TW,TWN,TWN,iso_week_date,TWN,158,Taiwan,Taiwan,Taiwan,TWN,0,Taiwan,n,Asia,C Late peak,C Late peak Taiwan
2021,Male,TW,77.673762,77.798235,76.890348,78.53784,-0.124473,-0.892746,0.753239,2021,0.384,TWN,TW,TWN,TWN,iso_week_date,TWN,158,Taiwan,Taiwan,Taiwan,TWN,0,Taiwan,n,Asia,C Late peak,C Late peak Taiwan
2022,Male,TW,76.619601,77.971081,76.925527,78.997376,-1.35148,-2.386539,-0.3217,2022,0.028,TWN,TW,TWN,TWN,iso_week_date,TWN,158,Taiwan,Taiwan,Taiwan,TWN,0,Taiwan,n,Asia,C Late peak,C Late peak Taiwan
2023,Male,TW,76.940274,78.190479,76.966396,79.382193,-1.250205,-2.422346,-0.050403,2023,0.048,TWN,TW,TWN,TWN,iso_week_date,TWN,158,Taiwan,Taiwan,Taiwan,TWN,0,Taiwan,n,Asia,C Late peak,C Late peak Taiwan
2024,Male,TW,77.58952,78.351492,76.875232,79.702662,-0.761973,-2.133332,0.756316,2024,0.188,TWN,TW,TWN,TWN,iso_week_date,TWN,158,Taiwan,Taiwan,Taiwan,TWN,0,Taiwan,n,Asia,C Late peak,C Late peak Taiwan
2020-2024,Male,TW,77.355921,77.977239,77.083862,78.886228,-0.621318,-1.546321,0.269738,NA,0.144,TWN,TW,TWN,TWN,iso_week_date,TWN,158,Taiwan,Taiwan,Taiwan,TWN,0,Taiwan,n,Asia,C Late peak,C Late peak Taiwan
2020,Female,TW,84.294157,84.115288,83.729429,84.541706,0.178869,-0.240138,0.604554,2020,1,TWN,TW,TWN,TWN,iso_week_date,TWN,158,Taiwan,Taiwan,Taiwan,TWN,0,Taiwan,n,Asia,C Late peak,C Late peak Taiwan
2021,Female,TW,83.954592,84.331985,83.753074,84.861208,-0.377393,-0.902542,0.217263,2021,0.144,TWN,TW,TWN,TWN,iso_week_date,TWN,158,Taiwan,Taiwan,Taiwan,TWN,0,Taiwan,n,Asia,C Late peak,C Late peak Taiwan
2022,Female,TW,83.032442,84.538531,83.807021,85.167007,-1.50609,-2.116527,-0.771472,2022,0,TWN,TW,TWN,TWN,iso_week_date,TWN,158,Taiwan,Taiwan,Taiwan,TWN,0,Taiwan,n,Asia,C Late peak,C Late peak Taiwan
2023,Female,TW,83.538745,84.755282,83.8919,85.528899,-1.216537,-1.986266,-0.338688,2023,0.008,TWN,TW,TWN,TWN,iso_week_date,TWN,158,Taiwan,Taiwan,Taiwan,TWN,0,Taiwan,n,Asia,C Late peak,C Late peak Taiwan
2024,Female,TW,84.034057,84.96517,84.002546,85.852843,-0.931114,-1.814397,0.068864,2024,0.072,TWN,TW,TWN,TWN,iso_week_date,TWN,158,Taiwan,Taiwan,Taiwan,TWN,0,Taiwan,n,Asia,C Late peak,C Late peak Taiwan
2020-2024,Female,TW,83.754115,84.546351,83.886136,85.10551,-0.792236,-1.355118,-0.12664,NA,0.024,TWN,TW,TWN,TWN,iso_week_date,TWN,158,Taiwan,Taiwan,Taiwan,TWN,0,Taiwan,n,Asia,C Late peak,C Late peak Taiwan
2020,Total,TW,81.12364,80.772462,80.39105,81.146564,0.351179,-0.016333,0.725042,2020,1,TWN,TW,TWN,TWN,iso_week_date,TWN,158,Taiwan,Taiwan,Taiwan,TWN,0,Taiwan,n,Asia,C Late peak,C Late peak Taiwan
2021,Total,TW,80.752661,80.991431,80.493348,81.503541,-0.23877,-0.759669,0.259842,2021,0.22,TWN,TW,TWN,TWN,iso_week_date,TWN,158,Taiwan,Taiwan,Taiwan,TWN,0,Taiwan,n,Asia,C Late peak,C Late peak Taiwan
2022,Total,TW,79.74591,81.186321,80.461429999999993,81.811002,-1.440411,-2.049279,-0.707027,2022,0,TWN,TW,TWN,TWN,iso_week_date,TWN,158,Taiwan,Taiwan,Taiwan,TWN,0,Taiwan,n,Asia,C Late peak,C Late peak Taiwan
2023,Total,TW,80.16285,81.414141,80.602593,82.199987,-1.25129,-2.027641,-0.446368,2023,0,TWN,TW,TWN,TWN,iso_week_date,TWN,158,Taiwan,Taiwan,Taiwan,TWN,0,Taiwan,n,Asia,C Late peak,C Late peak Taiwan
2024,Total,TW,80.762205,81.599798,80.563414,82.484172,-0.837593,-1.756721,0.18529,2024,0.084,TWN,TW,TWN,TWN,iso_week_date,TWN,158,Taiwan,Taiwan,Taiwan,TWN,0,Taiwan,n,Asia,C Late peak,C Late peak Taiwan
2020-2024,Total,TW,80.489227,81.195183,80.570047,81.738486,-0.705956,-1.259173,-0.076192,NA,0.016,TWN,TW,TWN,TWN,iso_week_date,TWN,158,Taiwan,Taiwan,Taiwan,TWN,0,Taiwan,n,Asia,C Late peak,C Late peak Taiwan
2020,Male,US,74.324414,76.737729,76.540409,76.926455,-2.413315,-2.594673,-2.212752,2020,0,USA,US,USA,USA,iso_week_date,USA,840,USA,USA,USA,USA,0,USA,n,North America,B Second wave peak,B Second wave peak USA
2021,Male,US,73.639777,76.869368,76.609614,77.120623,-3.229592,-3.478665,-2.967035,2021,0,USA,US,USA,USA,iso_week_date,USA,840,USA,USA,USA,USA,0,USA,n,North America,B Second wave peak,B Second wave peak USA
2022,Male,US,74.91157,77.005121,76.707732,77.302001,-2.093551,-2.383818,-1.79238,2022,0,USA,US,USA,USA,iso_week_date,USA,840,USA,USA,USA,USA,0,USA,n,North America,B Second wave peak,B Second wave peak USA
2023,Male,US,76.01979,77.128552,76.809458,77.486072,-1.108762,-1.462675,-0.785987,2023,0,USA,US,USA,USA,iso_week_date,USA,840,USA,USA,USA,USA,0,USA,n,North America,B Second wave peak,B Second wave peak USA
2024,Male,US,76.761885,77.246937,76.843241,77.654795,-0.485052,-0.903245,-0.09518,2024,0.024,USA,US,USA,USA,iso_week_date,USA,840,USA,USA,USA,USA,0,USA,n,North America,B Second wave peak,B Second wave peak USA
2020-2024,Male,US,75.10984,77.000798,76.762672,77.277472,-1.890958,-2.172793,-1.656584,NA,0,USA,US,USA,USA,iso_week_date,USA,840,USA,USA,USA,USA,0,USA,n,North America,B Second wave peak,B Second wave peak USA
2020,Female,US,79.866696,81.55222,81.337233,81.74842,-1.685524,-1.883236,-1.475672,2020,0,USA,US,USA,USA,iso_week_date,USA,840,USA,USA,USA,USA,0,USA,n,North America,B Second wave peak,B Second wave peak USA
2021,Female,US,79.409397,81.6485,81.357778,81.907979,-2.239103,-2.506346,-1.953937,2021,0,USA,US,USA,USA,iso_week_date,USA,840,USA,USA,USA,USA,0,USA,n,North America,B Second wave peak,B Second wave peak USA
2022,Female,US,80.302823,81.737032,81.412048,82.07183,-1.434209,-1.763971,-1.097231,2022,0,USA,US,USA,USA,iso_week_date,USA,840,USA,USA,USA,USA,0,USA,n,North America,B Second wave peak,B Second wave peak USA
2023,Female,US,81.254255,81.836079,81.456426,82.210673,-0.581823,-0.963887,-0.193613,2023,0.008,USA,US,USA,USA,iso_week_date,USA,840,USA,USA,USA,USA,0,USA,n,North America,B Second wave peak,B Second wave peak USA
2024,Female,US,81.66689,81.941179,81.501977,82.358899,-0.274289,-0.694046,0.17114,2024,0.164,USA,US,USA,USA,iso_week_date,USA,840,USA,USA,USA,USA,0,USA,n,North America,B Second wave peak,B Second wave peak USA
2020-2024,Female,US,80.489344,81.74517,81.434865,82.033674,-1.255827,-1.544729,-0.942192,NA,0,USA,US,USA,USA,iso_week_date,USA,840,USA,USA,USA,USA,0,USA,n,North America,B Second wave peak,B Second wave peak USA
2020,Total,US,77.04519,79.141726,79.001711,79.276234,-2.096537,-2.233314,-1.952625,2020,0,USA,US,USA,USA,iso_week_date,USA,840,USA,USA,USA,USA,0,USA,n,North America,B Second wave peak,B Second wave peak USA
2021,Total,US,76.459189,79.25274,79.080618,79.452234,-2.793551,-2.996893,-2.617792,2021,0,USA,US,USA,USA,iso_week_date,USA,840,USA,USA,USA,USA,0,USA,n,North America,B Second wave peak,B Second wave peak USA
2022,Total,US,77.566148,79.365984,79.149363,79.591585,-1.799836,-2.026932,-1.581314,2022,0,USA,US,USA,USA,iso_week_date,USA,840,USA,USA,USA,USA,0,USA,n,North America,B Second wave peak,B Second wave peak USA
2023,Total,US,78.609278,79.476383,79.245369,79.77058,-0.867105,-1.171189,-0.633262,2023,0,USA,US,USA,USA,iso_week_date,USA,840,USA,USA,USA,USA,0,USA,n,North America,B Second wave peak,B Second wave peak USA
2024,Total,US,79.198864,79.586872,79.284133,79.93162,-0.388008,-0.738653,-0.083145,2024,0.012,USA,US,USA,USA,iso_week_date,USA,840,USA,USA,USA,USA,0,USA,n,North America,B Second wave peak,B Second wave peak USA
