region_iso,sex,year,e0_actual,model,e0_expected,e0_deficit
DE,Total,2003,78.518251,Lee-Carter,NA,NA
DE,Total,2003,78.518251,LE random walk with drift,NA,NA
DE,Total,2003,78.518251,ASDR random walk with drift,NA,NA
DE,Total,2004,79.12471,Lee-Carter,NA,NA
DE,Total,2004,79.12471,LE random walk with drift,NA,NA
DE,Total,2004,79.12471,ASDR random walk with drift,NA,NA
DE,Total,2005,79.264748,Lee-Carter,NA,NA
DE,Total,2005,79.264748,LE random walk with drift,NA,NA
DE,Total,2005,79.264748,ASDR random walk with drift,NA,NA
DE,Total,2006,79.591963,Lee-Carter,NA,NA
DE,Total,2006,79.591963,LE random walk with drift,NA,NA
DE,Total,2006,79.591963,ASDR random walk with drift,NA,NA
DE,Total,2007,79.731218,Lee-Carter,NA,NA
DE,Total,2007,79.731218,LE random walk with drift,NA,NA
DE,Total,2007,79.731218,ASDR random walk with drift,NA,NA
DE,Total,2008,79.810749,Lee-Carter,NA,NA
DE,Total,2008,79.810749,LE random walk with drift,NA,NA
DE,Total,2008,79.810749,ASDR random walk with drift,NA,NA
DE,Total,2009,79.92357,Lee-Carter,NA,NA
DE,Total,2009,79.92357,LE random walk with drift,NA,NA
DE,Total,2009,79.92357,ASDR random walk with drift,NA,NA
DE,Total,2010,80.082728,Lee-Carter,NA,NA
DE,Total,2010,80.082728,LE random walk with drift,NA,NA
DE,Total,2010,80.082728,ASDR random walk with drift,NA,NA
DE,Total,2011,80.352946,Lee-Carter,NA,NA
DE,Total,2011,80.352946,LE random walk with drift,NA,NA
DE,Total,2011,80.352946,ASDR random walk with drift,NA,NA
DE,Total,2012,80.490929,Lee-Carter,NA,NA
DE,Total,2012,80.490929,LE random walk with drift,NA,NA
DE,Total,2012,80.490929,ASDR random walk with drift,NA,NA
DE,Total,2013,80.450055,Lee-Carter,NA,NA
DE,Total,2013,80.450055,LE random walk with drift,NA,NA
DE,Total,2013,80.450055,ASDR random walk with drift,NA,NA
DE,Total,2014,80.936289,Lee-Carter,NA,NA
DE,Total,2014,80.936289,LE random walk with drift,NA,NA
DE,Total,2014,80.936289,ASDR random walk with drift,NA,NA
DE,Total,2015,80.576666,Lee-Carter,NA,NA
DE,Total,2015,80.576666,LE random walk with drift,NA,NA
DE,Total,2015,80.576666,ASDR random walk with drift,NA,NA
DE,Total,2016,80.846245,Lee-Carter,NA,NA
DE,Total,2016,80.846245,LE random walk with drift,NA,NA
DE,Total,2016,80.846245,ASDR random walk with drift,NA,NA
DE,Total,2017,80.945309,Lee-Carter,NA,NA
DE,Total,2017,80.945309,LE random walk with drift,NA,NA
DE,Total,2017,80.945309,ASDR random walk with drift,NA,NA
DE,Total,2018,80.884164,Lee-Carter,NA,NA
DE,Total,2018,80.884164,LE random walk with drift,NA,NA
DE,Total,2018,80.884164,ASDR random walk with drift,NA,NA
DE,Total,2019,81.208137,Lee-Carter,NA,NA
DE,Total,2019,81.208137,LE random walk with drift,NA,NA
DE,Total,2019,81.208137,ASDR random walk with drift,NA,NA
DE,Total,2020,81.018687,Lee-Carter,81.308787,-0.2901
DE,Total,2020,81.018687,LE random walk with drift,81.373463,-0.354775
DE,Total,2020,81.018687,ASDR random walk with drift,81.360057,-0.34137
DE,Total,2021,80.807689,Lee-Carter,81.442345,-0.634656
DE,Total,2021,80.807689,LE random walk with drift,81.538788,-0.731099
DE,Total,2021,80.807689,ASDR random walk with drift,81.510745,-0.703056
DE,Total,2022,80.725015,Lee-Carter,81.553687,-0.828672
DE,Total,2022,80.725015,LE random walk with drift,81.704114,-0.979099
DE,Total,2022,80.725015,ASDR random walk with drift,81.660192,-0.935177
DE,Total,2023,81.301285,Lee-Carter,81.692562,-0.391277
DE,Total,2023,81.301285,LE random walk with drift,81.86944,-0.568155
DE,Total,2023,81.301285,ASDR random walk with drift,81.808409,-0.507124
DE,Total,2024,81.622482,Lee-Carter,81.818452,-0.195969
DE,Total,2024,81.622482,LE random walk with drift,82.034766,-0.412283
DE,Total,2024,81.622482,ASDR random walk with drift,81.955405,-0.332923
DK,Total,2000,76.823404,Lee-Carter,NA,NA
DK,Total,2000,76.823404,LE random walk with drift,NA,NA
DK,Total,2000,76.823404,ASDR random walk with drift,NA,NA
DK,Total,2001,76.982728,Lee-Carter,NA,NA
DK,Total,2001,76.982728,LE random walk with drift,NA,NA
DK,Total,2001,76.982728,ASDR random walk with drift,NA,NA
DK,Total,2002,77.105343,Lee-Carter,NA,NA
DK,Total,2002,77.105343,LE random walk with drift,NA,NA
DK,Total,2002,77.105343,ASDR random walk with drift,NA,NA
DK,Total,2003,77.405455,Lee-Carter,NA,NA
DK,Total,2003,77.405455,LE random walk with drift,NA,NA
DK,Total,2003,77.405455,ASDR random walk with drift,NA,NA
DK,Total,2004,77.785165,Lee-Carter,NA,NA
DK,Total,2004,77.785165,LE random walk with drift,NA,NA
DK,Total,2004,77.785165,ASDR random walk with drift,NA,NA
DK,Total,2005,78.222351,Lee-Carter,NA,NA
DK,Total,2005,78.222351,LE random walk with drift,NA,NA
DK,Total,2005,78.222351,ASDR random walk with drift,NA,NA
DK,Total,2006,78.231779,Lee-Carter,NA,NA
DK,Total,2006,78.231779,LE random walk with drift,NA,NA
DK,Total,2006,78.231779,ASDR random walk with drift,NA,NA
DK,Total,2007,78.352093,Lee-Carter,NA,NA
DK,Total,2007,78.352093,LE random walk with drift,NA,NA
DK,Total,2007,78.352093,ASDR random walk with drift,NA,NA
DK,Total,2008,78.732937,Lee-Carter,NA,NA
DK,Total,2008,78.732937,LE random walk with drift,NA,NA
DK,Total,2008,78.732937,ASDR random walk with drift,NA,NA
DK,Total,2009,78.967558,Lee-Carter,NA,NA
DK,Total,2009,78.967558,LE random walk with drift,NA,NA
DK,Total,2009,78.967558,ASDR random walk with drift,NA,NA
DK,Total,2010,79.256226,Lee-Carter,NA,NA
DK,Total,2010,79.256226,LE random walk with drift,NA,NA
DK,Total,2010,79.256226,ASDR random walk with drift,NA,NA
DK,Total,2011,79.800676,Lee-Carter,NA,NA
DK,Total,2011,79.800676,LE random walk with drift,NA,NA
DK,Total,2011,79.800676,ASDR random walk with drift,NA,NA
DK,Total,2012,80.085201,Lee-Carter,NA,NA
DK,Total,2012,80.085201,LE random walk with drift,NA,NA
DK,Total,2012,80.085201,ASDR random walk with drift,NA,NA
DK,Total,2013,80.314763,Lee-Carter,NA,NA
DK,Total,2013,80.314763,LE random walk with drift,NA,NA
DK,Total,2013,80.314763,ASDR random walk with drift,NA,NA
DK,Total,2014,80.652693,Lee-Carter,NA,NA
DK,Total,2014,80.652693,LE random walk with drift,NA,NA
DK,Total,2014,80.652693,ASDR random walk with drift,NA,NA
DK,Total,2015,80.752778,Lee-Carter,NA,NA
DK,Total,2015,80.752778,LE random walk with drift,NA,NA
DK,Total,2015,80.752778,ASDR random walk with drift,NA,NA
DK,Total,2016,80.889153,Lee-Carter,NA,NA
DK,Total,2016,80.889153,LE random walk with drift,NA,NA
DK,Total,2016,80.889153,ASDR random walk with drift,NA,NA
DK,Total,2017,81.117348,Lee-Carter,NA,NA
DK,Total,2017,81.117348,LE random walk with drift,NA,NA
DK,Total,2017,81.117348,ASDR random walk with drift,NA,NA
DK,Total,2018,80.999338,Lee-Carter,NA,NA
DK,Total,2018,80.999338,LE random walk with drift,NA,NA
DK,Total,2018,80.999338,ASDR random walk with drift,NA,NA
DK,Total,2019,81.443917,Lee-Carter,NA,NA
DK,Total,2019,81.443917,LE random walk with drift,NA,NA
DK,Total,2019,81.443917,ASDR random walk with drift,NA,NA
DK,Total,2020,81.560227,Lee-Carter,81.623629,-0.063402
DK,Total,2020,81.560227,LE random walk with drift,81.687102,-0.126875
DK,Total,2020,81.560227,ASDR random walk with drift,81.656091,-0.095865
DK,Total,2021,81.439855,Lee-Carter,81.842901,-0.403046
DK,Total,2021,81.439855,LE random walk with drift,81.930287,-0.490431
DK,Total,2021,81.439855,ASDR random walk with drift,81.865698,-0.425843
DK,Total,2022,81.307504,Lee-Carter,82.056538,-0.749034
DK,Total,2022,81.307504,LE random walk with drift,82.173472,-0.865967
DK,Total,2022,81.307504,ASDR random walk with drift,82.072467,-0.764962
DK,Total,2023,81.675922,Lee-Carter,82.269896,-0.593974
DK,Total,2023,81.675922,LE random walk with drift,82.416656,-0.740734
DK,Total,2023,81.675922,ASDR random walk with drift,82.276427,-0.600505
DK,Total,2024,82.04492,Lee-Carter,82.469832,-0.424912
DK,Total,2024,82.04492,LE random walk with drift,82.659841,-0.614921
DK,Total,2024,82.04492,ASDR random walk with drift,82.47761,-0.43269
EE,Total,2000,70.889776,Lee-Carter,NA,NA
EE,Total,2000,70.889776,LE random walk with drift,NA,NA
EE,Total,2000,70.889776,ASDR random walk with drift,NA,NA
EE,Total,2001,70.711982,Lee-Carter,NA,NA
EE,Total,2001,70.711982,LE random walk with drift,NA,NA
EE,Total,2001,70.711982,ASDR random walk with drift,NA,NA
EE,Total,2002,71.260593,Lee-Carter,NA,NA
EE,Total,2002,71.260593,LE random walk with drift,NA,NA
EE,Total,2002,71.260593,ASDR random walk with drift,NA,NA
EE,Total,2003,71.808674,Lee-Carter,NA,NA
EE,Total,2003,71.808674,LE random walk with drift,NA,NA
EE,Total,2003,71.808674,ASDR random walk with drift,NA,NA
EE,Total,2004,72.293908,Lee-Carter,NA,NA
EE,Total,2004,72.293908,LE random walk with drift,NA,NA
EE,Total,2004,72.293908,ASDR random walk with drift,NA,NA
EE,Total,2005,72.891953,Lee-Carter,NA,NA
EE,Total,2005,72.891953,LE random walk with drift,NA,NA
EE,Total,2005,72.891953,ASDR random walk with drift,NA,NA
EE,Total,2006,73.10399,Lee-Carter,NA,NA
EE,Total,2006,73.10399,LE random walk with drift,NA,NA
EE,Total,2006,73.10399,ASDR random walk with drift,NA,NA
EE,Total,2007,73.031538,Lee-Carter,NA,NA
EE,Total,2007,73.031538,LE random walk with drift,NA,NA
EE,Total,2007,73.031538,ASDR random walk with drift,NA,NA
EE,Total,2008,74.156956,Lee-Carter,NA,NA
EE,Total,2008,74.156956,LE random walk with drift,NA,NA
EE,Total,2008,74.156956,ASDR random walk with drift,NA,NA
EE,Total,2009,75.108647,Lee-Carter,NA,NA
EE,Total,2009,75.108647,LE random walk with drift,NA,NA
EE,Total,2009,75.108647,ASDR random walk with drift,NA,NA
EE,Total,2010,75.814852,Lee-Carter,NA,NA
EE,Total,2010,75.814852,LE random walk with drift,NA,NA
EE,Total,2010,75.814852,ASDR random walk with drift,NA,NA
EE,Total,2011,76.336827,Lee-Carter,NA,NA
EE,Total,2011,76.336827,LE random walk with drift,NA,NA
EE,Total,2011,76.336827,ASDR random walk with drift,NA,NA
EE,Total,2012,76.373767,Lee-Carter,NA,NA
EE,Total,2012,76.373767,LE random walk with drift,NA,NA
EE,Total,2012,76.373767,ASDR random walk with drift,NA,NA
EE,Total,2013,77.240154,Lee-Carter,NA,NA
EE,Total,2013,77.240154,LE random walk with drift,NA,NA
EE,Total,2013,77.240154,ASDR random walk with drift,NA,NA
EE,Total,2014,77.095573,Lee-Carter,NA,NA
EE,Total,2014,77.095573,LE random walk with drift,NA,NA
EE,Total,2014,77.095573,ASDR random walk with drift,NA,NA
EE,Total,2015,77.645268,Lee-Carter,NA,NA
EE,Total,2015,77.645268,LE random walk with drift,NA,NA
EE,Total,2015,77.645268,ASDR random walk with drift,NA,NA
EE,Total,2016,77.745146,Lee-Carter,NA,NA
EE,Total,2016,77.745146,LE random walk with drift,NA,NA
EE,Total,2016,77.745146,ASDR random walk with drift,NA,NA
EE,Total,2017,78.178862,Lee-Carter,NA,NA
EE,Total,2017,78.178862,LE random walk with drift,NA,NA
EE,Total,2017,78.178862,ASDR random walk with drift,NA,NA
EE,Total,2018,78.326684,Lee-Carter,NA,NA
EE,Total,2018,78.326684,LE random walk with drift,NA,NA
EE,Total,2018,78.326684,ASDR random walk with drift,NA,NA
EE,Total,2019,78.808615,Lee-Carter,NA,NA
EE,Total,2019,78.808615,LE random walk with drift,NA,NA
EE,Total,2019,78.808615,ASDR random walk with drift,NA,NA
EE,Total,2020,78.762829,Lee-Carter,79.071531,-0.308703
EE,Total,2020,78.762829,LE random walk with drift,79.225396,-0.462568
EE,Total,2020,78.762829,ASDR random walk with drift,79.137471,-0.374642
EE,Total,2021,77.129604,Lee-Carter,79.372744,-2.24314
EE,Total,2021,77.129604,LE random walk with drift,79.642177,-2.512573
EE,Total,2021,77.129604,ASDR random walk with drift,79.461418,-2.331814
EE,Total,2022,78.084127,Lee-Carter,79.637177,-1.553051
EE,Total,2022,78.084127,LE random walk with drift,80.058958,-1.974832
EE,Total,2022,78.084127,ASDR random walk with drift,79.778973,-1.694847
EE,Total,2023,78.980223,Lee-Carter,79.899548,-0.919325
EE,Total,2023,78.980223,LE random walk with drift,80.475739,-1.495516
EE,Total,2023,78.980223,ASDR random walk with drift,80.090324,-1.110101
EE,Total,2024,79.476953,Lee-Carter,80.187677,-0.710723
EE,Total,2024,79.476953,LE random walk with drift,80.89252,-1.415567
EE,Total,2024,79.476953,ASDR random walk with drift,80.395647,-0.918694
ES,Total,2000,79.422956,Lee-Carter,NA,NA
ES,Total,2000,79.422956,LE random walk with drift,NA,NA
ES,Total,2000,79.422956,ASDR random walk with drift,NA,NA
ES,Total,2001,79.748998,Lee-Carter,NA,NA
ES,Total,2001,79.748998,LE random walk with drift,NA,NA
ES,Total,2001,79.748998,ASDR random walk with drift,NA,NA
ES,Total,2002,79.834913,Lee-Carter,NA,NA
ES,Total,2002,79.834913,LE random walk with drift,NA,NA
ES,Total,2002,79.834913,ASDR random walk with drift,NA,NA
ES,Total,2003,79.762356,Lee-Carter,NA,NA
ES,Total,2003,79.762356,LE random walk with drift,NA,NA
ES,Total,2003,79.762356,ASDR random walk with drift,NA,NA
ES,Total,2004,80.342116,Lee-Carter,NA,NA
ES,Total,2004,80.342116,LE random walk with drift,NA,NA
ES,Total,2004,80.342116,ASDR random walk with drift,NA,NA
ES,Total,2005,80.327453,Lee-Carter,NA,NA
ES,Total,2005,80.327453,LE random walk with drift,NA,NA
ES,Total,2005,80.327453,ASDR random walk with drift,NA,NA
ES,Total,2006,80.978413,Lee-Carter,NA,NA
ES,Total,2006,80.978413,LE random walk with drift,NA,NA
ES,Total,2006,80.978413,ASDR random walk with drift,NA,NA
ES,Total,2007,80.987358,Lee-Carter,NA,NA
ES,Total,2007,80.987358,LE random walk with drift,NA,NA
ES,Total,2007,80.987358,ASDR random walk with drift,NA,NA
ES,Total,2008,81.299047,Lee-Carter,NA,NA
ES,Total,2008,81.299047,LE random walk with drift,NA,NA
ES,Total,2008,81.299047,ASDR random walk with drift,NA,NA
ES,Total,2009,81.642696,Lee-Carter,NA,NA
ES,Total,2009,81.642696,LE random walk with drift,NA,NA
ES,Total,2009,81.642696,ASDR random walk with drift,NA,NA
ES,Total,2010,82.025141,Lee-Carter,NA,NA
ES,Total,2010,82.025141,LE random walk with drift,NA,NA
ES,Total,2010,82.025141,ASDR random walk with drift,NA,NA
ES,Total,2011,82.192761,Lee-Carter,NA,NA
ES,Total,2011,82.192761,LE random walk with drift,NA,NA
ES,Total,2011,82.192761,ASDR random walk with drift,NA,NA
ES,Total,2012,82.207097,Lee-Carter,NA,NA
ES,Total,2012,82.207097,LE random walk with drift,NA,NA
ES,Total,2012,82.207097,ASDR random walk with drift,NA,NA
ES,Total,2013,82.70923,Lee-Carter,NA,NA
ES,Total,2013,82.70923,LE random walk with drift,NA,NA
ES,Total,2013,82.70923,ASDR random walk with drift,NA,NA
ES,Total,2014,82.849313,Lee-Carter,NA,NA
ES,Total,2014,82.849313,LE random walk with drift,NA,NA
ES,Total,2014,82.849313,ASDR random walk with drift,NA,NA
ES,Total,2015,82.618523,Lee-Carter,NA,NA
ES,Total,2015,82.618523,LE random walk with drift,NA,NA
ES,Total,2015,82.618523,ASDR random walk with drift,NA,NA
ES,Total,2016,83.014748,Lee-Carter,NA,NA
ES,Total,2016,83.014748,LE random walk with drift,NA,NA
ES,Total,2016,83.014748,ASDR random walk with drift,NA,NA
ES,Total,2017,83.004058,Lee-Carter,NA,NA
ES,Total,2017,83.004058,LE random walk with drift,NA,NA
ES,Total,2017,83.004058,ASDR random walk with drift,NA,NA
ES,Total,2018,83.109057,Lee-Carter,NA,NA
ES,Total,2018,83.109057,LE random walk with drift,NA,NA
ES,Total,2018,83.109057,ASDR random walk with drift,NA,NA
ES,Total,2019,83.494834,Lee-Carter,NA,NA
ES,Total,2019,83.494834,LE random walk with drift,NA,NA
ES,Total,2019,83.494834,ASDR random walk with drift,NA,NA
ES,Total,2020,82.236835,Lee-Carter,83.674756,-1.437921
ES,Total,2020,82.236835,LE random walk with drift,83.709143,-1.472308
ES,Total,2020,82.236835,ASDR random walk with drift,83.685175,-1.44834
ES,Total,2021,82.988427,Lee-Carter,83.839876,-0.851449
ES,Total,2021,82.988427,LE random walk with drift,83.923452,-0.935025
ES,Total,2021,82.988427,ASDR random walk with drift,83.87346,-0.885033
ES,Total,2022,83.043854,Lee-Carter,84.003048,-0.959194
ES,Total,2022,83.043854,LE random walk with drift,84.137762,-1.093907
ES,Total,2022,83.043854,ASDR random walk with drift,84.059671,-1.015817
ES,Total,2023,83.765874,Lee-Carter,84.144804,-0.37893
ES,Total,2023,83.765874,LE random walk with drift,84.352071,-0.586197
ES,Total,2023,83.765874,ASDR random walk with drift,84.24384,-0.477966
ES,Total,2024,84.023882,Lee-Carter,84.290332,-0.266451
ES,Total,2024,84.023882,LE random walk with drift,84.566381,-0.542499
ES,Total,2024,84.023882,ASDR random walk with drift,84.425997,-0.402115
FI,Total,2000,77.669081,Lee-Carter,NA,NA
FI,Total,2000,77.669081,LE random walk with drift,NA,NA
FI,Total,2000,77.669081,ASDR random walk with drift,NA,NA
FI,Total,2001,78.13934,Lee-Carter,NA,NA
FI,Total,2001,78.13934,LE random walk with drift,NA,NA
FI,Total,2001,78.13934,ASDR random walk with drift,NA,NA
FI,Total,2002,78.263124,Lee-Carter,NA,NA
FI,Total,2002,78.263124,LE random walk with drift,NA,NA
FI,Total,2002,78.263124,ASDR random walk with drift,NA,NA
FI,Total,2003,78.519437,Lee-Carter,NA,NA
FI,Total,2003,78.519437,LE random walk with drift,NA,NA
FI,Total,2003,78.519437,ASDR random walk with drift,NA,NA
FI,Total,2004,78.833619,Lee-Carter,NA,NA
FI,Total,2004,78.833619,LE random walk with drift,NA,NA
FI,Total,2004,78.833619,ASDR random walk with drift,NA,NA
FI,Total,2005,78.973566,Lee-Carter,NA,NA
FI,Total,2005,78.973566,LE random walk with drift,NA,NA
FI,Total,2005,78.973566,ASDR random walk with drift,NA,NA
FI,Total,2006,79.362407,Lee-Carter,NA,NA
FI,Total,2006,79.362407,LE random walk with drift,NA,NA
FI,Total,2006,79.362407,ASDR random walk with drift,NA,NA
FI,Total,2007,79.379683,Lee-Carter,NA,NA
FI,Total,2007,79.379683,LE random walk with drift,NA,NA
FI,Total,2007,79.379683,ASDR random walk with drift,NA,NA
FI,Total,2008,79.693781,Lee-Carter,NA,NA
FI,Total,2008,79.693781,LE random walk with drift,NA,NA
FI,Total,2008,79.693781,ASDR random walk with drift,NA,NA
FI,Total,2009,79.823078,Lee-Carter,NA,NA
FI,Total,2009,79.823078,LE random walk with drift,NA,NA
FI,Total,2009,79.823078,ASDR random walk with drift,NA,NA
FI,Total,2010,80.005962,Lee-Carter,NA,NA
FI,Total,2010,80.005962,LE random walk with drift,NA,NA
FI,Total,2010,80.005962,ASDR random walk with drift,NA,NA
FI,Total,2011,80.391145,Lee-Carter,NA,NA
FI,Total,2011,80.391145,LE random walk with drift,NA,NA
FI,Total,2011,80.391145,ASDR random walk with drift,NA,NA
FI,Total,2012,80.494626,Lee-Carter,NA,NA
FI,Total,2012,80.494626,LE random walk with drift,NA,NA
FI,Total,2012,80.494626,ASDR random walk with drift,NA,NA
FI,Total,2013,80.866937,Lee-Carter,NA,NA
FI,Total,2013,80.866937,LE random walk with drift,NA,NA
FI,Total,2013,80.866937,ASDR random walk with drift,NA,NA
FI,Total,2014,81.054668,Lee-Carter,NA,NA
FI,Total,2014,81.054668,LE random walk with drift,NA,NA
FI,Total,2014,81.054668,ASDR random walk with drift,NA,NA
FI,Total,2015,81.36404,Lee-Carter,NA,NA
FI,Total,2015,81.36404,LE random walk with drift,NA,NA
FI,Total,2015,81.36404,ASDR random walk with drift,NA,NA
FI,Total,2016,81.299183,Lee-Carter,NA,NA
FI,Total,2016,81.299183,LE random walk with drift,NA,NA
FI,Total,2016,81.299183,ASDR random walk with drift,NA,NA
FI,Total,2017,81.494347,Lee-Carter,NA,NA
FI,Total,2017,81.494347,LE random walk with drift,NA,NA
FI,Total,2017,81.494347,ASDR random walk with drift,NA,NA
FI,Total,2018,81.625334,Lee-Carter,NA,NA
FI,Total,2018,81.625334,LE random walk with drift,NA,NA
FI,Total,2018,81.625334,ASDR random walk with drift,NA,NA
FI,Total,2019,81.867648,Lee-Carter,NA,NA
FI,Total,2019,81.867648,LE random walk with drift,NA,NA
FI,Total,2019,81.867648,ASDR random walk with drift,NA,NA
FI,Total,2020,81.81574,Lee-Carter,82.176143,-0.360403
FI,Total,2020,81.81574,LE random walk with drift,82.088626,-0.272886
FI,Total,2020,81.81574,ASDR random walk with drift,82.072549,-0.256809
FI,Total,2021,81.806104,Lee-Carter,82.379352,-0.573249
FI,Total,2021,81.806104,LE random walk with drift,82.309603,-0.503499
FI,Total,2021,81.806104,ASDR random walk with drift,82.276233,-0.470129
FI,Total,2022,81.194043,Lee-Carter,82.578913,-1.38487
FI,Total,2022,81.194043,LE random walk with drift,82.53058,-1.336537
FI,Total,2022,81.194043,ASDR random walk with drift,82.478359,-1.284315
FI,Total,2023,81.560934,Lee-Carter,82.78005,-1.219116
FI,Total,2023,81.560934,LE random walk with drift,82.751557,-1.190624
FI,Total,2023,81.560934,ASDR random walk with drift,82.678927,-1.117993
FI,Total,2024,82.243769,Lee-Carter,82.970678,-0.726909
FI,Total,2024,82.243769,LE random walk with drift,82.972535,-0.728766
FI,Total,2024,82.243769,ASDR random walk with drift,82.87794,-0.634171
FR,Total,2000,79.087811,Lee-Carter,NA,NA
FR,Total,2000,79.087811,LE random walk with drift,NA,NA
FR,Total,2000,79.087811,ASDR random walk with drift,NA,NA
FR,Total,2001,79.24815,Lee-Carter,NA,NA
FR,Total,2001,79.24815,LE random walk with drift,NA,NA
FR,Total,2001,79.24815,ASDR random walk with drift,NA,NA
FR,Total,2002,79.423651,Lee-Carter,NA,NA
FR,Total,2002,79.423651,LE random walk with drift,NA,NA
FR,Total,2002,79.423651,ASDR random walk with drift,NA,NA
FR,Total,2003,79.412158,Lee-Carter,NA,NA
FR,Total,2003,79.412158,LE random walk with drift,NA,NA
FR,Total,2003,79.412158,ASDR random walk with drift,NA,NA
FR,Total,2004,80.354452,Lee-Carter,NA,NA
FR,Total,2004,80.354452,LE random walk with drift,NA,NA
FR,Total,2004,80.354452,ASDR random walk with drift,NA,NA
FR,Total,2005,80.368519,Lee-Carter,NA,NA
FR,Total,2005,80.368519,LE random walk with drift,NA,NA
FR,Total,2005,80.368519,ASDR random walk with drift,NA,NA
FR,Total,2006,80.77895,Lee-Carter,NA,NA
FR,Total,2006,80.77895,LE random walk with drift,NA,NA
FR,Total,2006,80.77895,ASDR random walk with drift,NA,NA
FR,Total,2007,80.981806,Lee-Carter,NA,NA
FR,Total,2007,80.981806,LE random walk with drift,NA,NA
FR,Total,2007,80.981806,ASDR random walk with drift,NA,NA
FR,Total,2008,81.053825,Lee-Carter,NA,NA
FR,Total,2008,81.053825,LE random walk with drift,NA,NA
FR,Total,2008,81.053825,ASDR random walk with drift,NA,NA
FR,Total,2009,81.189178,Lee-Carter,NA,NA
FR,Total,2009,81.189178,LE random walk with drift,NA,NA
FR,Total,2009,81.189178,ASDR random walk with drift,NA,NA
FR,Total,2010,81.435057,Lee-Carter,NA,NA
FR,Total,2010,81.435057,LE random walk with drift,NA,NA
FR,Total,2010,81.435057,ASDR random walk with drift,NA,NA
FR,Total,2011,81.798129,Lee-Carter,NA,NA
FR,Total,2011,81.798129,LE random walk with drift,NA,NA
FR,Total,2011,81.798129,ASDR random walk with drift,NA,NA
FR,Total,2012,81.728137,Lee-Carter,NA,NA
FR,Total,2012,81.728137,LE random walk with drift,NA,NA
FR,Total,2012,81.728137,ASDR random walk with drift,NA,NA
FR,Total,2013,81.959445,Lee-Carter,NA,NA
FR,Total,2013,81.959445,LE random walk with drift,NA,NA
FR,Total,2013,81.959445,ASDR random walk with drift,NA,NA
FR,Total,2014,82.431424,Lee-Carter,NA,NA
FR,Total,2014,82.431424,LE random walk with drift,NA,NA
FR,Total,2014,82.431424,ASDR random walk with drift,NA,NA
FR,Total,2015,82.147942,Lee-Carter,NA,NA
FR,Total,2015,82.147942,LE random walk with drift,NA,NA
FR,Total,2015,82.147942,ASDR random walk with drift,NA,NA
FR,Total,2016,82.405822,Lee-Carter,NA,NA
FR,Total,2016,82.405822,LE random walk with drift,NA,NA
FR,Total,2016,82.405822,ASDR random walk with drift,NA,NA
FR,Total,2017,82.44886,Lee-Carter,NA,NA
FR,Total,2017,82.44886,LE random walk with drift,NA,NA
FR,Total,2017,82.44886,ASDR random walk with drift,NA,NA
FR,Total,2018,82.573505,Lee-Carter,NA,NA
FR,Total,2018,82.573505,LE random walk with drift,NA,NA
FR,Total,2018,82.573505,ASDR random walk with drift,NA,NA
FR,Total,2019,82.745491,Lee-Carter,NA,NA
FR,Total,2019,82.745491,LE random walk with drift,NA,NA
FR,Total,2019,82.745491,ASDR random walk with drift,NA,NA
FR,Total,2020,82.208661,Lee-Carter,82.889307,-0.680647
FR,Total,2020,82.208661,LE random walk with drift,82.938001,-0.72934
FR,Total,2020,82.208661,ASDR random walk with drift,82.924662,-0.716001
FR,Total,2021,82.319611,Lee-Carter,83.03581,-0.716199
FR,Total,2021,82.319611,LE random walk with drift,83.13051,-0.8109
FR,Total,2021,82.319611,ASDR random walk with drift,83.102583,-0.782972
FR,Total,2022,82.301332,Lee-Carter,83.181445,-0.880113
FR,Total,2022,82.301332,LE random walk with drift,83.32302,-1.021688
FR,Total,2022,82.301332,ASDR random walk with drift,83.279222,-0.97789
FR,Total,2023,82.890799,Lee-Carter,83.308699,-0.4179
FR,Total,2023,82.890799,LE random walk with drift,83.515529,-0.62473
FR,Total,2023,82.890799,ASDR random walk with drift,83.454583,-0.563784
FR,Total,2024,83.064463,Lee-Carter,83.438095,-0.373632
FR,Total,2024,83.064463,LE random walk with drift,83.708039,-0.643576
FR,Total,2024,83.064463,ASDR random walk with drift,83.628672,-0.564209
GB-EAW,Total,2000,NA,Lee-Carter,NA,NA
GB-EAW,Total,2000,NA,LE random walk with drift,NA,NA
GB-EAW,Total,2000,NA,ASDR random walk with drift,NA,NA
GB-EAW,Total,2001,NA,Lee-Carter,NA,NA
GB-EAW,Total,2001,NA,LE random walk with drift,NA,NA
GB-EAW,Total,2001,NA,ASDR random walk with drift,NA,NA
GB-EAW,Total,2002,NA,Lee-Carter,NA,NA
GB-EAW,Total,2002,NA,LE random walk with drift,NA,NA
GB-EAW,Total,2002,NA,ASDR random walk with drift,NA,NA
GB-EAW,Total,2003,NA,Lee-Carter,NA,NA
GB-EAW,Total,2003,NA,LE random walk with drift,NA,NA
GB-EAW,Total,2003,NA,ASDR random walk with drift,NA,NA
GB-EAW,Total,2004,NA,Lee-Carter,NA,NA
GB-EAW,Total,2004,NA,LE random walk with drift,NA,NA
GB-EAW,Total,2004,NA,ASDR random walk with drift,NA,NA
GB-EAW,Total,2005,NA,Lee-Carter,NA,NA
GB-EAW,Total,2005,NA,LE random walk with drift,NA,NA
GB-EAW,Total,2005,NA,ASDR random walk with drift,NA,NA
