region_iso,sex,year,e0_actual,model,e0_expected,e0_deficit
AT,Total,2000,78.251884,Lee-Carter,NA,NA
AT,Total,2000,78.251884,LE random walk with drift,NA,NA
AT,Total,2000,78.251884,ASDR random walk with drift,NA,NA
AT,Total,2001,78.739008,Lee-Carter,NA,NA
AT,Total,2001,78.739008,LE random walk with drift,NA,NA
AT,Total,2001,78.739008,ASDR random walk with drift,NA,NA
AT,Total,2002,78.853595,Lee-Carter,NA,NA
AT,Total,2002,78.853595,LE random walk with drift,NA,NA
AT,Total,2002,78.853595,ASDR random walk with drift,NA,NA
AT,Total,2003,78.857686,Lee-Carter,NA,NA
AT,Total,2003,78.857686,LE random walk with drift,NA,NA
AT,Total,2003,78.857686,ASDR random walk with drift,NA,NA
AT,Total,2004,79.370762,Lee-Carter,NA,NA
AT,Total,2004,79.370762,LE random walk with drift,NA,NA
AT,Total,2004,79.370762,ASDR random walk with drift,NA,NA
AT,Total,2005,79.536074,Lee-Carter,NA,NA
AT,Total,2005,79.536074,LE random walk with drift,NA,NA
AT,Total,2005,79.536074,ASDR random walk with drift,NA,NA
AT,Total,2006,79.977326,Lee-Carter,NA,NA
AT,Total,2006,79.977326,LE random walk with drift,NA,NA
AT,Total,2006,79.977326,ASDR random walk with drift,NA,NA
AT,Total,2007,80.152216,Lee-Carter,NA,NA
AT,Total,2007,80.152216,LE random walk with drift,NA,NA
AT,Total,2007,80.152216,ASDR random walk with drift,NA,NA
AT,Total,2008,80.369568,Lee-Carter,NA,NA
AT,Total,2008,80.369568,LE random walk with drift,NA,NA
AT,Total,2008,80.369568,ASDR random walk with drift,NA,NA
AT,Total,2009,80.207842,Lee-Carter,NA,NA
AT,Total,2009,80.207842,LE random walk with drift,NA,NA
AT,Total,2009,80.207842,ASDR random walk with drift,NA,NA
AT,Total,2010,80.461777,Lee-Carter,NA,NA
AT,Total,2010,80.461777,LE random walk with drift,NA,NA
AT,Total,2010,80.461777,ASDR random walk with drift,NA,NA
AT,Total,2011,80.834137,Lee-Carter,NA,NA
AT,Total,2011,80.834137,LE random walk with drift,NA,NA
AT,Total,2011,80.834137,ASDR random walk with drift,NA,NA
AT,Total,2012,80.857654,Lee-Carter,NA,NA
AT,Total,2012,80.857654,LE random walk with drift,NA,NA
AT,Total,2012,80.857654,ASDR random walk with drift,NA,NA
AT,Total,2013,81.090183,Lee-Carter,NA,NA
AT,Total,2013,81.090183,LE random walk with drift,NA,NA
AT,Total,2013,81.090183,ASDR random walk with drift,NA,NA
AT,Total,2014,81.414997,Lee-Carter,NA,NA
AT,Total,2014,81.414997,LE random walk with drift,NA,NA
AT,Total,2014,81.414997,ASDR random walk with drift,NA,NA
AT,Total,2015,81.188113,Lee-Carter,NA,NA
AT,Total,2015,81.188113,LE random walk with drift,NA,NA
AT,Total,2015,81.188113,ASDR random walk with drift,NA,NA
AT,Total,2016,81.598901,Lee-Carter,NA,NA
AT,Total,2016,81.598901,LE random walk with drift,NA,NA
AT,Total,2016,81.598901,ASDR random walk with drift,NA,NA
AT,Total,2017,81.641975,Lee-Carter,NA,NA
AT,Total,2017,81.641975,LE random walk with drift,NA,NA
AT,Total,2017,81.641975,ASDR random walk with drift,NA,NA
AT,Total,2018,81.70107,Lee-Carter,NA,NA
AT,Total,2018,81.70107,LE random walk with drift,NA,NA
AT,Total,2018,81.70107,ASDR random walk with drift,NA,NA
AT,Total,2019,81.950755,Lee-Carter,NA,NA
AT,Total,2019,81.950755,LE random walk with drift,NA,NA
AT,Total,2019,81.950755,ASDR random walk with drift,NA,NA
AT,Total,2020,81.377077,Lee-Carter,82.064847,-0.68777
AT,Total,2020,81.377077,LE random walk with drift,82.145433,-0.768356
AT,Total,2020,81.377077,ASDR random walk with drift,82.127817,-0.75074
AT,Total,2021,81.296849,Lee-Carter,82.199613,-0.902765
AT,Total,2021,81.296849,LE random walk with drift,82.34011,-1.043262
AT,Total,2021,81.296849,ASDR random walk with drift,82.303555,-1.006707
AT,Total,2022,81.449812,Lee-Carter,82.350072,-0.90026
AT,Total,2022,81.449812,LE random walk with drift,82.534788,-1.084975
AT,Total,2022,81.449812,ASDR random walk with drift,82.47771,-1.027898
AT,Total,2023,81.874584,Lee-Carter,82.479308,-0.604724
AT,Total,2023,81.874584,LE random walk with drift,82.729465,-0.854881
AT,Total,2023,81.874584,ASDR random walk with drift,82.650299,-0.775715
AT,Total,2024,82.120401,Lee-Carter,82.624287,-0.503887
AT,Total,2024,82.120401,LE random walk with drift,82.924143,-0.803742
AT,Total,2024,82.120401,ASDR random walk with drift,82.821338,-0.700937
BE,Total,2000,77.77535,Lee-Carter,NA,NA
BE,Total,2000,77.77535,LE random walk with drift,NA,NA
BE,Total,2000,77.77535,ASDR random walk with drift,NA,NA
BE,Total,2001,78.090837,Lee-Carter,NA,NA
BE,Total,2001,78.090837,LE random walk with drift,NA,NA
BE,Total,2001,78.090837,ASDR random walk with drift,NA,NA
BE,Total,2002,78.183455,Lee-Carter,NA,NA
BE,Total,2002,78.183455,LE random walk with drift,NA,NA
BE,Total,2002,78.183455,ASDR random walk with drift,NA,NA
BE,Total,2003,78.327386,Lee-Carter,NA,NA
BE,Total,2003,78.327386,LE random walk with drift,NA,NA
BE,Total,2003,78.327386,ASDR random walk with drift,NA,NA
BE,Total,2004,78.964406,Lee-Carter,NA,NA
BE,Total,2004,78.964406,LE random walk with drift,NA,NA
BE,Total,2004,78.964406,ASDR random walk with drift,NA,NA
BE,Total,2005,79.052789,Lee-Carter,NA,NA
BE,Total,2005,79.052789,LE random walk with drift,NA,NA
BE,Total,2005,79.052789,ASDR random walk with drift,NA,NA
BE,Total,2006,79.388037,Lee-Carter,NA,NA
BE,Total,2006,79.388037,LE random walk with drift,NA,NA
BE,Total,2006,79.388037,ASDR random walk with drift,NA,NA
BE,Total,2007,79.534425,Lee-Carter,NA,NA
BE,Total,2007,79.534425,LE random walk with drift,NA,NA
BE,Total,2007,79.534425,ASDR random walk with drift,NA,NA
BE,Total,2008,79.587109,Lee-Carter,NA,NA
BE,Total,2008,79.587109,LE random walk with drift,NA,NA
BE,Total,2008,79.587109,ASDR random walk with drift,NA,NA
BE,Total,2009,79.844275,Lee-Carter,NA,NA
BE,Total,2009,79.844275,LE random walk with drift,NA,NA
BE,Total,2009,79.844275,ASDR random walk with drift,NA,NA
BE,Total,2010,80.044032,Lee-Carter,NA,NA
BE,Total,2010,80.044032,LE random walk with drift,NA,NA
BE,Total,2010,80.044032,ASDR random walk with drift,NA,NA
BE,Total,2011,80.354786,Lee-Carter,NA,NA
BE,Total,2011,80.354786,LE random walk with drift,NA,NA
BE,Total,2011,80.354786,ASDR random walk with drift,NA,NA
BE,Total,2012,80.247365,Lee-Carter,NA,NA
BE,Total,2012,80.247365,LE random walk with drift,NA,NA
BE,Total,2012,80.247365,ASDR random walk with drift,NA,NA
BE,Total,2013,80.456527,Lee-Carter,NA,NA
BE,Total,2013,80.456527,LE random walk with drift,NA,NA
BE,Total,2013,80.456527,ASDR random walk with drift,NA,NA
BE,Total,2014,81.06574,Lee-Carter,NA,NA
BE,Total,2014,81.06574,LE random walk with drift,NA,NA
BE,Total,2014,81.06574,ASDR random walk with drift,NA,NA
BE,Total,2015,80.874752,Lee-Carter,NA,NA
BE,Total,2015,80.874752,LE random walk with drift,NA,NA
BE,Total,2015,80.874752,ASDR random walk with drift,NA,NA
BE,Total,2016,81.241042,Lee-Carter,NA,NA
BE,Total,2016,81.241042,LE random walk with drift,NA,NA
BE,Total,2016,81.241042,ASDR random walk with drift,NA,NA
BE,Total,2017,81.33658,Lee-Carter,NA,NA
BE,Total,2017,81.33658,LE random walk with drift,NA,NA
BE,Total,2017,81.33658,ASDR random walk with drift,NA,NA
BE,Total,2018,81.459001,Lee-Carter,NA,NA
BE,Total,2018,81.459001,LE random walk with drift,NA,NA
BE,Total,2018,81.459001,ASDR random walk with drift,NA,NA
BE,Total,2019,81.81215,Lee-Carter,NA,NA
BE,Total,2019,81.81215,LE random walk with drift,NA,NA
BE,Total,2019,81.81215,ASDR random walk with drift,NA,NA
BE,Total,2020,80.772108,Lee-Carter,82.013079,-1.240971
BE,Total,2020,80.772108,LE random walk with drift,82.024613,-1.252505
BE,Total,2020,80.772108,ASDR random walk with drift,82.005435,-1.233327
BE,Total,2021,81.626694,Lee-Carter,82.182684,-0.555989
BE,Total,2021,81.626694,LE random walk with drift,82.237077,-0.610382
BE,Total,2021,81.626694,ASDR random walk with drift,82.197115,-0.570421
BE,Total,2022,81.678527,Lee-Carter,82.364049,-0.685523
BE,Total,2022,81.678527,LE random walk with drift,82.44954,-0.771013
BE,Total,2022,81.678527,ASDR random walk with drift,82.387017,-0.70849
BE,Total,2023,82.081437,Lee-Carter,82.558353,-0.476916
BE,Total,2023,82.081437,LE random walk with drift,82.662003,-0.580566
BE,Total,2023,82.081437,ASDR random walk with drift,82.575153,-0.493716
BE,Total,2024,82.286528,Lee-Carter,82.738216,-0.451688
BE,Total,2024,82.286528,LE random walk with drift,82.874466,-0.587938
BE,Total,2024,82.286528,ASDR random walk with drift,82.761535,-0.475007
BG,Total,2000,71.558281,Lee-Carter,NA,NA
BG,Total,2000,71.558281,LE random walk with drift,NA,NA
BG,Total,2000,71.558281,ASDR random walk with drift,NA,NA
BG,Total,2001,71.866294,Lee-Carter,NA,NA
BG,Total,2001,71.866294,LE random walk with drift,NA,NA
BG,Total,2001,71.866294,ASDR random walk with drift,NA,NA
BG,Total,2002,72.126259,Lee-Carter,NA,NA
BG,Total,2002,72.126259,LE random walk with drift,NA,NA
BG,Total,2002,72.126259,ASDR random walk with drift,NA,NA
BG,Total,2003,72.356733,Lee-Carter,NA,NA
BG,Total,2003,72.356733,LE random walk with drift,NA,NA
BG,Total,2003,72.356733,ASDR random walk with drift,NA,NA
BG,Total,2004,72.563798,Lee-Carter,NA,NA
BG,Total,2004,72.563798,LE random walk with drift,NA,NA
BG,Total,2004,72.563798,ASDR random walk with drift,NA,NA
BG,Total,2005,72.553765,Lee-Carter,NA,NA
BG,Total,2005,72.553765,LE random walk with drift,NA,NA
BG,Total,2005,72.553765,ASDR random walk with drift,NA,NA
BG,Total,2006,72.692534,Lee-Carter,NA,NA
BG,Total,2006,72.692534,LE random walk with drift,NA,NA
BG,Total,2006,72.692534,ASDR random walk with drift,NA,NA
BG,Total,2007,72.992467,Lee-Carter,NA,NA
BG,Total,2007,72.992467,LE random walk with drift,NA,NA
BG,Total,2007,72.992467,ASDR random walk with drift,NA,NA
BG,Total,2008,73.323338,Lee-Carter,NA,NA
BG,Total,2008,73.323338,LE random walk with drift,NA,NA
BG,Total,2008,73.323338,ASDR random walk with drift,NA,NA
BG,Total,2009,73.686553,Lee-Carter,NA,NA
BG,Total,2009,73.686553,LE random walk with drift,NA,NA
BG,Total,2009,73.686553,ASDR random walk with drift,NA,NA
BG,Total,2010,73.797923,Lee-Carter,NA,NA
BG,Total,2010,73.797923,LE random walk with drift,NA,NA
BG,Total,2010,73.797923,ASDR random walk with drift,NA,NA
BG,Total,2011,74.160918,Lee-Carter,NA,NA
BG,Total,2011,74.160918,LE random walk with drift,NA,NA
BG,Total,2011,74.160918,ASDR random walk with drift,NA,NA
BG,Total,2012,74.332776,Lee-Carter,NA,NA
BG,Total,2012,74.332776,LE random walk with drift,NA,NA
BG,Total,2012,74.332776,ASDR random walk with drift,NA,NA
BG,Total,2013,74.828035,Lee-Carter,NA,NA
BG,Total,2013,74.828035,LE random walk with drift,NA,NA
BG,Total,2013,74.828035,ASDR random walk with drift,NA,NA
BG,Total,2014,74.46528,Lee-Carter,NA,NA
BG,Total,2014,74.46528,LE random walk with drift,NA,NA
BG,Total,2014,74.46528,ASDR random walk with drift,NA,NA
BG,Total,2015,74.628864,Lee-Carter,NA,NA
BG,Total,2015,74.628864,LE random walk with drift,NA,NA
BG,Total,2015,74.628864,ASDR random walk with drift,NA,NA
BG,Total,2016,74.8265,Lee-Carter,NA,NA
BG,Total,2016,74.8265,LE random walk with drift,NA,NA
BG,Total,2016,74.8265,ASDR random walk with drift,NA,NA
BG,Total,2017,74.80193,Lee-Carter,NA,NA
BG,Total,2017,74.80193,LE random walk with drift,NA,NA
BG,Total,2017,74.80193,ASDR random walk with drift,NA,NA
BG,Total,2018,74.930595,Lee-Carter,NA,NA
BG,Total,2018,74.930595,LE random walk with drift,NA,NA
BG,Total,2018,74.930595,ASDR random walk with drift,NA,NA
BG,Total,2019,75.084742,Lee-Carter,NA,NA
BG,Total,2019,75.084742,LE random walk with drift,NA,NA
BG,Total,2019,75.084742,ASDR random walk with drift,NA,NA
BG,Total,2020,73.598922,Lee-Carter,75.175179,-1.576257
BG,Total,2020,73.598922,LE random walk with drift,75.270345,-1.671423
BG,Total,2020,73.598922,ASDR random walk with drift,75.254645,-1.655723
BG,Total,2021,71.40488,Lee-Carter,75.314973,-3.910093
BG,Total,2021,71.40488,LE random walk with drift,75.455948,-4.051068
BG,Total,2021,71.40488,ASDR random walk with drift,75.423599,-4.018719
BG,Total,2022,74.306815,Lee-Carter,75.428228,-1.121413
BG,Total,2022,74.306815,LE random walk with drift,75.641551,-1.334736
BG,Total,2022,74.306815,ASDR random walk with drift,75.591391,-1.284577
BG,Total,2023,75.922121,Lee-Carter,75.565506,0.356615
BG,Total,2023,75.922121,LE random walk with drift,75.827154,0.094966
BG,Total,2023,75.922121,ASDR random walk with drift,75.758055,0.164065
BG,Total,2024,76.078399,Lee-Carter,75.686148,0.392251
BG,Total,2024,76.078399,LE random walk with drift,76.012758,0.065641
BG,Total,2024,76.078399,ASDR random walk with drift,75.923623,0.154776
CH,Total,2000,79.841795,Lee-Carter,NA,NA
CH,Total,2000,79.841795,LE random walk with drift,NA,NA
CH,Total,2000,79.841795,ASDR random walk with drift,NA,NA
CH,Total,2001,80.269444,Lee-Carter,NA,NA
CH,Total,2001,80.269444,LE random walk with drift,NA,NA
CH,Total,2001,80.269444,ASDR random walk with drift,NA,NA
CH,Total,2002,80.448406,Lee-Carter,NA,NA
CH,Total,2002,80.448406,LE random walk with drift,NA,NA
CH,Total,2002,80.448406,ASDR random walk with drift,NA,NA
CH,Total,2003,80.536986,Lee-Carter,NA,NA
CH,Total,2003,80.536986,LE random walk with drift,NA,NA
CH,Total,2003,80.536986,ASDR random walk with drift,NA,NA
CH,Total,2004,81.069774,Lee-Carter,NA,NA
CH,Total,2004,81.069774,LE random walk with drift,NA,NA
CH,Total,2004,81.069774,ASDR random walk with drift,NA,NA
CH,Total,2005,81.241936,Lee-Carter,NA,NA
CH,Total,2005,81.241936,LE random walk with drift,NA,NA
CH,Total,2005,81.241936,ASDR random walk with drift,NA,NA
CH,Total,2006,81.568955,Lee-Carter,NA,NA
CH,Total,2006,81.568955,LE random walk with drift,NA,NA
CH,Total,2006,81.568955,ASDR random walk with drift,NA,NA
CH,Total,2007,81.71094,Lee-Carter,NA,NA
CH,Total,2007,81.71094,LE random walk with drift,NA,NA
CH,Total,2007,81.71094,ASDR random walk with drift,NA,NA
CH,Total,2008,81.98804,Lee-Carter,NA,NA
CH,Total,2008,81.98804,LE random walk with drift,NA,NA
CH,Total,2008,81.98804,ASDR random walk with drift,NA,NA
CH,Total,2009,82.007385,Lee-Carter,NA,NA
CH,Total,2009,82.007385,LE random walk with drift,NA,NA
CH,Total,2009,82.007385,ASDR random walk with drift,NA,NA
CH,Total,2010,82.298436,Lee-Carter,NA,NA
CH,Total,2010,82.298436,LE random walk with drift,NA,NA
CH,Total,2010,82.298436,ASDR random walk with drift,NA,NA
CH,Total,2011,82.598296,Lee-Carter,NA,NA
CH,Total,2011,82.598296,LE random walk with drift,NA,NA
CH,Total,2011,82.598296,ASDR random walk with drift,NA,NA
CH,Total,2012,82.62386,Lee-Carter,NA,NA
CH,Total,2012,82.62386,LE random walk with drift,NA,NA
CH,Total,2012,82.62386,ASDR random walk with drift,NA,NA
CH,Total,2013,82.711342,Lee-Carter,NA,NA
CH,Total,2013,82.711342,LE random walk with drift,NA,NA
CH,Total,2013,82.711342,ASDR random walk with drift,NA,NA
CH,Total,2014,83.099861,Lee-Carter,NA,NA
CH,Total,2014,83.099861,LE random walk with drift,NA,NA
CH,Total,2014,83.099861,ASDR random walk with drift,NA,NA
CH,Total,2015,82.856491,Lee-Carter,NA,NA
CH,Total,2015,82.856491,LE random walk with drift,NA,NA
CH,Total,2015,82.856491,ASDR random walk with drift,NA,NA
CH,Total,2016,83.469948,Lee-Carter,NA,NA
CH,Total,2016,83.469948,LE random walk with drift,NA,NA
CH,Total,2016,83.469948,ASDR random walk with drift,NA,NA
CH,Total,2017,83.428042,Lee-Carter,NA,NA
CH,Total,2017,83.428042,LE random walk with drift,NA,NA
CH,Total,2017,83.428042,ASDR random walk with drift,NA,NA
CH,Total,2018,83.592224,Lee-Carter,NA,NA
CH,Total,2018,83.592224,LE random walk with drift,NA,NA
CH,Total,2018,83.592224,ASDR random walk with drift,NA,NA
CH,Total,2019,83.802533,Lee-Carter,NA,NA
CH,Total,2019,83.802533,LE random walk with drift,NA,NA
CH,Total,2019,83.802533,ASDR random walk with drift,NA,NA
CH,Total,2020,83.082462,Lee-Carter,83.964277,-0.881815
CH,Total,2020,83.082462,LE random walk with drift,84.010993,-0.928531
CH,Total,2020,83.082462,ASDR random walk with drift,83.987255,-0.904793
CH,Total,2021,83.666577,Lee-Carter,84.122526,-0.455949
CH,Total,2021,83.666577,LE random walk with drift,84.219453,-0.552876
CH,Total,2021,83.666577,ASDR random walk with drift,84.170115,-0.503538
CH,Total,2022,83.546425,Lee-Carter,84.274429,-0.728004
CH,Total,2022,83.546425,LE random walk with drift,84.427913,-0.881488
CH,Total,2022,83.546425,ASDR random walk with drift,84.35087,-0.804445
CH,Total,2023,84.084352,Lee-Carter,84.451675,-0.367323
CH,Total,2023,84.084352,LE random walk with drift,84.636373,-0.552021
CH,Total,2023,84.084352,ASDR random walk with drift,84.529546,-0.445194
CH,Total,2024,84.238367,Lee-Carter,84.594584,-0.356218
CH,Total,2024,84.238367,LE random walk with drift,84.844833,-0.606466
CH,Total,2024,84.238367,ASDR random walk with drift,84.706169,-0.467802
CL,Total,2000,76.795659,Lee-Carter,NA,NA
CL,Total,2000,76.795659,LE random walk with drift,NA,NA
CL,Total,2000,76.795659,ASDR random walk with drift,NA,NA
CL,Total,2001,76.647221,Lee-Carter,NA,NA
CL,Total,2001,76.647221,LE random walk with drift,NA,NA
CL,Total,2001,76.647221,ASDR random walk with drift,NA,NA
CL,Total,2002,77.159173,Lee-Carter,NA,NA
CL,Total,2002,77.159173,LE random walk with drift,NA,NA
CL,Total,2002,77.159173,ASDR random walk with drift,NA,NA
CL,Total,2003,77.218066,Lee-Carter,NA,NA
CL,Total,2003,77.218066,LE random walk with drift,NA,NA
CL,Total,2003,77.218066,ASDR random walk with drift,NA,NA
CL,Total,2004,77.259905,Lee-Carter,NA,NA
CL,Total,2004,77.259905,LE random walk with drift,NA,NA
CL,Total,2004,77.259905,ASDR random walk with drift,NA,NA
CL,Total,2005,77.642517,Lee-Carter,NA,NA
CL,Total,2005,77.642517,LE random walk with drift,NA,NA
CL,Total,2005,77.642517,ASDR random walk with drift,NA,NA
CL,Total,2006,78.025745,Lee-Carter,NA,NA
CL,Total,2006,78.025745,LE random walk with drift,NA,NA
CL,Total,2006,78.025745,ASDR random walk with drift,NA,NA
CL,Total,2007,77.490859,Lee-Carter,NA,NA
CL,Total,2007,77.490859,LE random walk with drift,NA,NA
CL,Total,2007,77.490859,ASDR random walk with drift,NA,NA
CL,Total,2008,78.066988,Lee-Carter,NA,NA
CL,Total,2008,78.066988,LE random walk with drift,NA,NA
CL,Total,2008,78.066988,ASDR random walk with drift,NA,NA
CL,Total,2009,78.220184,Lee-Carter,NA,NA
CL,Total,2009,78.220184,LE random walk with drift,NA,NA
CL,Total,2009,78.220184,ASDR random walk with drift,NA,NA
CL,Total,2010,77.973987,Lee-Carter,NA,NA
CL,Total,2010,77.973987,LE random walk with drift,NA,NA
CL,Total,2010,77.973987,ASDR random walk with drift,NA,NA
CL,Total,2011,78.603451,Lee-Carter,NA,NA
CL,Total,2011,78.603451,LE random walk with drift,NA,NA
CL,Total,2011,78.603451,ASDR random walk with drift,NA,NA
CL,Total,2012,78.622092,Lee-Carter,NA,NA
CL,Total,2012,78.622092,LE random walk with drift,NA,NA
CL,Total,2012,78.622092,ASDR random walk with drift,NA,NA
CL,Total,2013,78.829173,Lee-Carter,NA,NA
CL,Total,2013,78.829173,LE random walk with drift,NA,NA
CL,Total,2013,78.829173,ASDR random walk with drift,NA,NA
CL,Total,2014,78.954838,Lee-Carter,NA,NA
CL,Total,2014,78.954838,LE random walk with drift,NA,NA
CL,Total,2014,78.954838,ASDR random walk with drift,NA,NA
CL,Total,2015,79.175823,Lee-Carter,NA,NA
CL,Total,2015,79.175823,LE random walk with drift,NA,NA
CL,Total,2015,79.175823,ASDR random walk with drift,NA,NA
CL,Total,2016,79.462636,Lee-Carter,NA,NA
CL,Total,2016,79.462636,LE random walk with drift,NA,NA
CL,Total,2016,79.462636,ASDR random walk with drift,NA,NA
CL,Total,2017,79.63208,Lee-Carter,NA,NA
CL,Total,2017,79.63208,LE random walk with drift,NA,NA
CL,Total,2017,79.63208,ASDR random walk with drift,NA,NA
CL,Total,2018,79.887019,Lee-Carter,NA,NA
CL,Total,2018,79.887019,LE random walk with drift,NA,NA
CL,Total,2018,79.887019,ASDR random walk with drift,NA,NA
CL,Total,2019,79.916724,Lee-Carter,NA,NA
CL,Total,2019,79.916724,LE random walk with drift,NA,NA
CL,Total,2019,79.916724,ASDR random walk with drift,NA,NA
CL,Total,2020,78.829051,Lee-Carter,80.107478,-1.278427
CL,Total,2020,78.829051,LE random walk with drift,80.080991,-1.251939
CL,Total,2020,78.829051,ASDR random walk with drift,80.062698,-1.233647
CL,Total,2021,78.160238,Lee-Carter,80.282097,-2.121858
CL,Total,2021,78.160238,LE random walk with drift,80.245257,-2.085019
CL,Total,2021,78.160238,ASDR random walk with drift,80.207257,-2.047019
CL,Total,2022,78.623562,Lee-Carter,80.447219,-1.823657
CL,Total,2022,78.623562,LE random walk with drift,80.409524,-1.785962
CL,Total,2022,78.623562,ASDR random walk with drift,80.350315,-1.726753
CL,Total,2023,80.118792,Lee-Carter,80.607059,-0.488268
CL,Total,2023,80.118792,LE random walk with drift,80.573791,-0.454999
CL,Total,2023,80.118792,ASDR random walk with drift,80.49192,-0.373129
CL,Total,2024,80.107142,Lee-Carter,80.756994,-0.649852
CL,Total,2024,80.107142,LE random walk with drift,80.738057,-0.630915
CL,Total,2024,80.107142,ASDR random walk with drift,80.632121,-0.524979
CZ,Total,2000,NA,Lee-Carter,NA,NA
CZ,Total,2000,NA,LE random walk with drift,NA,NA
CZ,Total,2000,NA,ASDR random walk with drift,NA,NA
CZ,Total,2001,NA,Lee-Carter,NA,NA
CZ,Total,2001,NA,LE random walk with drift,NA,NA
CZ,Total,2001,NA,ASDR random walk with drift,NA,NA
CZ,Total,2002,NA,Lee-Carter,NA,NA
CZ,Total,2002,NA,LE random walk with drift,NA,NA
CZ,Total,2002,NA,ASDR random walk with drift,NA,NA
CZ,Total,2003,NA,Lee-Carter,NA,NA
CZ,Total,2003,NA,LE random walk with drift,NA,NA
CZ,Total,2003,NA,ASDR random walk with drift,NA,NA
CZ,Total,2004,NA,Lee-Carter,NA,NA
CZ,Total,2004,NA,LE random walk with drift,NA,NA
CZ,Total,2004,NA,ASDR random walk with drift,NA,NA
CZ,Total,2005,76.161043,Lee-Carter,NA,NA
CZ,Total,2005,76.161043,LE random walk with drift,NA,NA
CZ,Total,2005,76.161043,ASDR random walk with drift,NA,NA
CZ,Total,2006,76.714205,Lee-Carter,NA,NA
CZ,Total,2006,76.714205,LE random walk with drift,NA,NA
CZ,Total,2006,76.714205,ASDR random walk with drift,NA,NA
CZ,Total,2007,76.921313,Lee-Carter,NA,NA
CZ,Total,2007,76.921313,LE random walk with drift,NA,NA
CZ,Total,2007,76.921313,ASDR random walk with drift,NA,NA
CZ,Total,2008,77.162046,Lee-Carter,NA,NA
CZ,Total,2008,77.162046,LE random walk with drift,NA,NA
CZ,Total,2008,77.162046,ASDR random walk with drift,NA,NA
CZ,Total,2009,77.268489,Lee-Carter,NA,NA
CZ,Total,2009,77.268489,LE random walk with drift,NA,NA
CZ,Total,2009,77.268489,ASDR random walk with drift,NA,NA
CZ,Total,2010,77.555714,Lee-Carter,NA,NA
CZ,Total,2010,77.555714,LE random walk with drift,NA,NA
CZ,Total,2010,77.555714,ASDR random walk with drift,NA,NA
CZ,Total,2011,77.824258,Lee-Carter,NA,NA
CZ,Total,2011,77.824258,LE random walk with drift,NA,NA
CZ,Total,2011,77.824258,ASDR random walk with drift,NA,NA
CZ,Total,2012,78.001846,Lee-Carter,NA,NA
CZ,Total,2012,78.001846,LE random walk with drift,NA,NA
CZ,Total,2012,78.001846,ASDR random walk with drift,NA,NA
CZ,Total,2013,78.181819,Lee-Carter,NA,NA
CZ,Total,2013,78.181819,LE random walk with drift,NA,NA
CZ,Total,2013,78.181819,ASDR random walk with drift,NA,NA
CZ,Total,2014,78.755104,Lee-Carter,NA,NA
CZ,Total,2014,78.755104,LE random walk with drift,NA,NA
CZ,Total,2014,78.755104,ASDR random walk with drift,NA,NA
CZ,Total,2015,78.567417,Lee-Carter,NA,NA
CZ,Total,2015,78.567417,LE random walk with drift,NA,NA
CZ,Total,2015,78.567417,ASDR random walk with drift,NA,NA
CZ,Total,2016,78.983645,Lee-Carter,NA,NA
CZ,Total,2016,78.983645,LE random walk with drift,NA,NA
CZ,Total,2016,78.983645,ASDR random walk with drift,NA,NA
CZ,Total,2017,78.928381,Lee-Carter,NA,NA
CZ,Total,2017,78.928381,LE random walk with drift,NA,NA
CZ,Total,2017,78.928381,ASDR random walk with drift,NA,NA
CZ,Total,2018,78.963437,Lee-Carter,NA,NA
CZ,Total,2018,78.963437,LE random walk with drift,NA,NA
CZ,Total,2018,78.963437,ASDR random walk with drift,NA,NA
CZ,Total,2019,79.188004,Lee-Carter,NA,NA
CZ,Total,2019,79.188004,LE random walk with drift,NA,NA
CZ,Total,2019,79.188004,ASDR random walk with drift,NA,NA
CZ,Total,2020,78.235856,Lee-Carter,79.406411,-1.170555
CZ,Total,2020,78.235856,LE random walk with drift,79.404216,-1.16836
CZ,Total,2020,78.235856,ASDR random walk with drift,79.395666,-1.15981
CZ,Total,2021,77.234356,Lee-Carter,79.604385,-2.370029
CZ,Total,2021,77.234356,LE random walk with drift,79.620428,-2.386071
CZ,Total,2021,77.234356,ASDR random walk with drift,79.602484,-2.368128
CZ,Total,2022,79.032643,Lee-Carter,79.761049,-0.728406
CZ,Total,2022,79.032643,LE random walk with drift,79.836639,-0.803996
CZ,Total,2022,79.032643,ASDR random walk with drift,79.80818,-0.775536
CZ,Total,2023,79.878033,Lee-Carter,79.912735,-0.034701
CZ,Total,2023,79.878033,LE random walk with drift,80.052851,-0.174817
CZ,Total,2023,79.878033,ASDR random walk with drift,80.012751,-0.134718
CZ,Total,2024,80.103923,Lee-Carter,80.062732,0.041191
CZ,Total,2024,80.103923,LE random walk with drift,80.269062,-0.165139
CZ,Total,2024,80.103923,ASDR random walk with drift,80.216196,-0.112273
DE,Total,2000,78.066947,Lee-Carter,NA,NA
DE,Total,2000,78.066947,LE random walk with drift,NA,NA
DE,Total,2000,78.066947,ASDR random walk with drift,NA,NA
DE,Total,2001,78.407592,Lee-Carter,NA,NA
DE,Total,2001,78.407592,LE random walk with drift,NA,NA
DE,Total,2001,78.407592,ASDR random walk with drift,NA,NA
DE,Total,2002,78.463369,Lee-Carter,NA,NA
DE,Total,2002,78.463369,LE random walk with drift,NA,NA
DE,Total,2002,78.463369,ASDR random walk with drift,NA,NA
