group,region_iso,region_name_en,year,age_group,e0_cntrb_t_mean,region_ggflag
B Second wave peak,HR,Croatia,2022,80,-0.049718,hr
B Second wave peak,HR,Croatia,2022,100,0.003896,hr
B Second wave peak,HR,Croatia,2023,0,-0.008585,hr
B Second wave peak,HR,Croatia,2023,20,-0.076788,hr
B Second wave peak,HR,Croatia,2023,40,-0.120473,hr
B Second wave peak,HR,Croatia,2023,60,-0.215826,hr
B Second wave peak,HR,Croatia,2023,80,0.320082,hr
B Second wave peak,HR,Croatia,2023,100,0.018667,hr
B Second wave peak,HR,Croatia,2024,0,0.080773,hr
B Second wave peak,HR,Croatia,2024,20,-0.063646,hr
B Second wave peak,HR,Croatia,2024,40,-0.063109,hr
B Second wave peak,HR,Croatia,2024,60,-0.088406,hr
B Second wave peak,HR,Croatia,2024,80,0.226701,hr
B Second wave peak,HR,Croatia,2024,100,0.014917,hr
B Second wave peak,HU,Hungary,2020,0,-0.010377,hu
B Second wave peak,HU,Hungary,2020,20,-0.147218,hu
B Second wave peak,HU,Hungary,2020,40,-0.07716,hu
B Second wave peak,HU,Hungary,2020,60,-0.61722,hu
B Second wave peak,HU,Hungary,2020,80,-0.132582,hu
B Second wave peak,HU,Hungary,2020,100,0.00346,hu
B Second wave peak,HU,Hungary,2020-2024,0,-0.031543,hu
B Second wave peak,HU,Hungary,2020-2024,20,-0.20169,hu
B Second wave peak,HU,Hungary,2020-2024,40,-0.110825,hu
B Second wave peak,HU,Hungary,2020-2024,60,-0.657221,hu
B Second wave peak,HU,Hungary,2020-2024,80,-0.05378,hu
B Second wave peak,HU,Hungary,2020-2024,100,0.005644,hu
B Second wave peak,HU,Hungary,2021,0,-0.033512,hu
B Second wave peak,HU,Hungary,2021,20,-0.29616,hu
B Second wave peak,HU,Hungary,2021,40,-0.738051,hu
B Second wave peak,HU,Hungary,2021,60,-1.479775,hu
B Second wave peak,HU,Hungary,2021,80,-0.235272,hu
B Second wave peak,HU,Hungary,2021,100,0.002965,hu
B Second wave peak,HU,Hungary,2022,0,-0.051018,hu
B Second wave peak,HU,Hungary,2022,20,-0.191665,hu
B Second wave peak,HU,Hungary,2022,40,-0.116162,hu
B Second wave peak,HU,Hungary,2022,60,-0.596606,hu
B Second wave peak,HU,Hungary,2022,80,-0.081843,hu
B Second wave peak,HU,Hungary,2022,100,0.004828,hu
B Second wave peak,HU,Hungary,2023,0,-0.017826,hu
B Second wave peak,HU,Hungary,2023,20,-0.167661,hu
B Second wave peak,HU,Hungary,2023,40,0.218812,hu
B Second wave peak,HU,Hungary,2023,60,-0.320582,hu
B Second wave peak,HU,Hungary,2023,80,0.104123,hu
B Second wave peak,HU,Hungary,2023,100,0.010507,hu
B Second wave peak,HU,Hungary,2024,0,-0.046309,hu
B Second wave peak,HU,Hungary,2024,20,-0.202603,hu
B Second wave peak,HU,Hungary,2024,40,0.193149,hu
B Second wave peak,HU,Hungary,2024,60,-0.111602,hu
B Second wave peak,HU,Hungary,2024,80,0.130433,hu
B Second wave peak,HU,Hungary,2024,100,0.011432,hu
B Second wave peak,LT,Lithuania,2020,0,-0.008753,lt
B Second wave peak,LT,Lithuania,2020,20,0.077407,lt
B Second wave peak,LT,Lithuania,2020,40,-0.745574,lt
B Second wave peak,LT,Lithuania,2020,60,-0.691804,lt
B Second wave peak,LT,Lithuania,2020,80,-0.159871,lt
B Second wave peak,LT,Lithuania,2020,100,2.04e-4,lt
B Second wave peak,LT,Lithuania,2020-2024,0,0.009382,lt
B Second wave peak,LT,Lithuania,2020-2024,20,0.163885,lt
B Second wave peak,LT,Lithuania,2020-2024,40,-0.501948,lt
B Second wave peak,LT,Lithuania,2020-2024,60,-0.347144,lt
B Second wave peak,LT,Lithuania,2020-2024,80,-0.108247,lt
B Second wave peak,LT,Lithuania,2020-2024,100,5.87e-4,lt
B Second wave peak,LT,Lithuania,2021,0,-0.043762,lt
B Second wave peak,LT,Lithuania,2021,20,-0.073824,lt
B Second wave peak,LT,Lithuania,2021,40,-0.968628,lt
B Second wave peak,LT,Lithuania,2021,60,-0.955893,lt
B Second wave peak,LT,Lithuania,2021,80,-0.335914,lt
B Second wave peak,LT,Lithuania,2021,100,7.98e-4,lt
B Second wave peak,LT,Lithuania,2022,0,0.055689,lt
B Second wave peak,LT,Lithuania,2022,20,0.13311,lt
B Second wave peak,LT,Lithuania,2022,40,-0.398367,lt
B Second wave peak,LT,Lithuania,2022,60,-0.432053,lt
B Second wave peak,LT,Lithuania,2022,80,-0.176642,lt
B Second wave peak,LT,Lithuania,2022,100,2.4e-4,lt
B Second wave peak,LT,Lithuania,2023,0,9.12e-4,lt
B Second wave peak,LT,Lithuania,2023,20,0.364861,lt
B Second wave peak,LT,Lithuania,2023,40,-0.187803,lt
B Second wave peak,LT,Lithuania,2023,60,0.280405,lt
B Second wave peak,LT,Lithuania,2023,80,0.089756,lt
B Second wave peak,LT,Lithuania,2023,100,0.002161,lt
B Second wave peak,LT,Lithuania,2024,0,0.048378,lt
B Second wave peak,LT,Lithuania,2024,20,0.311239,lt
B Second wave peak,LT,Lithuania,2024,40,-0.160086,lt
B Second wave peak,LT,Lithuania,2024,60,0.150722,lt
B Second wave peak,LT,Lithuania,2024,80,0.138318,lt
B Second wave peak,LT,Lithuania,2024,100,0.001578,lt
B Second wave peak,LV,Latvia,2020,0,-0.054398,lv
B Second wave peak,LV,Latvia,2020,20,0.051228,lv
B Second wave peak,LV,Latvia,2020,40,-0.285791,lv
B Second wave peak,LV,Latvia,2020,60,-0.262479,lv
B Second wave peak,LV,Latvia,2020,80,-0.047729,lv
B Second wave peak,LV,Latvia,2020,100,0.003775,lv
B Second wave peak,LV,Latvia,2020-2024,0,-0.004572,lv
B Second wave peak,LV,Latvia,2020-2024,20,-0.212467,lv
B Second wave peak,LV,Latvia,2020-2024,40,-0.908918,lv
B Second wave peak,LV,Latvia,2020-2024,60,-0.518391,lv
B Second wave peak,LV,Latvia,2020-2024,80,-0.127057,lv
B Second wave peak,LV,Latvia,2020-2024,100,4.37e-4,lv
B Second wave peak,LV,Latvia,2021,0,0.00137,lv
B Second wave peak,LV,Latvia,2021,20,-0.263109,lv
B Second wave peak,LV,Latvia,2021,40,-1.399512,lv
B Second wave peak,LV,Latvia,2021,60,-1.267816,lv
B Second wave peak,LV,Latvia,2021,80,-0.308884,lv
B Second wave peak,LV,Latvia,2021,100,-1.7e-5,lv
B Second wave peak,LV,Latvia,2022,0,0.036805,lv
B Second wave peak,LV,Latvia,2022,20,-0.323554,lv
B Second wave peak,LV,Latvia,2022,40,-1.117658,lv
B Second wave peak,LV,Latvia,2022,60,-0.695326,lv
B Second wave peak,LV,Latvia,2022,80,-0.176856,lv
B Second wave peak,LV,Latvia,2022,100,2.1e-4,lv
B Second wave peak,LV,Latvia,2023,0,-0.003518,lv
B Second wave peak,LV,Latvia,2023,20,-0.306337,lv
B Second wave peak,LV,Latvia,2023,40,-0.918373,lv
B Second wave peak,LV,Latvia,2023,60,-0.306432,lv
B Second wave peak,LV,Latvia,2023,80,-0.040405,lv
B Second wave peak,LV,Latvia,2023,100,0.002881,lv
B Second wave peak,LV,Latvia,2024,0,0.016036,lv
B Second wave peak,LV,Latvia,2024,20,-0.220893,lv
B Second wave peak,LV,Latvia,2024,40,-0.772967,lv
B Second wave peak,LV,Latvia,2024,60,0.039843,lv
B Second wave peak,LV,Latvia,2024,80,-0.001855,lv
B Second wave peak,LV,Latvia,2024,100,0.002065,lv
B Second wave peak,PL,Poland,2020,0,0.019083,pl
B Second wave peak,PL,Poland,2020,20,-0.147399,pl
B Second wave peak,PL,Poland,2020,40,-0.246807,pl
B Second wave peak,PL,Poland,2020,60,-1.012575,pl
B Second wave peak,PL,Poland,2020,80,-0.313508,pl
B Second wave peak,PL,Poland,2020,100,-0.0017,pl
B Second wave peak,PL,Poland,2020-2024,0,-0.04017,pl
B Second wave peak,PL,Poland,2020-2024,20,-0.156082,pl
B Second wave peak,PL,Poland,2020-2024,40,-0.129641,pl
B Second wave peak,PL,Poland,2020-2024,60,-0.67522,pl
B Second wave peak,PL,Poland,2020-2024,80,-0.227623,pl
B Second wave peak,PL,Poland,2020-2024,100,-0.00217,pl
B Second wave peak,PL,Poland,2021,0,-0.050658,pl
B Second wave peak,PL,Poland,2021,20,-0.220056,pl
B Second wave peak,PL,Poland,2021,40,-0.540944,pl
B Second wave peak,PL,Poland,2021,60,-1.470968,pl
B Second wave peak,PL,Poland,2021,80,-0.472867,pl
B Second wave peak,PL,Poland,2021,100,-0.001002,pl
B Second wave peak,PL,Poland,2022,0,-0.065975,pl
B Second wave peak,PL,Poland,2022,20,-0.19497,pl
B Second wave peak,PL,Poland,2022,40,-0.1301,pl
B Second wave peak,PL,Poland,2022,60,-0.605694,pl
B Second wave peak,PL,Poland,2022,80,-0.229121,pl
B Second wave peak,PL,Poland,2022,100,-0.002273,pl
B Second wave peak,PL,Poland,2023,0,-0.060429,pl
B Second wave peak,PL,Poland,2023,20,-0.110271,pl
B Second wave peak,PL,Poland,2023,40,0.145945,pl
B Second wave peak,PL,Poland,2023,60,-0.139359,pl
B Second wave peak,PL,Poland,2023,80,-0.01762,pl
B Second wave peak,PL,Poland,2023,100,-0.002746,pl
B Second wave peak,PL,Poland,2024,0,-0.048811,pl
B Second wave peak,PL,Poland,2024,20,-0.096029,pl
B Second wave peak,PL,Poland,2024,40,0.162544,pl
B Second wave peak,PL,Poland,2024,60,-0.052944,pl
B Second wave peak,PL,Poland,2024,80,0.018624,pl
B Second wave peak,PL,Poland,2024,100,-0.003212,pl
B Second wave peak,SK,Slovakia,2020,0,-0.057977,sk
B Second wave peak,SK,Slovakia,2020,20,-0.088934,sk
B Second wave peak,SK,Slovakia,2020,40,-0.121396,sk
B Second wave peak,SK,Slovakia,2020,60,-0.527966,sk
B Second wave peak,SK,Slovakia,2020,80,-0.165585,sk
B Second wave peak,SK,Slovakia,2020,100,-4.7e-5,sk
B Second wave peak,SK,Slovakia,2020-2024,0,-0.069484,sk
B Second wave peak,SK,Slovakia,2020-2024,20,-0.189095,sk
B Second wave peak,SK,Slovakia,2020-2024,40,-0.30993,sk
B Second wave peak,SK,Slovakia,2020-2024,60,-0.657999,sk
B Second wave peak,SK,Slovakia,2020-2024,80,-0.125235,sk
B Second wave peak,SK,Slovakia,2020-2024,100,-1.25e-4,sk
B Second wave peak,SK,Slovakia,2021,0,-0.015588,sk
B Second wave peak,SK,Slovakia,2021,20,-0.245512,sk
B Second wave peak,SK,Slovakia,2021,40,-0.865523,sk
B Second wave peak,SK,Slovakia,2021,60,-1.832072,sk
B Second wave peak,SK,Slovakia,2021,80,-0.445866,sk
B Second wave peak,SK,Slovakia,2021,100,3.5e-5,sk
B Second wave peak,SK,Slovakia,2022,0,-0.079114,sk
B Second wave peak,SK,Slovakia,2022,20,-0.215737,sk
B Second wave peak,SK,Slovakia,2022,40,-0.313387,sk
B Second wave peak,SK,Slovakia,2022,60,-0.577237,sk
B Second wave peak,SK,Slovakia,2022,80,-0.164873,sk
B Second wave peak,SK,Slovakia,2022,100,-1.58e-4,sk
B Second wave peak,SK,Slovakia,2023,0,-0.101443,sk
B Second wave peak,SK,Slovakia,2023,20,-0.165692,sk
B Second wave peak,SK,Slovakia,2023,40,-0.111562,sk
B Second wave peak,SK,Slovakia,2023,60,-0.101919,sk
B Second wave peak,SK,Slovakia,2023,80,0.091066,sk
B Second wave peak,SK,Slovakia,2023,100,6.66e-4,sk
B Second wave peak,SK,Slovakia,2024,0,-0.109779,sk
B Second wave peak,SK,Slovakia,2024,20,-0.231789,sk
B Second wave peak,SK,Slovakia,2024,40,-0.067688,sk
B Second wave peak,SK,Slovakia,2024,60,-0.03694,sk
B Second wave peak,SK,Slovakia,2024,80,0.18722,sk
B Second wave peak,SK,Slovakia,2024,100,0.001017,sk
B Second wave peak,US,USA,2020,0,-0.006605,us
B Second wave peak,US,USA,2020,20,-0.484822,us
B Second wave peak,US,USA,2020,40,-0.635342,us
B Second wave peak,US,USA,2020,60,-0.94626,us
B Second wave peak,US,USA,2020,80,-0.36893,us
B Second wave peak,US,USA,2020,100,-0.002542,us
B Second wave peak,US,USA,2020-2024,0,-0.057247,us
B Second wave peak,US,USA,2020-2024,20,-0.411025,us
B Second wave peak,US,USA,2020-2024,40,-0.568052,us
B Second wave peak,US,USA,2020-2024,60,-0.711919,us
B Second wave peak,US,USA,2020-2024,80,-0.214904,us
B Second wave peak,US,USA,2020-2024,100,-0.001686,us
B Second wave peak,US,USA,2021,0,-0.059022,us
B Second wave peak,US,USA,2021,20,-0.689302,us
B Second wave peak,US,USA,2021,40,-1.044002,us
B Second wave peak,US,USA,2021,60,-1.162859,us
B Second wave peak,US,USA,2021,80,-0.324143,us
B Second wave peak,US,USA,2021,100,-0.001556,us
B Second wave peak,US,USA,2022,0,-0.084533,us
B Second wave peak,US,USA,2022,20,-0.480322,us
B Second wave peak,US,USA,2022,40,-0.593566,us
B Second wave peak,US,USA,2022,60,-0.741767,us
B Second wave peak,US,USA,2022,80,-0.256175,us
B Second wave peak,US,USA,2022,100,-0.00208,us
B Second wave peak,US,USA,2023,0,-0.085841,us
B Second wave peak,US,USA,2023,20,-0.312286,us
B Second wave peak,US,USA,2023,40,-0.353779,us
B Second wave peak,US,USA,2023,60,-0.395364,us
B Second wave peak,US,USA,2023,80,-0.074492,us
B Second wave peak,US,USA,2023,100,3.4e-5,us
B Second wave peak,US,USA,2024,0,-0.052921,us
B Second wave peak,US,USA,2024,20,-0.062468,us
B Second wave peak,US,USA,2024,40,-0.160756,us
B Second wave peak,US,USA,2024,60,-0.297051,us
B Second wave peak,US,USA,2024,80,-0.021366,us
B Second wave peak,US,USA,2024,100,3.08e-4,us
C Late peak,DK,Denmark,2020,0,-0.033314,dk
C Late peak,DK,Denmark,2020,20,-0.061949,dk
C Late peak,DK,Denmark,2020,40,0.164761,dk
C Late peak,DK,Denmark,2020,60,-0.101067,dk
C Late peak,DK,Denmark,2020,80,-0.023213,dk
C Late peak,DK,Denmark,2020,100,-7.24e-4,dk
C Late peak,DK,Denmark,2020-2024,0,-0.044889,dk
C Late peak,DK,Denmark,2020-2024,20,-0.054585,dk
C Late peak,DK,Denmark,2020-2024,40,0.11028,dk
C Late peak,DK,Denmark,2020-2024,60,-0.30606,dk
C Late peak,DK,Denmark,2020-2024,80,-0.101783,dk
C Late peak,DK,Denmark,2020-2024,100,-9.39e-4,dk
C Late peak,DK,Denmark,2021,0,-0.010615,dk
C Late peak,DK,Denmark,2021,20,-0.012347,dk
C Late peak,DK,Denmark,2021,40,0.147188,dk
C Late peak,DK,Denmark,2021,60,-0.323761,dk
C Late peak,DK,Denmark,2021,80,-0.103836,dk
C Late peak,DK,Denmark,2021,100,-0.001207,dk
C Late peak,DK,Denmark,2022,0,-5.64e-4,dk
C Late peak,DK,Denmark,2022,20,-0.059837,dk
C Late peak,DK,Denmark,2022,40,0.048267,dk
C Late peak,DK,Denmark,2022,60,-0.430895,dk
C Late peak,DK,Denmark,2022,80,-0.215954,dk
C Late peak,DK,Denmark,2022,100,-0.002257,dk
C Late peak,DK,Denmark,2023,0,-0.028847,dk
C Late peak,DK,Denmark,2023,20,-0.072744,dk
C Late peak,DK,Denmark,2023,40,0.076386,dk
C Late peak,DK,Denmark,2023,60,-0.449393,dk
C Late peak,DK,Denmark,2023,80,-0.124736,dk
C Late peak,DK,Denmark,2023,100,0.001562,dk
C Late peak,DK,Denmark,2024,0,-0.158677,dk
C Late peak,DK,Denmark,2024,20,-0.063343,dk
C Late peak,DK,Denmark,2024,40,0.110514,dk
C Late peak,DK,Denmark,2024,60,-0.219928,dk
C Late peak,DK,Denmark,2024,80,-0.034152,dk
C Late peak,DK,Denmark,2024,100,-2.79e-4,dk
C Late peak,FI,Finland,2020,0,-0.082469,fi
C Late peak,FI,Finland,2020,20,-0.076859,fi
C Late peak,FI,Finland,2020,40,-0.102444,fi
C Late peak,FI,Finland,2020,60,-0.094638,fi
C Late peak,FI,Finland,2020,80,-0.031,fi
C Late peak,FI,Finland,2020,100,-8.11e-4,fi
C Late peak,FI,Finland,2020-2024,0,-0.078052,fi
C Late peak,FI,Finland,2020-2024,20,-0.048578,fi
C Late peak,FI,Finland,2020-2024,40,-0.096228,fi
C Late peak,FI,Finland,2020-2024,60,-0.357848,fi
C Late peak,FI,Finland,2020-2024,80,-0.227908,fi
C Late peak,FI,Finland,2020-2024,100,-0.001296,fi
C Late peak,FI,Finland,2021,0,-0.053972,fi
C Late peak,FI,Finland,2021,20,0.017628,fi
C Late peak,FI,Finland,2021,40,-0.045303,fi
C Late peak,FI,Finland,2021,60,-0.313136,fi
C Late peak,FI,Finland,2021,80,-0.124862,fi
C Late peak,FI,Finland,2021,100,0.003218,fi
C Late peak,FI,Finland,2022,0,-0.082287,fi
C Late peak,FI,Finland,2022,20,-0.040078,fi
C Late peak,FI,Finland,2022,40,-0.119733,fi
C Late peak,FI,Finland,2022,60,-0.564146,fi
C Late peak,FI,Finland,2022,80,-0.43724,fi
C Late peak,FI,Finland,2022,100,-0.002445,fi
C Late peak,FI,Finland,2023,0,-0.098696999999999993,fi
C Late peak,FI,Finland,2023,20,-0.103522,fi
C Late peak,FI,Finland,2023,40,-0.131414,fi
C Late peak,FI,Finland,2023,60,-0.455163,fi
C Late peak,FI,Finland,2023,80,-0.371471,fi
C Late peak,FI,Finland,2023,100,-4.22e-4,fi
C Late peak,FI,Finland,2024,0,-0.074566,fi
C Late peak,FI,Finland,2024,20,-0.0404,fi
C Late peak,FI,Finland,2024,40,-0.080715,fi
C Late peak,FI,Finland,2024,60,-0.332818,fi
C Late peak,FI,Finland,2024,80,-0.139749,fi
C Late peak,FI,Finland,2024,100,-0.00388,fi
C Late peak,IS,Iceland,2020,0,-0.333416,is
C Late peak,IS,Iceland,2020,20,0.05943,is
C Late peak,IS,Iceland,2020,40,-0.098335,is
C Late peak,IS,Iceland,2020,60,-0.165934,is
C Late peak,IS,Iceland,2020,80,0.26729,is
C Late peak,IS,Iceland,2020,100,0.007871,is
C Late peak,IS,Iceland,2020-2024,0,-0.19973,is
C Late peak,IS,Iceland,2020-2024,20,-0.031592,is
C Late peak,IS,Iceland,2020-2024,40,-0.164688,is
C Late peak,IS,Iceland,2020-2024,60,-0.340509,is
C Late peak,IS,Iceland,2020-2024,80,0.050202,is
C Late peak,IS,Iceland,2020-2024,100,0.005037,is
C Late peak,IS,Iceland,2021,0,-0.240339,is
C Late peak,IS,Iceland,2021,20,-0.158236,is
C Late peak,IS,Iceland,2021,40,-0.071389,is
C Late peak,IS,Iceland,2021,60,-0.069581,is
C Late peak,IS,Iceland,2021,80,0.455337,is
C Late peak,IS,Iceland,2021,100,0.039431,is
C Late peak,IS,Iceland,2022,0,0.045481,is
C Late peak,IS,Iceland,2022,20,0.010555,is
C Late peak,IS,Iceland,2022,40,-0.21753,is
C Late peak,IS,Iceland,2022,60,-0.655448,is
C Late peak,IS,Iceland,2022,80,-0.157328,is
C Late peak,IS,Iceland,2022,100,0.015531,is
C Late peak,IS,Iceland,2023,0,-0.242962,is
C Late peak,IS,Iceland,2023,20,0.003963,is
C Late peak,IS,Iceland,2023,40,-0.37522,is
C Late peak,IS,Iceland,2023,60,-0.345648,is
C Late peak,IS,Iceland,2023,80,-0.18933,is
C Late peak,IS,Iceland,2023,100,0.01217,is
C Late peak,IS,Iceland,2024,0,-0.227349,is
C Late peak,IS,Iceland,2024,20,-0.073914,is
C Late peak,IS,Iceland,2024,40,-0.052355,is
C Late peak,IS,Iceland,2024,60,-0.431241,is
C Late peak,IS,Iceland,2024,80,-0.01423,is
C Late peak,IS,Iceland,2024,100,0.011392,is
C Late peak,JP,Japan,2020,0,-0.00576,jp
C Late peak,JP,Japan,2020,20,-0.005363,jp
C Late peak,JP,Japan,2020,40,-0.024599,jp
C Late peak,JP,Japan,2020,60,-0.075406,jp
C Late peak,JP,Japan,2020,80,0.183708,jp
C Late peak,JP,Japan,2020,100,0.004929,jp
C Late peak,JP,Japan,2020-2024,0,-0.029031,jp
C Late peak,JP,Japan,2020-2024,20,-0.027805,jp
C Late peak,JP,Japan,2020-2024,40,-0.110375,jp
C Late peak,JP,Japan,2020-2024,60,-0.36101,jp
C Late peak,JP,Japan,2020-2024,80,-0.068418,jp
C Late peak,JP,Japan,2020-2024,100,0.001175,jp
C Late peak,JP,Japan,2021,0,-0.016091,jp
C Late peak,JP,Japan,2021,20,-0.012375,jp
C Late peak,JP,Japan,2021,40,-0.059225,jp
C Late peak,JP,Japan,2021,60,-0.181643,jp
C Late peak,JP,Japan,2021,80,0.079909,jp
C Late peak,JP,Japan,2021,100,0.002253,jp
C Late peak,JP,Japan,2022,0,-0.025223,jp
C Late peak,JP,Japan,2022,20,-0.018338,jp
C Late peak,JP,Japan,2022,40,-0.123571,jp
C Late peak,JP,Japan,2022,60,-0.443187,jp
C Late peak,JP,Japan,2022,80,-0.181873,jp
C Late peak,JP,Japan,2022,100,-0.001279,jp
C Late peak,JP,Japan,2023,0,-0.047569,jp
C Late peak,JP,Japan,2023,20,-0.056916,jp
C Late peak,JP,Japan,2023,40,-0.164322,jp
C Late peak,JP,Japan,2023,60,-0.493738,jp
C Late peak,JP,Japan,2023,80,-0.165986,jp
C Late peak,JP,Japan,2023,100,8.55e-4,jp
C Late peak,JP,Japan,2024,0,-0.05429,jp
C Late peak,JP,Japan,2024,20,-0.048037,jp
C Late peak,JP,Japan,2024,40,-0.17616,jp
C Late peak,JP,Japan,2024,60,-0.593947,jp
C Late peak,JP,Japan,2024,80,-0.215225,jp
C Late peak,JP,Japan,2024,100,0.001242,jp
C Late peak,NO,Norway,2020,0,-0.030663,no
C Late peak,NO,Norway,2020,20,-0.045679,no
C Late peak,NO,Norway,2020,40,0.006715,no
C Late peak,NO,Norway,2020,60,0.020295,no
C Late peak,NO,Norway,2020,80,0.029062,no
C Late peak,NO,Norway,2020,100,0.005474,no
C Late peak,NO,Norway,2020-2024,0,-0.07498,no
C Late peak,NO,Norway,2020-2024,20,-0.075615,no
C Late peak,NO,Norway,2020-2024,40,-0.075643,no
C Late peak,NO,Norway,2020-2024,60,-0.237805,no
C Late peak,NO,Norway,2020-2024,80,-0.13714199999999999,no
C Late peak,NO,Norway,2020-2024,100,0.002047,no
C Late peak,NO,Norway,2021,0,-0.038782,no
C Late peak,NO,Norway,2021,20,0.009349,no
C Late peak,NO,Norway,2021,40,0.007323,no
C Late peak,NO,Norway,2021,60,-0.117306,no
C Late peak,NO,Norway,2021,80,-0.024017,no
C Late peak,NO,Norway,2021,100,0.001698,no
C Late peak,NO,Norway,2022,0,-0.069372,no
C Late peak,NO,Norway,2022,20,-0.058052,no
C Late peak,NO,Norway,2022,40,-0.151082,no
C Late peak,NO,Norway,2022,60,-0.421825,no
C Late peak,NO,Norway,2022,80,-0.368477,no
C Late peak,NO,Norway,2022,100,0.001011,no
C Late peak,NO,Norway,2023,0,-0.134567,no
C Late peak,NO,Norway,2023,20,-0.151669,no
C Late peak,NO,Norway,2023,40,-0.098701,no
C Late peak,NO,Norway,2023,60,-0.299148,no
C Late peak,NO,Norway,2023,80,-0.132215,no
C Late peak,NO,Norway,2023,100,1.1e-4,no
C Late peak,NO,Norway,2024,0,-0.101678,no
C Late peak,NO,Norway,2024,20,-0.129895,no
C Late peak,NO,Norway,2024,40,-0.138761,no
C Late peak,NO,Norway,2024,60,-0.3418,no
C Late peak,NO,Norway,2024,80,-0.161692,no
C Late peak,NO,Norway,2024,100,0.004704,no
C Late peak,TW,Taiwan,2020,0,-0.004464,tw
C Late peak,TW,Taiwan,2020,20,0.090922,tw
C Late peak,TW,Taiwan,2020,40,0.155877,tw
C Late peak,TW,Taiwan,2020,60,0.153494,tw
C Late peak,TW,Taiwan,2020,80,0.058922,tw
C Late peak,TW,Taiwan,2020,100,0.002937,tw
C Late peak,TW,Taiwan,2020-2024,0,-0.118439,tw
C Late peak,TW,Taiwan,2020-2024,20,0.004565,tw
C Late peak,TW,Taiwan,2020-2024,40,-0.01363,tw
C Late peak,TW,Taiwan,2020-2024,60,-0.312394,tw
C Late peak,TW,Taiwan,2020-2024,80,-0.233042,tw
C Late peak,TW,Taiwan,2020-2024,100,-9.4e-5,tw
C Late peak,TW,Taiwan,2021,0,-0.076076,tw
C Late peak,TW,Taiwan,2021,20,0.032046,tw
C Late peak,TW,Taiwan,2021,40,0.04782,tw
C Late peak,TW,Taiwan,2021,60,-0.10328,tw
C Late peak,TW,Taiwan,2021,80,-0.085479,tw
C Late peak,TW,Taiwan,2021,100,0.005714,tw
C Late peak,TW,Taiwan,2022,0,-0.119245,tw
C Late peak,TW,Taiwan,2022,20,-0.039081,tw
C Late peak,TW,Taiwan,2022,40,-0.093816,tw
C Late peak,TW,Taiwan,2022,60,-0.550766,tw
C Late peak,TW,Taiwan,2022,80,-0.48919,tw
C Late peak,TW,Taiwan,2022,100,-6.14e-4,tw
C Late peak,TW,Taiwan,2023,0,-0.164268,tw
C Late peak,TW,Taiwan,2023,20,-0.031623,tw
C Late peak,TW,Taiwan,2023,40,-0.112381,tw
C Late peak,TW,Taiwan,2023,60,-0.551985,tw
C Late peak,TW,Taiwan,2023,80,-0.379302,tw
C Late peak,TW,Taiwan,2023,100,-0.001995,tw
C Late peak,TW,Taiwan,2024,0,-0.260594,tw
C Late peak,TW,Taiwan,2024,20,-0.036265,tw
C Late peak,TW,Taiwan,2024,40,-0.065737,tw
C Late peak,TW,Taiwan,2024,60,-0.425025,tw
C Late peak,TW,Taiwan,2024,80,-0.212936,tw
C Late peak,TW,Taiwan,2024,100,-0.002055,tw
D Prolonged depression,AT,Austria,2020,0,-0.037629,at
D Prolonged depression,AT,Austria,2020,20,0.004599,at
D Prolonged depression,AT,Austria,2020,40,-0.063824,at
D Prolonged depression,AT,Austria,2020,60,-0.43233,at
D Prolonged depression,AT,Austria,2020,80,-0.293658,at
D Prolonged depression,AT,Austria,2020,100,0.001381,at
D Prolonged depression,AT,Austria,2020-2024,0,-0.043039,at
D Prolonged depression,AT,Austria,2020-2024,20,-0.100361,at
D Prolonged depression,AT,Austria,2020-2024,40,-0.126803,at
D Prolonged depression,AT,Austria,2020-2024,60,-0.422432,at
D Prolonged depression,AT,Austria,2020-2024,80,-0.267183,at
D Prolonged depression,AT,Austria,2020-2024,100,0.002846,at
D Prolonged depression,AT,Austria,2021,0,-0.010707,at
D Prolonged depression,AT,Austria,2021,20,-0.124836,at
D Prolonged depression,AT,Austria,2021,40,-0.176609,at
D Prolonged depression,AT,Austria,2021,60,-0.592129,at
D Prolonged depression,AT,Austria,2021,80,-0.256146,at
D Prolonged depression,AT,Austria,2021,100,0.005465,at
D Prolonged depression,AT,Austria,2022,0,-9.1e-5,at
D Prolonged depression,AT,Austria,2022,20,-0.111529,at
D Prolonged depression,AT,Austria,2022,40,-0.145934,at
D Prolonged depression,AT,Austria,2022,60,-0.503569,at
D Prolonged depression,AT,Austria,2022,80,-0.366322,at
D Prolonged depression,AT,Austria,2022,100,0.003705,at
D Prolonged depression,AT,Austria,2023,0,-0.096039,at
D Prolonged depression,AT,Austria,2023,20,-0.104898,at
D Prolonged depression,AT,Austria,2023,40,-0.132096,at
D Prolonged depression,AT,Austria,2023,60,-0.364891,at
D Prolonged depression,AT,Austria,2023,80,-0.256217,at
D Prolonged depression,AT,Austria,2023,100,0.002397,at
D Prolonged depression,AT,Austria,2024,0,-0.074686,at
D Prolonged depression,AT,Austria,2024,20,-0.171262,at
D Prolonged depression,AT,Austria,2024,40,-0.118181,at
D Prolonged depression,AT,Austria,2024,60,-0.22408,at
D Prolonged depression,AT,Austria,2024,80,-0.15329,at
D Prolonged depression,AT,Austria,2024,100,0.002249,at
D Prolonged depression,DE,Germany,2020,0,0.009343,de
