region_iso,sex,year,e0_actual,e0_expected_lc
SK,Female,2006,78.346519,NA
SK,Female,2007,78.314936,NA
SK,Female,2008,78.800357,NA
SK,Female,2009,78.910815,NA
SK,Female,2010,79.111713,NA
SK,Female,2011,79.598059,NA
SK,Female,2012,79.682279,NA
SK,Female,2013,79.908412,NA
SK,Female,2014,80.259603,NA
SK,Female,2015,80.011476,NA
SK,Female,2016,80.436464,NA
SK,Female,2017,80.472242,NA
SK,Female,2018,80.475362,NA
SK,Female,2019,80.856471,NA
SK,Female,2020,80.219091,81.046781
SK,Female,2021,78.157651,81.224927
SK,Female,2022,80.419241,81.40455
SK,Female,2023,81.322163,81.585675
SK,Female,2024,81.656044,81.768747
SK,Total,2000,73.142548,NA
SK,Total,2001,73.573584,NA
SK,Total,2002,73.759208,NA
SK,Total,2003,73.810586,NA
SK,Total,2004,74.203284,NA
SK,Total,2005,74.132928,NA
SK,Total,2006,74.389495,NA
SK,Total,2007,74.46482,NA
SK,Total,2008,74.808837,NA
SK,Total,2009,75.162189,NA
SK,Total,2010,75.444745,NA
SK,Total,2011,75.957223,NA
SK,Total,2012,76.107971,NA
SK,Total,2013,76.441652,NA
SK,Total,2014,76.78895,NA
SK,Total,2015,76.562664,NA
SK,Total,2016,77.117778,NA
SK,Total,2017,77.120258,NA
SK,Total,2018,77.14656,NA
SK,Total,2019,77.542704,NA
SK,Total,2020,76.849962,77.780387
SK,Total,2021,74.597718,77.986525
SK,Total,2022,76.951307,78.200074
SK,Total,2023,78.042585,78.421119
SK,Total,2024,78.377248,78.628952
TW,Male,2000,73.40939,NA
TW,Male,2001,73.667266,NA
TW,Male,2002,74.173011,NA
TW,Male,2003,74.403504,NA
TW,Male,2004,74.313792,NA
TW,Male,2005,74.184919,NA
TW,Male,2006,74.809243,NA
TW,Male,2007,75.11502,NA
TW,Male,2008,75.29684,NA
TW,Male,2009,75.793444,NA
TW,Male,2010,76.092928,NA
TW,Male,2011,75.79074,NA
TW,Male,2012,76.203261,NA
TW,Male,2013,76.640118,NA
TW,Male,2014,76.479493,NA
TW,Male,2015,76.769626,NA
TW,Male,2016,76.554069,NA
TW,Male,2017,77.079467,NA
TW,Male,2018,77.340755,NA
TW,Male,2019,77.5019,NA
TW,Male,2020,78.042276,77.655897
TW,Male,2021,77.613715,77.819857
TW,Male,2022,76.665253,77.958912
TW,Male,2023,76.928599,78.124448
TW,Male,2024,77.348122,78.254106
TW,Female,2000,79.225325,NA
TW,Female,2001,79.584605,NA
TW,Female,2002,79.878014,NA
TW,Female,2003,80.022921,NA
TW,Female,2004,80.350011,NA
TW,Female,2005,80.504181,NA
TW,Female,2006,81.287409,NA
TW,Female,2007,81.327294,NA
TW,Female,2008,81.560828,NA
TW,Female,2009,81.96298,NA
TW,Female,2010,82.322918,NA
TW,Female,2011,82.286416,NA
TW,Female,2012,82.504562,NA
TW,Female,2013,82.973053,NA
TW,Female,2014,82.877567,NA
TW,Female,2015,83.250249,NA
TW,Female,2016,83.090276,NA
TW,Female,2017,83.379509,NA
TW,Female,2018,83.672216,NA
TW,Female,2019,83.899716,NA
TW,Female,2020,84.397668,84.072528
TW,Female,2021,83.999295,84.248801
TW,Female,2022,83.189337,84.418179
TW,Female,2023,83.543948,84.596177
TW,Female,2024,83.960747,84.769806
TW,Total,2000,76.059269,NA
TW,Total,2001,76.373829,NA
TW,Total,2002,76.798945,NA
TW,Total,2003,77.003185,NA
TW,Total,2004,77.098777,NA
TW,Total,2005,77.102591,NA
TW,Total,2006,77.816806,NA
TW,Total,2007,78.019422,NA
TW,Total,2008,78.23273,NA
TW,Total,2009,78.706244,NA
TW,Total,2010,79.044421,NA
TW,Total,2011,78.867798,NA
TW,Total,2012,79.202603,NA
TW,Total,2013,79.663892,NA
TW,Total,2014,79.537642,NA
TW,Total,2015,79.880703,NA
TW,Total,2016,79.695205,NA
TW,Total,2017,80.130131,NA
TW,Total,2018,80.412198,NA
TW,Total,2019,80.61419,NA
TW,Total,2020,81.144526,80.775076
TW,Total,2021,80.726245,80.941399
TW,Total,2022,79.823121,81.093811
TW,Total,2023,80.133066,81.268468
TW,Total,2024,80.568131,81.418827
US,Male,2000,74.100728,NA
US,Male,2001,74.252408,NA
US,Male,2002,74.332267,NA
US,Male,2003,74.51392,NA
US,Male,2004,74.950527,NA
US,Male,2005,74.940488,NA
US,Male,2006,75.219124,NA
US,Male,2007,75.496184,NA
US,Male,2008,75.637696,NA
US,Male,2009,76.01008,NA
US,Male,2010,76.244292,NA
US,Male,2011,76.326706,NA
US,Male,2012,76.450573,NA
US,Male,2013,76.455326,NA
US,Male,2014,76.518214,NA
US,Male,2015,76.351751,NA
US,Male,2016,76.254828,NA
US,Male,2017,76.203362,NA
US,Male,2018,76.351615,NA
US,Male,2019,76.483314,NA
US,Male,2020,74.346627,76.33533
US,Male,2021,73.647294,76.324027
US,Male,2022,74.91543,76.311818
US,Male,2023,75.985103,76.296624
US,Male,2024,76.735312,76.278662
US,Female,2000,79.406915,NA
US,Female,2001,79.488411,NA
US,Female,2002,79.549931,NA
US,Female,2003,79.669276,NA
US,Female,2004,80.031431,NA
US,Female,2005,80.039858,NA
US,Female,2006,80.305986,NA
US,Female,2007,80.540312,NA
US,Female,2008,80.576624,NA
US,Female,2009,80.903018,NA
US,Female,2010,81.070885,NA
US,Female,2011,81.083623,NA
US,Female,2012,81.199754,NA
US,Female,2013,81.211496,NA
US,Female,2014,81.298864,NA
US,Female,2015,81.172259,NA
US,Female,2016,81.223572,NA
US,Female,2017,81.224647,NA
US,Female,2018,81.389066,NA
US,Female,2019,81.52863,NA
US,Female,2020,79.898954,81.44378
US,Female,2021,79.418836,81.475695
US,Female,2022,80.301718,81.508479
US,Female,2023,81.199729,81.537809
US,Female,2024,81.635529,81.565011
US,Total,2000,76.787738,NA
US,Total,2001,76.900775,NA
US,Total,2002,76.966869,NA
US,Total,2003,77.115252,NA
US,Total,2004,77.518679,NA
US,Total,2005,77.509103,NA
US,Total,2006,77.780636,NA
US,Total,2007,78.035405,NA
US,Total,2008,78.120609,NA
US,Total,2009,78.473922,NA
US,Total,2010,78.671736,NA
US,Total,2011,78.714356,NA
US,Total,2012,78.829535,NA
US,Total,2013,78.830843,NA
US,Total,2014,78.901039,NA
US,Total,2015,78.743741,NA
US,Total,2016,78.710765,NA
US,Total,2017,78.676845,NA
US,Total,2018,78.82781,NA
US,Total,2019,78.959626,NA
US,Total,2020,77.027766,78.836338
US,Total,2021,76.423485,78.842991
US,Total,2022,77.525771,78.849425
US,Total,2023,78.523187,78.851867
US,Total,2024,79.130843,78.851163
