group,region_iso,region_name_en,year,age_group,e0_cntrb_t_mean,region_ggflag
B Second wave peak,HR,Croatia,2022,20,-0.047537,hr
B Second wave peak,HR,Croatia,2022,40,-0.020192,hr
B Second wave peak,HR,Croatia,2022,60,-0.615425,hr
B Second wave peak,HR,Croatia,2022,80,-0.242262,hr
B Second wave peak,HR,Croatia,2022,100,-0.006585,hr
B Second wave peak,HR,Croatia,2023,0,-0.044167,hr
B Second wave peak,HR,Croatia,2023,20,-0.022889,hr
B Second wave peak,HR,Croatia,2023,40,-0.01535,hr
B Second wave peak,HR,Croatia,2023,60,-0.289413,hr
B Second wave peak,HR,Croatia,2023,80,0.278884,hr
B Second wave peak,HR,Croatia,2023,100,-0.007179,hr
B Second wave peak,HR,Croatia,2024,0,-0.03918,hr
B Second wave peak,HR,Croatia,2024,20,-0.011551,hr
B Second wave peak,HR,Croatia,2024,40,0.037266,hr
B Second wave peak,HR,Croatia,2024,60,-0.326755,hr
B Second wave peak,HR,Croatia,2024,80,0.180293,hr
B Second wave peak,HR,Croatia,2024,100,-0.011588,hr
B Second wave peak,HU,Hungary,2020,0,0.049962,hu
B Second wave peak,HU,Hungary,2020,20,-0.0709,hu
B Second wave peak,HU,Hungary,2020,40,0.001883,hu
B Second wave peak,HU,Hungary,2020,60,-0.556425,hu
B Second wave peak,HU,Hungary,2020,80,-0.19213,hu
B Second wave peak,HU,Hungary,2020,100,0.00406,hu
B Second wave peak,HU,Hungary,2020-2024,0,0.010449,hu
B Second wave peak,HU,Hungary,2020-2024,20,-0.120355,hu
B Second wave peak,HU,Hungary,2020-2024,40,-0.016425,hu
B Second wave peak,HU,Hungary,2020-2024,60,-0.588651,hu
B Second wave peak,HU,Hungary,2020-2024,80,-0.091993,hu
B Second wave peak,HU,Hungary,2020-2024,100,0.00503,hu
B Second wave peak,HU,Hungary,2021,0,0.010402,hu
B Second wave peak,HU,Hungary,2021,20,-0.218428,hu
B Second wave peak,HU,Hungary,2021,40,-0.435706,hu
B Second wave peak,HU,Hungary,2021,60,-1.246827,hu
B Second wave peak,HU,Hungary,2021,80,-0.354302,hu
B Second wave peak,HU,Hungary,2021,100,0.003197,hu
B Second wave peak,HU,Hungary,2022,0,-6.8e-4,hu
B Second wave peak,HU,Hungary,2022,20,-0.08664,hu
B Second wave peak,HU,Hungary,2022,40,0.03286,hu
B Second wave peak,HU,Hungary,2022,60,-0.562234,hu
B Second wave peak,HU,Hungary,2022,80,-0.139931,hu
B Second wave peak,HU,Hungary,2022,100,0.002035,hu
B Second wave peak,HU,Hungary,2023,0,0.042494,hu
B Second wave peak,HU,Hungary,2023,20,-0.115407,hu
B Second wave peak,HU,Hungary,2023,40,0.154378,hu
B Second wave peak,HU,Hungary,2023,60,-0.259933,hu
B Second wave peak,HU,Hungary,2023,80,0.122328,hu
B Second wave peak,HU,Hungary,2023,100,0.00924,hu
B Second wave peak,HU,Hungary,2024,0,-0.052685,hu
B Second wave peak,HU,Hungary,2024,20,-0.108718,hu
B Second wave peak,HU,Hungary,2024,40,0.172701,hu
B Second wave peak,HU,Hungary,2024,60,-0.232144,hu
B Second wave peak,HU,Hungary,2024,80,0.155185,hu
B Second wave peak,HU,Hungary,2024,100,0.009781,hu
B Second wave peak,LT,Lithuania,2020,0,-0.01502,lt
B Second wave peak,LT,Lithuania,2020,20,0.023344,lt
B Second wave peak,LT,Lithuania,2020,40,-0.31062,lt
B Second wave peak,LT,Lithuania,2020,60,-0.599459,lt
B Second wave peak,LT,Lithuania,2020,80,-0.255886,lt
B Second wave peak,LT,Lithuania,2020,100,0.00674,lt
B Second wave peak,LT,Lithuania,2020-2024,0,-0.052539,lt
B Second wave peak,LT,Lithuania,2020-2024,20,-0.02698,lt
B Second wave peak,LT,Lithuania,2020-2024,40,-0.322313,lt
B Second wave peak,LT,Lithuania,2020-2024,60,-0.523124,lt
B Second wave peak,LT,Lithuania,2020-2024,80,-0.201174,lt
B Second wave peak,LT,Lithuania,2020-2024,100,0.00314,lt
B Second wave peak,LT,Lithuania,2021,0,-0.029536,lt
B Second wave peak,LT,Lithuania,2021,20,-0.066604,lt
B Second wave peak,LT,Lithuania,2021,40,-0.585344,lt
B Second wave peak,LT,Lithuania,2021,60,-1.165973,lt
B Second wave peak,LT,Lithuania,2021,80,-0.628832,lt
B Second wave peak,LT,Lithuania,2021,100,0.001403,lt
B Second wave peak,LT,Lithuania,2022,0,-0.051042,lt
B Second wave peak,LT,Lithuania,2022,20,-0.054674,lt
B Second wave peak,LT,Lithuania,2022,40,-0.355884,lt
B Second wave peak,LT,Lithuania,2022,60,-0.595725,lt
B Second wave peak,LT,Lithuania,2022,80,-0.381708,lt
B Second wave peak,LT,Lithuania,2022,100,4.23e-4,lt
B Second wave peak,LT,Lithuania,2023,0,-0.05316,lt
B Second wave peak,LT,Lithuania,2023,20,-0.001667,lt
B Second wave peak,LT,Lithuania,2023,40,-0.150695,lt
B Second wave peak,LT,Lithuania,2023,60,-0.015766,lt
B Second wave peak,LT,Lithuania,2023,80,0.183536,lt
B Second wave peak,LT,Lithuania,2023,100,0.003019,lt
B Second wave peak,LT,Lithuania,2024,0,-0.12443,lt
B Second wave peak,LT,Lithuania,2024,20,-0.033029,lt
B Second wave peak,LT,Lithuania,2024,40,-0.177084,lt
B Second wave peak,LT,Lithuania,2024,60,-0.14931,lt
B Second wave peak,LT,Lithuania,2024,80,0.223613,lt
B Second wave peak,LT,Lithuania,2024,100,0.010216,lt
B Second wave peak,LV,Latvia,2020,0,0.008342,lv
B Second wave peak,LV,Latvia,2020,20,0.029775,lv
B Second wave peak,LV,Latvia,2020,40,-0.078333,lv
B Second wave peak,LV,Latvia,2020,60,-0.235833,lv
B Second wave peak,LV,Latvia,2020,80,-0.116936,lv
B Second wave peak,LV,Latvia,2020,100,0.005914,lv
B Second wave peak,LV,Latvia,2020-2024,0,0.050048,lv
B Second wave peak,LV,Latvia,2020-2024,20,-0.038023,lv
B Second wave peak,LV,Latvia,2020-2024,40,-0.225833,lv
B Second wave peak,LV,Latvia,2020-2024,60,-0.482431,lv
B Second wave peak,LV,Latvia,2020-2024,80,-0.253313,lv
B Second wave peak,LV,Latvia,2020-2024,100,0.003375,lv
B Second wave peak,LV,Latvia,2021,0,0.110518,lv
B Second wave peak,LV,Latvia,2021,20,-0.102866,lv
B Second wave peak,LV,Latvia,2021,40,-0.576773,lv
B Second wave peak,LV,Latvia,2021,60,-1.2315,lv
B Second wave peak,LV,Latvia,2021,80,-0.647523,lv
B Second wave peak,LV,Latvia,2021,100,1.11e-4,lv
B Second wave peak,LV,Latvia,2022,0,-0.024893,lv
B Second wave peak,LV,Latvia,2022,20,-0.095626,lv
B Second wave peak,LV,Latvia,2022,40,-0.296562,lv
B Second wave peak,LV,Latvia,2022,60,-0.518569,lv
B Second wave peak,LV,Latvia,2022,80,-0.385978,lv
B Second wave peak,LV,Latvia,2022,100,0.003027,lv
B Second wave peak,LV,Latvia,2023,0,0.009559,lv
B Second wave peak,LV,Latvia,2023,20,-0.025446,lv
B Second wave peak,LV,Latvia,2023,40,-0.081715,lv
B Second wave peak,LV,Latvia,2023,60,-0.284395,lv
B Second wave peak,LV,Latvia,2023,80,-0.060454,lv
B Second wave peak,LV,Latvia,2023,100,0.003664,lv
B Second wave peak,LV,Latvia,2024,0,0.173417,lv
B Second wave peak,LV,Latvia,2024,20,0.007304,lv
B Second wave peak,LV,Latvia,2024,40,-0.060747,lv
B Second wave peak,LV,Latvia,2024,60,-0.056324,lv
B Second wave peak,LV,Latvia,2024,80,0.037133,lv
B Second wave peak,LV,Latvia,2024,100,0.009755,lv
B Second wave peak,PL,Poland,2020,0,0.019536,pl
B Second wave peak,PL,Poland,2020,20,-0.070706,pl
B Second wave peak,PL,Poland,2020,40,-0.028019,pl
B Second wave peak,PL,Poland,2020,60,-0.882562,pl
B Second wave peak,PL,Poland,2020,80,-0.300143,pl
B Second wave peak,PL,Poland,2020,100,-0.009466,pl
B Second wave peak,PL,Poland,2020-2024,0,-0.044463,pl
B Second wave peak,PL,Poland,2020-2024,20,-0.097349,pl
B Second wave peak,PL,Poland,2020-2024,40,0.013009,pl
B Second wave peak,PL,Poland,2020-2024,60,-0.707883,pl
B Second wave peak,PL,Poland,2020-2024,80,-0.287831,pl
B Second wave peak,PL,Poland,2020-2024,100,-0.010785,pl
B Second wave peak,PL,Poland,2021,0,-0.047573,pl
B Second wave peak,PL,Poland,2021,20,-0.122035,pl
B Second wave peak,PL,Poland,2021,40,-0.225621,pl
B Second wave peak,PL,Poland,2021,60,-1.394499,pl
B Second wave peak,PL,Poland,2021,80,-0.65876,pl
B Second wave peak,PL,Poland,2021,100,-0.006415,pl
B Second wave peak,PL,Poland,2022,0,-0.07107,pl
B Second wave peak,PL,Poland,2022,20,-0.120411,pl
B Second wave peak,PL,Poland,2022,40,0.01678,pl
B Second wave peak,PL,Poland,2022,60,-0.633734,pl
B Second wave peak,PL,Poland,2022,80,-0.36361,pl
B Second wave peak,PL,Poland,2022,100,-0.010072,pl
B Second wave peak,PL,Poland,2023,0,-0.064773,pl
B Second wave peak,PL,Poland,2023,20,-0.099365,pl
B Second wave peak,PL,Poland,2023,40,0.140615,pl
B Second wave peak,PL,Poland,2023,60,-0.35154,pl
B Second wave peak,PL,Poland,2023,80,-0.028642,pl
B Second wave peak,PL,Poland,2023,100,-0.014634,pl
B Second wave peak,PL,Poland,2024,0,-0.064987,pl
B Second wave peak,PL,Poland,2024,20,-0.07331,pl
B Second wave peak,PL,Poland,2024,40,0.17337,pl
B Second wave peak,PL,Poland,2024,60,-0.257641,pl
B Second wave peak,PL,Poland,2024,80,0.007549,pl
B Second wave peak,PL,Poland,2024,100,-0.015134,pl
B Second wave peak,SK,Slovakia,2020,0,-0.057026,sk
B Second wave peak,SK,Slovakia,2020,20,-0.007945,sk
B Second wave peak,SK,Slovakia,2020,40,-0.108708,sk
B Second wave peak,SK,Slovakia,2020,60,-0.564248,sk
B Second wave peak,SK,Slovakia,2020,80,-0.158864,sk
B Second wave peak,SK,Slovakia,2020,100,0.003282,sk
B Second wave peak,SK,Slovakia,2020-2024,0,-0.055969,sk
B Second wave peak,SK,Slovakia,2020-2024,20,-0.055743,sk
B Second wave peak,SK,Slovakia,2020-2024,40,-0.159186,sk
B Second wave peak,SK,Slovakia,2020-2024,60,-0.709949,sk
B Second wave peak,SK,Slovakia,2020-2024,80,-0.181019,sk
B Second wave peak,SK,Slovakia,2020-2024,100,0.003091,sk
B Second wave peak,SK,Slovakia,2021,0,-0.032223,sk
B Second wave peak,SK,Slovakia,2021,20,-0.112447,sk
B Second wave peak,SK,Slovakia,2021,40,-0.491454,sk
B Second wave peak,SK,Slovakia,2021,60,-1.764924,sk
B Second wave peak,SK,Slovakia,2021,80,-0.696836,sk
B Second wave peak,SK,Slovakia,2021,100,3.8e-4,sk
B Second wave peak,SK,Slovakia,2022,0,-0.056477,sk
B Second wave peak,SK,Slovakia,2022,20,-0.037359,sk
B Second wave peak,SK,Slovakia,2022,40,-0.11679,sk
B Second wave peak,SK,Slovakia,2022,60,-0.571681,sk
B Second wave peak,SK,Slovakia,2022,80,-0.254321,sk
B Second wave peak,SK,Slovakia,2022,100,0.001244,sk
B Second wave peak,SK,Slovakia,2023,0,-0.056675,sk
B Second wave peak,SK,Slovakia,2023,20,-0.057625,sk
B Second wave peak,SK,Slovakia,2023,40,-0.039458,sk
B Second wave peak,SK,Slovakia,2023,60,-0.315315,sk
B Second wave peak,SK,Slovakia,2023,80,0.152538,sk
B Second wave peak,SK,Slovakia,2023,100,0.008734,sk
B Second wave peak,SK,Slovakia,2024,0,-0.083656,sk
B Second wave peak,SK,Slovakia,2024,20,-0.062298,sk
B Second wave peak,SK,Slovakia,2024,40,-0.010476,sk
B Second wave peak,SK,Slovakia,2024,60,-0.194681,sk
B Second wave peak,SK,Slovakia,2024,80,0.195751,sk
B Second wave peak,SK,Slovakia,2024,100,0.009356,sk
B Second wave peak,US,USA,2020,0,0.01749,us
B Second wave peak,US,USA,2020,20,-0.181323,us
B Second wave peak,US,USA,2020,40,-0.354844,us
B Second wave peak,US,USA,2020,60,-0.752231,us
B Second wave peak,US,USA,2020,80,-0.492163,us
B Second wave peak,US,USA,2020,100,-0.008206,us
B Second wave peak,US,USA,2020-2024,0,-0.035564,us
B Second wave peak,US,USA,2020-2024,20,-0.146064,us
B Second wave peak,US,USA,2020-2024,40,-0.31098,us
B Second wave peak,US,USA,2020-2024,60,-0.617046,us
B Second wave peak,US,USA,2020-2024,80,-0.291006,us
B Second wave peak,US,USA,2020-2024,100,-0.007722,us
B Second wave peak,US,USA,2021,0,-0.042503,us
B Second wave peak,US,USA,2021,20,-0.30459,us
B Second wave peak,US,USA,2021,40,-0.647354,us
B Second wave peak,US,USA,2021,60,-0.999147,us
B Second wave peak,US,USA,2021,80,-0.363099,us
B Second wave peak,US,USA,2021,100,-0.006802,us
B Second wave peak,US,USA,2022,0,-0.057765,us
B Second wave peak,US,USA,2022,20,-0.180391,us
B Second wave peak,US,USA,2022,40,-0.337028,us
B Second wave peak,US,USA,2022,60,-0.667822,us
B Second wave peak,US,USA,2022,80,-0.328958,us
B Second wave peak,US,USA,2022,100,-0.008105,us
B Second wave peak,US,USA,2023,0,-0.047975,us
B Second wave peak,US,USA,2023,20,-0.078008,us
B Second wave peak,US,USA,2023,40,-0.145425,us
B Second wave peak,US,USA,2023,60,-0.365633,us
B Second wave peak,US,USA,2023,80,-0.152474,us
B Second wave peak,US,USA,2023,100,-0.006729,us
B Second wave peak,US,USA,2024,0,-0.049743,us
B Second wave peak,US,USA,2024,20,0.022932,us
B Second wave peak,US,USA,2024,40,-0.044176,us
B Second wave peak,US,USA,2024,60,-0.304694,us
B Second wave peak,US,USA,2024,80,-0.093011,us
B Second wave peak,US,USA,2024,100,-0.006344,us
C Late peak,DK,Denmark,2020,0,0.00702,dk
C Late peak,DK,Denmark,2020,20,-0.045628,dk
C Late peak,DK,Denmark,2020,40,0.089727,dk
C Late peak,DK,Denmark,2020,60,-0.14059,dk
C Late peak,DK,Denmark,2020,80,0.04024,dk
C Late peak,DK,Denmark,2020,100,-1.86e-4,dk
C Late peak,DK,Denmark,2020-2024,0,-0.057886,dk
C Late peak,DK,Denmark,2020-2024,20,-0.040062,dk
C Late peak,DK,Denmark,2020-2024,40,0.056047,dk
C Late peak,DK,Denmark,2020-2024,60,-0.295973,dk
C Late peak,DK,Denmark,2020-2024,80,-0.107789,dk
C Late peak,DK,Denmark,2020-2024,100,-0.002059,dk
C Late peak,DK,Denmark,2021,0,-0.055906,dk
C Late peak,DK,Denmark,2021,20,-0.027568,dk
C Late peak,DK,Denmark,2021,40,0.006158,dk
C Late peak,DK,Denmark,2021,60,-0.251815,dk
C Late peak,DK,Denmark,2021,80,-0.125865,dk
C Late peak,DK,Denmark,2021,100,-0.003162,dk
C Late peak,DK,Denmark,2022,0,-0.050076,dk
C Late peak,DK,Denmark,2022,20,-0.041999,dk
C Late peak,DK,Denmark,2022,40,0.049335,dk
C Late peak,DK,Denmark,2022,60,-0.466272,dk
C Late peak,DK,Denmark,2022,80,-0.259242,dk
C Late peak,DK,Denmark,2022,100,-0.003481,dk
C Late peak,DK,Denmark,2023,0,-0.046193,dk
C Late peak,DK,Denmark,2023,20,-0.050415,dk
C Late peak,DK,Denmark,2023,40,0.059898,dk
C Late peak,DK,Denmark,2023,60,-0.326109,dk
C Late peak,DK,Denmark,2023,80,-0.14726,dk
C Late peak,DK,Denmark,2023,100,-0.003114,dk
C Late peak,DK,Denmark,2024,0,-0.150262,dk
C Late peak,DK,Denmark,2024,20,-0.03336,dk
C Late peak,DK,Denmark,2024,40,0.074285,dk
C Late peak,DK,Denmark,2024,60,-0.294728,dk
C Late peak,DK,Denmark,2024,80,-0.036728,dk
C Late peak,DK,Denmark,2024,100,0.001901,dk
C Late peak,FI,Finland,2020,0,0.032348,fi
C Late peak,FI,Finland,2020,20,-0.032337,fi
C Late peak,FI,Finland,2020,40,0.080039,fi
C Late peak,FI,Finland,2020,60,-0.095135,fi
C Late peak,FI,Finland,2020,80,-0.059833,fi
C Late peak,FI,Finland,2020,100,0.00576,fi
C Late peak,FI,Finland,2020-2024,0,-0.022815,fi
C Late peak,FI,Finland,2020-2024,20,-0.037022,fi
C Late peak,FI,Finland,2020-2024,40,0.003138,fi
C Late peak,FI,Finland,2020-2024,60,-0.297632,fi
C Late peak,FI,Finland,2020-2024,80,-0.30848,fi
C Late peak,FI,Finland,2020-2024,100,-0.00278,fi
C Late peak,FI,Finland,2021,0,-0.012337,fi
C Late peak,FI,Finland,2021,20,-0.011385,fi
C Late peak,FI,Finland,2021,40,0.019754,fi
C Late peak,FI,Finland,2021,60,-0.176314,fi
C Late peak,FI,Finland,2021,80,-0.195821,fi
C Late peak,FI,Finland,2021,100,-0.002552,fi
C Late peak,FI,Finland,2022,0,-0.025575,fi
C Late peak,FI,Finland,2022,20,-0.052262,fi
C Late peak,FI,Finland,2022,40,-0.072619,fi
C Late peak,FI,Finland,2022,60,-0.488854,fi
C Late peak,FI,Finland,2022,80,-0.592682,fi
C Late peak,FI,Finland,2022,100,-0.005515,fi
C Late peak,FI,Finland,2023,0,-0.061487,fi
C Late peak,FI,Finland,2023,20,-0.058546,fi
C Late peak,FI,Finland,2023,40,-0.02478,fi
C Late peak,FI,Finland,2023,60,-0.439174,fi
C Late peak,FI,Finland,2023,80,-0.427247,fi
C Late peak,FI,Finland,2023,100,-0.004215,fi
C Late peak,FI,Finland,2024,0,-0.049093,fi
C Late peak,FI,Finland,2024,20,-0.029877,fi
C Late peak,FI,Finland,2024,40,0.013553,fi
C Late peak,FI,Finland,2024,60,-0.258256,fi
C Late peak,FI,Finland,2024,80,-0.239626,fi
C Late peak,FI,Finland,2024,100,-0.002293,fi
C Late peak,IS,Iceland,2020,0,0.106547,is
C Late peak,IS,Iceland,2020,20,-0.089919,is
C Late peak,IS,Iceland,2020,40,-0.223983,is
C Late peak,IS,Iceland,2020,60,0.169283,is
C Late peak,IS,Iceland,2020,80,0.06519,is
C Late peak,IS,Iceland,2020,100,0.01956,is
C Late peak,IS,Iceland,2020-2024,0,-0.036053,is
C Late peak,IS,Iceland,2020-2024,20,-0.071859,is
C Late peak,IS,Iceland,2020-2024,40,-0.223806,is
C Late peak,IS,Iceland,2020-2024,60,-0.165812,is
C Late peak,IS,Iceland,2020-2024,80,-0.113845,is
C Late peak,IS,Iceland,2020-2024,100,0.004397,is
C Late peak,IS,Iceland,2021,0,-0.250138,is
C Late peak,IS,Iceland,2021,20,0.033555,is
C Late peak,IS,Iceland,2021,40,-0.069886,is
C Late peak,IS,Iceland,2021,60,-2e-4,is
C Late peak,IS,Iceland,2021,80,0.079482,is
C Late peak,IS,Iceland,2021,100,0.014972,is
C Late peak,IS,Iceland,2022,0,-0.05471,is
C Late peak,IS,Iceland,2022,20,-0.033553,is
C Late peak,IS,Iceland,2022,40,-0.172567,is
C Late peak,IS,Iceland,2022,60,-0.499828,is
C Late peak,IS,Iceland,2022,80,-0.450793,is
C Late peak,IS,Iceland,2022,100,5.08e-4,is
C Late peak,IS,Iceland,2023,0,-0.051657,is
C Late peak,IS,Iceland,2023,20,-0.266316,is
C Late peak,IS,Iceland,2023,40,-0.400713,is
C Late peak,IS,Iceland,2023,60,0.045646,is
C Late peak,IS,Iceland,2023,80,0.007783,is
C Late peak,IS,Iceland,2023,100,0.028397,is
C Late peak,IS,Iceland,2024,0,0.073725,is
C Late peak,IS,Iceland,2024,20,-8.42e-4,is
C Late peak,IS,Iceland,2024,40,-0.248585,is
C Late peak,IS,Iceland,2024,60,-0.478385,is
C Late peak,IS,Iceland,2024,80,-0.191692,is
C Late peak,IS,Iceland,2024,100,0.00379,is
C Late peak,JP,Japan,2020,0,0.001331,jp
C Late peak,JP,Japan,2020,20,-0.004203,jp
C Late peak,JP,Japan,2020,40,-0.001474,jp
C Late peak,JP,Japan,2020,60,-0.012936,jp
C Late peak,JP,Japan,2020,80,0.198055,jp
C Late peak,JP,Japan,2020,100,0.023045,jp
C Late peak,JP,Japan,2020-2024,0,-0.032995,jp
C Late peak,JP,Japan,2020-2024,20,-0.037555,jp
C Late peak,JP,Japan,2020-2024,40,-0.043287,jp
C Late peak,JP,Japan,2020-2024,60,-0.214166,jp
C Late peak,JP,Japan,2020-2024,80,-0.176714,jp
C Late peak,JP,Japan,2020-2024,100,0.007122,jp
C Late peak,JP,Japan,2021,0,-0.00644,jp
C Late peak,JP,Japan,2021,20,-0.022428,jp
C Late peak,JP,Japan,2021,40,-0.012517,jp
C Late peak,JP,Japan,2021,60,-0.099406,jp
C Late peak,JP,Japan,2021,80,0.040723,jp
C Late peak,JP,Japan,2021,100,0.012771,jp
C Late peak,JP,Japan,2022,0,-0.022891,jp
C Late peak,JP,Japan,2022,20,-0.045754,jp
C Late peak,JP,Japan,2022,40,-0.060098,jp
C Late peak,JP,Japan,2022,60,-0.27016,jp
C Late peak,JP,Japan,2022,80,-0.337655,jp
C Late peak,JP,Japan,2022,100,-0.002299,jp
C Late peak,JP,Japan,2023,0,-0.059296,jp
C Late peak,JP,Japan,2023,20,-0.048522,jp
C Late peak,JP,Japan,2023,40,-0.070447,jp
C Late peak,JP,Japan,2023,60,-0.311693,jp
C Late peak,JP,Japan,2023,80,-0.342875,jp
C Late peak,JP,Japan,2023,100,0.006706,jp
C Late peak,JP,Japan,2024,0,-0.083376,jp
C Late peak,JP,Japan,2024,20,-0.06879,jp
C Late peak,JP,Japan,2024,40,-0.06861,jp
C Late peak,JP,Japan,2024,60,-0.368243,jp
C Late peak,JP,Japan,2024,80,-0.387436,jp
C Late peak,JP,Japan,2024,100,0.003278,jp
C Late peak,NO,Norway,2020,0,0.005429,no
C Late peak,NO,Norway,2020,20,-0.02091,no
C Late peak,NO,Norway,2020,40,0.020628,no
C Late peak,NO,Norway,2020,60,0.029245,no
C Late peak,NO,Norway,2020,80,0.009701,no
C Late peak,NO,Norway,2020,100,0.005964,no
C Late peak,NO,Norway,2020-2024,0,-0.03616,no
C Late peak,NO,Norway,2020-2024,20,-0.040921,no
C Late peak,NO,Norway,2020-2024,40,-0.032944,no
C Late peak,NO,Norway,2020-2024,60,-0.136593,no
C Late peak,NO,Norway,2020-2024,80,-0.245382,no
C Late peak,NO,Norway,2020-2024,100,3.56e-4,no
C Late peak,NO,Norway,2021,0,-0.021311,no
C Late peak,NO,Norway,2021,20,-0.017778,no
C Late peak,NO,Norway,2021,40,0.001464,no
C Late peak,NO,Norway,2021,60,-0.062392,no
C Late peak,NO,Norway,2021,80,-0.193718,no
C Late peak,NO,Norway,2021,100,0.002675,no
C Late peak,NO,Norway,2022,0,-0.008964,no
C Late peak,NO,Norway,2022,20,-0.030467,no
C Late peak,NO,Norway,2022,40,-0.074912,no
C Late peak,NO,Norway,2022,60,-0.271871,no
C Late peak,NO,Norway,2022,80,-0.425388,no
C Late peak,NO,Norway,2022,100,-0.004351,no
C Late peak,NO,Norway,2023,0,-0.071474,no
C Late peak,NO,Norway,2023,20,-0.085948,no
C Late peak,NO,Norway,2023,40,-0.078254,no
C Late peak,NO,Norway,2023,60,-0.146003,no
C Late peak,NO,Norway,2023,80,-0.30727,no
C Late peak,NO,Norway,2023,100,-2.69e-4,no
C Late peak,NO,Norway,2024,0,-0.087246,no
C Late peak,NO,Norway,2024,20,-0.048198,no
C Late peak,NO,Norway,2024,40,-0.030672,no
C Late peak,NO,Norway,2024,60,-0.206271,no
C Late peak,NO,Norway,2024,80,-0.289603,no
C Late peak,NO,Norway,2024,100,0.002051,no
C Late peak,TW,Taiwan,2020,0,0.021969,tw
C Late peak,TW,Taiwan,2020,20,-0.018737,tw
C Late peak,TW,Taiwan,2020,40,-0.009378,tw
C Late peak,TW,Taiwan,2020,60,0.128377,tw
C Late peak,TW,Taiwan,2020,80,0.191565,tw
C Late peak,TW,Taiwan,2020,100,-0.024957,tw
C Late peak,TW,Taiwan,2020-2024,0,-0.082253,tw
C Late peak,TW,Taiwan,2020-2024,20,-0.043459,tw
C Late peak,TW,Taiwan,2020-2024,40,-0.094811,tw
C Late peak,TW,Taiwan,2020-2024,60,-0.19994,tw
C Late peak,TW,Taiwan,2020-2024,80,-0.277229,tw
C Late peak,TW,Taiwan,2020-2024,100,-0.049763,tw
C Late peak,TW,Taiwan,2021,0,-0.077567,tw
C Late peak,TW,Taiwan,2021,20,-0.029721,tw
C Late peak,TW,Taiwan,2021,40,-0.051374,tw
C Late peak,TW,Taiwan,2021,60,-0.07789,tw
C Late peak,TW,Taiwan,2021,80,-0.07293,tw
C Late peak,TW,Taiwan,2021,100,-0.02552,tw
C Late peak,TW,Taiwan,2022,0,-0.097834,tw
C Late peak,TW,Taiwan,2022,20,-0.032332,tw
C Late peak,TW,Taiwan,2022,40,-0.135439,tw
C Late peak,TW,Taiwan,2022,60,-0.36398200000000003,tw
C Late peak,TW,Taiwan,2022,80,-0.649161,tw
C Late peak,TW,Taiwan,2022,100,-0.041286,tw
C Late peak,TW,Taiwan,2023,0,-0.134994,tw
C Late peak,TW,Taiwan,2023,20,-0.066847,tw
C Late peak,TW,Taiwan,2023,40,-0.134914,tw
C Late peak,TW,Taiwan,2023,60,-0.353715,tw
C Late peak,TW,Taiwan,2023,80,-0.459392,tw
C Late peak,TW,Taiwan,2023,100,-0.058202,tw
C Late peak,TW,Taiwan,2024,0,-0.14444100000000001,tw
C Late peak,TW,Taiwan,2024,20,-0.074492,tw
C Late peak,TW,Taiwan,2024,40,-0.145337,tw
C Late peak,TW,Taiwan,2024,60,-0.28129,tw
C Late peak,TW,Taiwan,2024,80,-0.293048,tw
C Late peak,TW,Taiwan,2024,100,-0.081768,tw
D Prolonged depression,AT,Austria,2020,0,-0.037905,at
D Prolonged depression,AT,Austria,2020,20,-0.012117,at
D Prolonged depression,AT,Austria,2020,40,0.017599,at
D Prolonged depression,AT,Austria,2020,60,-0.279199,at
D Prolonged depression,AT,Austria,2020,80,-0.283198,at
D Prolonged depression,AT,Austria,2020,100,0.004002,at
D Prolonged depression,AT,Austria,2020-2024,0,-0.043184,at
D Prolonged depression,AT,Austria,2020-2024,20,-0.033871,at
D Prolonged depression,AT,Austria,2020-2024,40,-0.01599,at
D Prolonged depression,AT,Austria,2020-2024,60,-0.247074,at
D Prolonged depression,AT,Austria,2020-2024,80,-0.317487,at
D Prolonged depression,AT,Austria,2020-2024,100,0.007957,at
D Prolonged depression,AT,Austria,2021,0,-0.021272,at
D Prolonged depression,AT,Austria,2021,20,-0.001349,at
D Prolonged depression,AT,Austria,2021,40,-0.044484,at
D Prolonged depression,AT,Austria,2021,60,-0.386987,at
D Prolonged depression,AT,Austria,2021,80,-0.292206,at
D Prolonged depression,AT,Austria,2021,100,0.010711,at
D Prolonged depression,AT,Austria,2022,0,-0.047679,at
D Prolonged depression,AT,Austria,2022,20,-0.038132,at
D Prolonged depression,AT,Austria,2022,40,-0.012409,at
D Prolonged depression,AT,Austria,2022,60,-0.299443,at
D Prolonged depression,AT,Austria,2022,80,-0.445885,at
D Prolonged depression,AT,Austria,2022,100,0.007625,at
D Prolonged depression,AT,Austria,2023,0,-0.01609,at
D Prolonged depression,AT,Austria,2023,20,-0.057503,at
D Prolonged depression,AT,Austria,2023,40,-0.007488,at
D Prolonged depression,AT,Austria,2023,60,-0.154013,at
D Prolonged depression,AT,Austria,2023,80,-0.273791,at
D Prolonged depression,AT,Austria,2023,100,0.01178,at
D Prolonged depression,AT,Austria,2024,0,-0.095124,at
D Prolonged depression,AT,Austria,2024,20,-0.063287,at
D Prolonged depression,AT,Austria,2024,40,-0.034238,at
D Prolonged depression,AT,Austria,2024,60,-0.128134,at
D Prolonged depression,AT,Austria,2024,80,-0.278375,at
