region_iso,region_name_en,year,age_group,e0_cntrb_t_mean,region_ggflag
NO,Norway,2022,20,-0.035449,no
NO,Norway,2022,40,-0.091143,no
NO,Norway,2022,60,-0.305577,no
NO,Norway,2022,80,-0.369488,no
NO,Norway,2022,100,-0.00407,no
NO,Norway,2023,0,-0.087967,no
NO,Norway,2023,20,-0.126415,no
NO,Norway,2023,40,-0.087346,no
NO,Norway,2023,60,-0.224256,no
NO,Norway,2023,80,-0.227517,no
NO,Norway,2023,100,-0.002847,no
NO,Norway,2024,0,-0.099193,no
NO,Norway,2024,20,-0.083892,no
NO,Norway,2024,40,-0.078563,no
NO,Norway,2024,60,-0.262211,no
NO,Norway,2024,80,-0.236039,no
NO,Norway,2024,100,-0.001184,no
PL,Poland,2020,0,0.022673,pl
PL,Poland,2020,20,-0.087327,pl
PL,Poland,2020,40,-0.106673,pl
PL,Poland,2020,60,-0.94396,pl
PL,Poland,2020,80,-0.3861,pl
PL,Poland,2020,100,-0.004015,pl
PL,Poland,2020-2024,0,-0.0471,pl
PL,Poland,2020-2024,20,-0.12569,pl
PL,Poland,2020-2024,40,-0.090346,pl
PL,Poland,2020-2024,60,-0.745445,pl
PL,Poland,2020-2024,80,-0.290551,pl
PL,Poland,2020-2024,100,-0.005941,pl
PL,Poland,2021,0,-0.056666,pl
PL,Poland,2021,20,-0.168917,pl
PL,Poland,2021,40,-0.427598,pl
PL,Poland,2021,60,-1.534269,pl
PL,Poland,2021,80,-0.570958,pl
PL,Poland,2021,100,-0.003671,pl
PL,Poland,2022,0,-0.08011,pl
PL,Poland,2022,20,-0.162043,pl
PL,Poland,2022,40,-0.082494,pl
PL,Poland,2022,60,-0.647051,pl
PL,Poland,2022,80,-0.28366,pl
PL,Poland,2022,100,-0.006429,pl
PL,Poland,2023,0,-0.057319,pl
PL,Poland,2023,20,-0.104311,pl
PL,Poland,2023,40,0.107885,pl
PL,Poland,2023,60,-0.274491,pl
PL,Poland,2023,80,-0.038707,pl
PL,Poland,2023,100,-0.008819,pl
PL,Poland,2024,0,-0.069191,pl
PL,Poland,2024,20,-0.103439,pl
PL,Poland,2024,40,0.076677,pl
PL,Poland,2024,60,-0.282507,pl
PL,Poland,2024,80,-0.075245,pl
PL,Poland,2024,100,-0.007998,pl
PT,Portugal,2020,0,-0.015285,pt
PT,Portugal,2020,20,-0.120914,pt
PT,Portugal,2020,40,-0.071072,pt
PT,Portugal,2020,60,-0.422293,pt
PT,Portugal,2020,80,-0.370387,pt
PT,Portugal,2020,100,-0.004983,pt
PT,Portugal,2020-2024,0,-0.069487,pt
PT,Portugal,2020-2024,20,-0.16482,pt
PT,Portugal,2020-2024,40,-0.023733,pt
PT,Portugal,2020-2024,60,-0.400211,pt
PT,Portugal,2020-2024,80,-0.289068,pt
PT,Portugal,2020-2024,100,-0.005226,pt
PT,Portugal,2021,0,-0.017028,pt
PT,Portugal,2021,20,-0.124056,pt
PT,Portugal,2021,40,-0.067885,pt
PT,Portugal,2021,60,-0.521028,pt
PT,Portugal,2021,80,-0.380042,pt
PT,Portugal,2021,100,-0.004653,pt
PT,Portugal,2022,0,-0.101549,pt
PT,Portugal,2022,20,-0.166488,pt
PT,Portugal,2022,40,-0.036259,pt
PT,Portugal,2022,60,-0.428047,pt
PT,Portugal,2022,80,-0.388149,pt
PT,Portugal,2022,100,-0.005356,pt
PT,Portugal,2023,0,-0.107674,pt
PT,Portugal,2023,20,-0.193722,pt
PT,Portugal,2023,40,0.013165,pt
PT,Portugal,2023,60,-0.336186,pt
PT,Portugal,2023,80,-0.168265,pt
PT,Portugal,2023,100,-0.006443,pt
PT,Portugal,2024,0,-0.107713,pt
PT,Portugal,2024,20,-0.223649,pt
PT,Portugal,2024,40,0.04623,pt
PT,Portugal,2024,60,-0.293953,pt
PT,Portugal,2024,80,-0.115363,pt
PT,Portugal,2024,100,-0.004233,pt
SE,Sweden,2020,0,-0.062643,se
SE,Sweden,2020,20,0.024938,se
SE,Sweden,2020,40,-0.051886,se
SE,Sweden,2020,60,-0.309454,se
SE,Sweden,2020,80,-0.373175,se
SE,Sweden,2020,100,-0.001034,se
SE,Sweden,2020-2024,0,-0.035449,se
SE,Sweden,2020-2024,20,0.033099,se
SE,Sweden,2020-2024,40,-0.053304,se
SE,Sweden,2020-2024,60,-0.227288,se
SE,Sweden,2020-2024,80,-0.132084,se
SE,Sweden,2020-2024,100,-3.77e-4,se
SE,Sweden,2021,0,-0.007104,se
SE,Sweden,2021,20,0.019488,se
SE,Sweden,2021,40,-0.066119,se
SE,Sweden,2021,60,-0.246454,se
SE,Sweden,2021,80,-0.030802,se
SE,Sweden,2021,100,0.002849,se
SE,Sweden,2022,0,-0.048142,se
SE,Sweden,2022,20,0.030052,se
SE,Sweden,2022,40,-0.055113,se
SE,Sweden,2022,60,-0.265867,se
SE,Sweden,2022,80,-0.181347,se
SE,Sweden,2022,100,-0.001289,se
SE,Sweden,2023,0,-0.043529,se
SE,Sweden,2023,20,0.009615,se
SE,Sweden,2023,40,-0.067449,se
SE,Sweden,2023,60,-0.230439,se
SE,Sweden,2023,80,-0.087936,se
SE,Sweden,2023,100,-1.56e-4,se
SE,Sweden,2024,0,-0.012572,se
SE,Sweden,2024,20,0.082896,se
SE,Sweden,2024,40,-0.026056,se
SE,Sweden,2024,60,-0.078038,se
SE,Sweden,2024,80,0.028912,se
SE,Sweden,2024,100,-0.001203,se
SI,Slovenia,2020,0,0.013852,si
SI,Slovenia,2020,20,0.007704,si
SI,Slovenia,2020,40,-0.074831,si
SI,Slovenia,2020,60,-0.496577,si
SI,Slovenia,2020,80,-0.587209,si
SI,Slovenia,2020,100,-0.003122,si
SI,Slovenia,2020-2024,0,-0.017167,si
SI,Slovenia,2020-2024,20,-0.035026,si
SI,Slovenia,2020-2024,40,-0.056614,si
SI,Slovenia,2020-2024,60,-0.387054,si
SI,Slovenia,2020-2024,80,-0.191638,si
SI,Slovenia,2020-2024,100,0.00309,si
SI,Slovenia,2021,0,-0.053687,si
SI,Slovenia,2021,20,-0.007811,si
SI,Slovenia,2021,40,-0.150228,si
SI,Slovenia,2021,60,-0.689134,si
SI,Slovenia,2021,80,-0.233847,si
SI,Slovenia,2021,100,0.0025,si
SI,Slovenia,2022,0,-0.020526,si
SI,Slovenia,2022,20,-0.079262,si
SI,Slovenia,2022,40,-0.030125,si
SI,Slovenia,2022,60,-0.375615,si
SI,Slovenia,2022,80,-0.174062,si
SI,Slovenia,2022,100,0.004086,si
SI,Slovenia,2023,0,-0.005471,si
SI,Slovenia,2023,20,-0.050765,si
SI,Slovenia,2023,40,-0.050633,si
SI,Slovenia,2023,60,-0.224301,si
SI,Slovenia,2023,80,0.067153,si
SI,Slovenia,2023,100,0.008893,si
SI,Slovenia,2024,0,-0.015906,si
SI,Slovenia,2024,20,-0.050175,si
SI,Slovenia,2024,40,0.030114,si
SI,Slovenia,2024,60,-0.126503,si
SI,Slovenia,2024,80,0.091945,si
SI,Slovenia,2024,100,0.013031,si
SK,Slovakia,2020,0,-0.053621,sk
SK,Slovakia,2020,20,-0.048787,sk
SK,Slovakia,2020,40,-0.141052,sk
SK,Slovakia,2020,60,-0.65267,sk
SK,Slovakia,2020,80,-0.200309,sk
SK,Slovakia,2020,100,0.00499,sk
SK,Slovakia,2020-2024,0,-0.072446,sk
SK,Slovakia,2020-2024,20,-0.136245,sk
SK,Slovakia,2020-2024,40,-0.299354,sk
SK,Slovakia,2020-2024,60,-0.839537,sk
SK,Slovakia,2020-2024,80,-0.192782,sk
SK,Slovakia,2020-2024,100,0.003293,sk
SK,Slovakia,2021,0,-0.02322,sk
SK,Slovakia,2021,20,-0.198618,sk
SK,Slovakia,2021,40,-0.774053,sk
SK,Slovakia,2021,60,-1.999979,sk
SK,Slovakia,2021,80,-0.655024,sk
SK,Slovakia,2021,100,6.47e-4,sk
SK,Slovakia,2022,0,-0.075615,sk
SK,Slovakia,2022,20,-0.138764,sk
SK,Slovakia,2022,40,-0.301665,sk
SK,Slovakia,2022,60,-0.76335,sk
SK,Slovakia,2022,80,-0.27916,sk
SK,Slovakia,2022,100,2.98e-4,sk
SK,Slovakia,2023,0,-0.122883,sk
SK,Slovakia,2023,20,-0.121866,sk
SK,Slovakia,2023,40,-0.123619,sk
SK,Slovakia,2023,60,-0.341802,sk
SK,Slovakia,2023,80,0.159784,sk
SK,Slovakia,2023,100,0.010378,sk
SK,Slovakia,2024,0,-0.098134,sk
SK,Slovakia,2024,20,-0.176531,sk
SK,Slovakia,2024,40,-0.1112,sk
SK,Slovakia,2024,60,-0.270983,sk
SK,Slovakia,2024,80,0.170156,sk
SK,Slovakia,2024,100,0.008201,sk
TW,Taiwan,2020,0,-0.002637,tw
TW,Taiwan,2020,20,0.040247,tw
TW,Taiwan,2020,40,0.076662,tw
TW,Taiwan,2020,60,0.144508,tw
TW,Taiwan,2020,80,0.095046,tw
TW,Taiwan,2020,100,-0.002151,tw
TW,Taiwan,2020-2024,0,-0.105144,tw
TW,Taiwan,2020-2024,20,-0.015041,tw
TW,Taiwan,2020-2024,40,-0.058032,tw
TW,Taiwan,2020-2024,60,-0.252654,tw
TW,Taiwan,2020-2024,80,-0.254687,tw
TW,Taiwan,2020-2024,100,-0.011122,tw
TW,Taiwan,2021,0,-0.100145,tw
TW,Taiwan,2021,20,0.006132,tw
TW,Taiwan,2021,40,0.006916,tw
TW,Taiwan,2021,60,-0.080254,tw
TW,Taiwan,2021,80,-0.064388,tw
TW,Taiwan,2021,100,-0.005152,tw
TW,Taiwan,2022,0,-0.118941,tw
TW,Taiwan,2022,20,-0.041905,tw
TW,Taiwan,2022,40,-0.136438,tw
TW,Taiwan,2022,60,-0.511012,tw
TW,Taiwan,2022,80,-0.592209,tw
TW,Taiwan,2022,100,-0.010715,tw
TW,Taiwan,2023,0,-0.151095,tw
TW,Taiwan,2023,20,-0.045191,tw
TW,Taiwan,2023,40,-0.139185,tw
TW,Taiwan,2023,60,-0.44822,tw
TW,Taiwan,2023,80,-0.432956,tw
TW,Taiwan,2023,100,-0.013215,tw
TW,Taiwan,2024,0,-0.163758,tw
TW,Taiwan,2024,20,-0.038989,tw
TW,Taiwan,2024,40,-0.097938,tw
TW,Taiwan,2024,60,-0.305487,tw
TW,Taiwan,2024,80,-0.204142,tw
TW,Taiwan,2024,100,-0.015903,tw
US,USA,2020,0,0.017824,us
US,USA,2020,20,-0.340613,us
US,USA,2020,40,-0.524737,us
US,USA,2020,60,-0.798333,us
US,USA,2020,80,-0.436404,us
US,USA,2020,100,-0.002585,us
US,USA,2020-2024,0,-0.025377,us
US,USA,2020-2024,20,-0.281626,us
US,USA,2020-2024,40,-0.46356,us
US,USA,2020-2024,60,-0.598347,us
US,USA,2020-2024,80,-0.236313,us
US,USA,2020-2024,100,4.26e-4,us
US,USA,2021,0,-0.039248,us
US,USA,2021,20,-0.506024,us
US,USA,2021,40,-0.880679,us
US,USA,2021,60,-1.033854,us
US,USA,2021,80,-0.326145,us
US,USA,2021,100,1.81e-4,us
US,USA,2022,0,-0.057823,us
US,USA,2022,20,-0.335231,us
US,USA,2022,40,-0.486215,us
US,USA,2022,60,-0.638267,us
US,USA,2022,80,-0.277725,us
US,USA,2022,100,-5.33e-4,us
US,USA,2023,0,-0.051581,us
US,USA,2023,20,-0.195172,us
US,USA,2023,40,-0.263291,us
US,USA,2023,60,-0.290361,us
US,USA,2023,80,-0.069952,us
US,USA,2023,100,0.003694,us
US,USA,2024,0,5.02e-4,us
US,USA,2024,20,-0.018207,us
US,USA,2024,40,-0.120375,us
US,USA,2024,60,-0.220866,us
US,USA,2024,80,-0.033762,us
US,USA,2024,100,0.005384,us
