region,sex,year,e0deficit_Q05,e0deficit_Q50,e0deficit_Q95,e0expected_Q50,e0observed,e0_deficit_pval,sig
DK,Total,2021,-0.606023,-0.26706,0.090955,81.866665,81.602075,0.116,ns
DK,Total,2022,-1.140075,-0.700533,-0.293484,82.069835,81.368418,0.004,sig
DK,Total,2023,-0.830293,-0.389743,0.143936,82.298407,81.913913,0.136,ns
DK,Total,2024,-0.513492,0.068773,0.583991,82.487536,82.540725,1,ns
DK,Total,2020-2024,-0.637047,-0.259416,0.082872,82.075581,81.810792,0.132,ns
EE,Male,2020,-0.925544,-0.191071,0.494501,74.984702,74.774812,0.292,ns
EE,Male,2021,-3.249484,-2.249191,-1.207024,75.381643,73.129475,0,sig
EE,Male,2022,-2.657514,-1.56788,-0.456184,75.690286,74.105003,0.016,sig
EE,Male,2023,-1.954648,-0.716747,0.628121,76.019746,75.283109,0.192,ns
EE,Male,2024,-2.096871,-0.852307,0.718197,76.384057,75.525439,0.172,ns
EE,Male,2020-2024,-2.014087,-1.142444,-0.159745,75.692287,74.529156,0.032,sig
EE,Female,2020,-0.81804,-0.433602,-0.112525,83.474361,83.014381,0,sig
EE,Female,2021,-2.353761,-1.8749,-1.442314,83.76305,81.886685,0,sig
EE,Female,2022,-1.877212,-1.341504,-0.818727,84.025627,82.706193,0,sig
EE,Female,2023,-1.398331,-0.921119,-0.327618,84.303961,83.385945,0.004,sig
EE,Female,2024,-1.618993,-1.004798,-0.37143,84.568283,83.592528,0,sig
EE,Female,2020-2024,-1.532423,-1.121854,-0.743758,84.012829,82.899497,0,sig
EE,Total,2020,-0.764648,-0.344089,0.098425,79.461579,79.107642,0.068,ns
EE,Total,2021,-2.779658,-2.153134,-1.512078,79.79335,77.628169,0,sig
EE,Total,2022,-2.212454,-1.517161,-0.851035,80.073767,78.55605,0.004,sig
EE,Total,2023,-1.535597,-0.819228,-0.061823,80.396966,79.54933,0.028,sig
EE,Total,2024,-1.798282,-0.974353,-0.036642,80.677049,79.725361,0.036,sig
EE,Total,2020-2024,-1.725283,-1.171106,-0.607922,80.062795,78.893333,0.004,sig
ES,Male,2020,-1.806052,-1.46075,-1.064345,81.336766,79.870555,0,sig
ES,Male,2021,-1.591314,-1.028152,-0.559376,81.525904,80.483544,0,sig
ES,Male,2022,-1.647323,-1.074984,-0.45676,81.773382,80.698419,0,sig
ES,Male,2023,-1.345419,-0.599821,0.116347,82.015227,81.421187,0.096,ns
ES,Male,2024,-1.375921,-0.570326,0.269844,82.183561,81.631614,0.12,ns
ES,Male,2020-2024,-1.512419,-0.950448,-0.405837,81.759016,80.80933,0.004,sig
ES,Female,2020,-1.779223,-1.327837,-0.891651,86.562914,85.234538,0,sig
ES,Female,2021,-1.303302,-0.794041,-0.154796,86.762983,85.982261,0.016,sig
ES,Female,2022,-1.707689,-0.993211,-0.311074,86.883245,85.903561,0.008,sig
ES,Female,2023,-1.295654,-0.507577,0.230484,87.027032,86.514115,0.144,ns
ES,Female,2024,-1.306144,-0.411184,0.414614,87.190018,86.7666,0.256,ns
ES,Female,2020-2024,-1.408495,-0.8296,-0.251467,86.891337,86.063233,0.012,sig
ES,Total,2020,-1.707876,-1.43594,-1.126794,84.007028,82.567779,0,sig
ES,Total,2021,-1.354484,-0.951547,-0.492766,84.203705,83.258122,0,sig
ES,Total,2022,-1.542933,-1.061469,-0.557864,84.396867,83.334635,0,sig
ES,Total,2023,-1.079319,-0.537071,0.045948,84.570521,84.019029,0.068,ns
ES,Total,2024,-1.110479,-0.515901,0.132671,84.761032,84.250128,0.1,ns
ES,Total,2020-2024,-1.329873,-0.92184,-0.459592,84.392479,83.471934,0,sig
FI,Male,2020,-0.644802,-0.339007,-0.059325,79.85158,79.508978,0.02,sig
FI,Male,2021,-0.954737,-0.569874,-0.204098,80.110542,79.526706,0.004,sig
FI,Male,2022,-1.772495,-1.312177,-0.907952,80.34161,79.034747,0,sig
FI,Male,2023,-1.801805,-1.231815,-0.723543,80.578947,79.35572,0,sig
FI,Male,2024,-1.291687,-0.739382,-0.189397,80.847785,80.10953,0.012,sig
FI,Male,2020-2024,-1.248069,-0.849458,-0.516334,80.346171,79.496827,0,sig
FI,Female,2020,-0.347237,-0.077395,0.260433,85.136709,85.048221,0.356,ns
FI,Female,2021,-1.006347,-0.56666,-0.167538,85.271243,84.714574,0.004,sig
FI,Female,2022,-1.813003,-1.299208,-0.764529,85.465957,84.173755,0,sig
FI,Female,2023,-1.650956,-1.020412,-0.473965,85.641643,84.6183,0.004,sig
FI,Female,2024,-1.435338,-0.680263,-0.075334,85.815081,85.124637,0.036,sig
FI,Female,2020-2024,-1.216369,-0.729201,-0.314956,85.4549,84.729008,0,sig
FI,Total,2020,-0.430099,-0.220479,0.001297,82.515057,82.289748,0.036,sig
FI,Total,2021,-0.879526,-0.57212,-0.319223,82.725646,82.132846,0,sig
FI,Total,2022,-1.659327,-1.325979,-1.015551,82.945067,81.607847,0,sig
FI,Total,2023,-1.527402,-1.167339,-0.773206,83.174415,81.999586,0,sig
FI,Total,2024,-1.182352,-0.721853,-0.281479,83.356765,82.637587,0,sig
FI,Total,2020-2024,-1.09702,-0.819446,-0.55308,82.948331,82.123703,0,sig
GB-EAW,Male,2020,-1.320836,-0.957413,-0.639462,79.907298,78.954474,0,sig
GB-EAW,Male,2021,-1.471455,-0.963719,-0.523678,80.02094,79.05917,0,sig
GB-EAW,Male,2022,-1.185091,-0.537337,0.091757,80.103803,79.576084,0.08,ns
GB-EAW,Male,2023,-1.337063,-0.584016,0.14004,80.19656,79.624671,0.108,ns
GB-EAW,Male,2024,-0.975092,-0.071913,0.654981,80.23369,80.155231,0.416,ns
GB-EAW,Male,2020-2024,-1.207673,-0.624548,-0.153429,80.102837,79.472192,0.02,sig
GB-EAW,Female,2020,-1.779575,-1.138642,-0.538177,84.081339,82.956222,0,sig
GB-EAW,Female,2021,-2.041481,-1.054821,-0.168276,84.169346,83.107812,0.028,sig
GB-EAW,Female,2022,-2.163543,-0.861916,0.218944,84.271388,83.395313,0.108,ns
GB-EAW,Female,2023,-2.244823,-0.838517,0.510307,84.357213,83.528922,0.156,ns
GB-EAW,Female,2024,-1.900437,-0.478175,0.968397,84.474637,83.991875,0.3,ns
GB-EAW,Female,2020-2024,-1.952485,-0.848561,0.055446,84.25156,83.395389,0.068,ns
GB-EAW,Total,2020,-1.429749,-1.046101,-0.752745,82.005537,80.956454,0,sig
GB-EAW,Total,2021,-1.602181,-1.008182,-0.548715,82.102547,81.089193,0,sig
GB-EAW,Total,2022,-1.378129,-0.727936,-0.082064,82.221538,81.50058,0.032,sig
GB-EAW,Total,2023,-1.41006,-0.733293,0.087654,82.323323,81.588244,0.072,ns
GB-EAW,Total,2024,-1.083731,-0.287808,0.55879,82.378212,82.088609,0.284,ns
GB-EAW,Total,2020-2024,-1.300801,-0.756541,-0.198537,82.194256,81.444187,0.012,sig
HU,Male,2020,-1.307057,-0.924631,-0.463424,73.805916,72.880361,0,sig
HU,Male,2021,-3.26253,-2.759247,-2.200035,74.061986,71.313507,0,sig
HU,Male,2022,-1.624262,-1.025065,-0.334431,74.332535,73.2851,0.004,sig
HU,Male,2023,-0.839624,-0.176731,0.61178,74.496303,74.329331,0.324,ns
HU,Male,2024,-0.762224,-0.042698,0.809553,74.736325,74.684725,0.456,ns
HU,Male,2020-2024,-1.487898,-1.033874,-0.449913,74.290109,73.250358,0.004,sig
HU,Female,2020,-1.238101,-0.711257,-0.257742,80.172866,79.449919,0,sig
HU,Female,2021,-2.809594,-2.171827,-1.464732,80.342162,78.19158,0,sig
HU,Female,2022,-1.510447,-0.757452,0.102431,80.502211,79.750203,0.056,ns
HU,Female,2023,-0.900746,0.010514,0.905297,80.606407,80.6095,0.504,ns
HU,Female,2024,-1.058292,-0.018874,1.04578,80.758311,80.739484,0.496,ns
HU,Female,2020-2024,-1.414199,-0.730446,-0.093132,80.446907,79.719773,0.048,sig
HU,Total,2020,-1.161574,-0.841183,-0.518724,77.08701,76.24362,0,sig
HU,Total,2021,-2.941393,-2.553295,-2.095588,77.329104,74.769547,0,sig
HU,Total,2022,-1.411049,-0.922452,-0.367369,77.511027,76.59514,0.004,sig
HU,Total,2023,-0.694091,-0.0952,0.503394,77.653748,77.567414,0.376,ns
HU,Total,2024,-0.696972,-0.028001,0.603013,77.837505,77.817951,0.464,ns
HU,Total,2020-2024,-1.326259,-0.919819,-0.478999,77.473586,76.557984,0,sig
IS,Male,2020,-1.555883,-0.57836,0.412924,81.698298,81.114942,0.096,ns
IS,Male,2021,-1.329408,-0.191884,1.054343,81.914091,81.697388,0.352,ns
IS,Male,2022,-2.318831,-0.991545,0.425044,82.079506,81.071989,0.112,ns
IS,Male,2023,-2.728157,-1.093827,0.393202,82.172191,81.065713,0.116,ns
IS,Male,2024,-2.46971,-0.772879,0.790619,82.2862,81.51054,0.22,ns
IS,Male,2020-2024,-1.867709,-0.784781,0.349035,82.043015,81.274597,0.124,ns
IS,Female,2020,-0.708097,0.202336,1.112565,84.549546,84.743512,1,ns
IS,Female,2021,-1.124076,0.006976,1.277495,84.685861,84.696655,1,ns
IS,Female,2022,-2.512715,-1.347906,0.116704,84.899897,83.506545,0.052,ns
IS,Female,2023,-1.625265,-0.159946,1.597084,84.991223,84.797996,0.408,ns
IS,Female,2024,-2.092934,-0.423802,1.099,85.115638,84.642514,0.32,ns
IS,Female,2020-2024,-1.450631,-0.37846,0.751278,84.86524,84.445814,0.284,ns
IS,Total,2020,-0.898788,-0.202881,0.55767,83.081522,82.883453,0.248,ns
IS,Total,2021,-0.957756,-0.115665,0.773427,83.212922,83.163992,0.408,ns
IS,Total,2022,-2.058849,-1.170417,-0.224793,83.416288,82.260914,0.024,sig
IS,Total,2023,-1.792394,-0.699644,0.507731,83.554192,82.870359,0.16,ns
IS,Total,2024,-1.822047,-0.607765,0.548717,83.647544,83.034911,0.192,ns
IS,Total,2020-2024,-1.396115,-0.565361,0.300412,83.388247,82.81658,0.124,ns
IT,Male,2020,-1.540896,-1.052593,-0.438944,81.018823,79.973368,0,sig
IT,Male,2021,-1.091651,-0.427308,0.353924,81.16141,80.731617,0.16,ns
IT,Male,2022,-0.803984,-0.07193,0.868419,81.328578,81.257381,0.444,ns
IT,Male,2023,-0.275149,0.663744,1.6927,81.355518,82.01919,1,ns
IT,Male,2024,-0.027317,0.958762,2.11061,81.489865,82.456722,1,ns
IT,Male,2020-2024,-0.647907,-0.035974,0.755211,81.273488,81.23331,0.448,ns
IT,Female,2020,-1.741525,-1.00263,-0.312697,85.953111,84.940834,0,sig
IT,Female,2021,-1.901174,-0.846092,0.197759,86.085061,85.257545,0.088,ns
IT,Female,2022,-1.964582,-0.825688,0.440909,86.206039,85.375501,0.1,ns
IT,Female,2023,-1.589246,-0.214984,1.131828,86.244316,86.039608,0.408,ns
IT,Female,2024,-1.542503,0.065573,1.617394,86.35743,86.432827,1,ns
IT,Female,2020-2024,-1.57706,-0.537241,0.346273,86.117635,85.576697,0.144,ns
IT,Total,2020,-1.475582,-1.054741,-0.581047,83.531878,82.480314,0,sig
IT,Total,2021,-1.216004,-0.664802,-0.013039,83.697559,83.045429,0.048,sig
IT,Total,2022,-1.076345,-0.426069,0.337471,83.792586,83.37361,0.196,ns
IT,Total,2023,-0.618842,0.248164,1.13793,83.849207,84.099625,1,ns
IT,Total,2024,-0.407295,0.581071,1.500035,83.939768,84.515069,1,ns
IT,Total,2020-2024,-0.900229,-0.29028,0.331604,83.74918,83.46019,0.212,ns
LT,Male,2020,-2.151802,-1.28119,-0.274876,71.77268,70.496019,0.004,sig
LT,Male,2021,-3.25336,-2.050808,-0.863393,71.941911,69.902399,0.004,sig
LT,Male,2022,-1.907533,-0.475729,0.944691,72.113725,71.636399,0.308,ns
LT,Male,2023,-1.045611,0.420728,2.157474,72.222598,72.671781,1,ns
LT,Male,2024,-1.329418,0.286671,2.202665,72.467371,72.785953,1,ns
LT,Male,2020-2024,-1.800172,-0.637899,0.656178,72.097671,71.455309,0.188,ns
LT,Female,2020,-1.556967,-1.084776,-0.614189,81.57131,80.506217,0,sig
LT,Female,2021,-3.265192,-2.636388,-2.02843,81.763511,79.104478,0,sig
LT,Female,2022,-1.992651,-1.323316,-0.62771,81.93126,80.62395,0,sig
LT,Female,2023,-1.119602,-0.240896,0.627577,82.158442,81.879504,0.316,ns
LT,Female,2024,-1.360531,-0.488512,0.465526,82.293102,81.821415,0.2,ns
LT,Female,2020-2024,-1.807607,-1.203033,-0.578108,81.912161,80.733143,0,sig
LT,Total,2020,-1.829737,-1.262407,-0.628465,76.834156,75.569434,0,sig
LT,Total,2021,-3.180497,-2.392223,-1.663655,76.969648,74.554999,0,sig
LT,Total,2022,-1.821089,-0.877142,0.045219,77.148488,76.269444,0.052,ns
LT,Total,2023,-0.826169,0.114616,1.207937,77.298502,77.435637,1,ns
LT,Total,2024,-1.10494,4.8e-5,1.197395,77.468024,77.457915,0.496,ns
LT,Total,2020-2024,-1.717439,-0.936526,-0.215105,77.135129,76.211005,0.02,sig
LU,Male,2020,-1.196262,-0.308574,0.6395,80.268017,79.986059,0.256,ns
LU,Male,2021,-1.158644,0.091883,1.29694,80.607517,80.648382,1,ns
LU,Male,2022,-1.439714,-0.033858,1.517582,80.837266,80.794834,1,ns
LU,Male,2023,-0.595112,0.98267,3.127659,81.10576,82.032488,1,ns
LU,Male,2024,-2.436449,-0.553233,1.498636,81.377063,80.826494,0.328,ns
LU,Male,2020-2024,-1.23597,0.018343,1.373209,80.777899,80.819582,1,ns
LU,Female,2020,-1.359214,-0.514485,0.376805,85.342775,84.804383,0.136,ns
LU,Female,2021,-1.495194,-0.384418,0.987488,85.566317,85.20261,0.3,ns
LU,Female,2022,-1.5243390000000001,-0.087687,1.482297,85.736592,85.682638,0.48,ns
LU,Female,2023,-2.189627,-0.52391,1.242356,85.843477,85.337381,0.332,ns
LU,Female,2024,-2.009391,-0.213123,1.812146,86.022913,85.777418,0.408,ns
LU,Female,2020-2024,-1.601071,-0.357537,0.913389,85.70401,85.340663,0.324,ns
LU,Total,2020,-1.064372,-0.430282,0.289438,82.790314,82.36581,0.132,ns
LU,Total,2021,-1.01489,-0.113128,0.870239,83.041945,82.913671,0.424,ns
LU,Total,2022,-1.035275,0.018196,1.119775,83.235235,83.227822,1,ns
LU,Total,2023,-0.801074,0.22873,1.656142,83.471302,83.676168,1,ns
LU,Total,2024,-1.500996,-0.396238,1.006562,83.708589,83.29128,0.36,ns
LU,Total,2020-2024,-0.994701,-0.122535,0.811973,83.196094,83.091707,0.4,ns
LV,Male,2020,-1.147753,-0.42371,0.287989,71.531887,71.106632,0.144,ns
LV,Male,2021,-4.207858,-3.181875,-2.208131,71.802515,68.65982,0,sig
LV,Male,2022,-3.575543,-2.327346,-1.073828,72.112645,69.797086,0,sig
LV,Male,2023,-2.634009,-1.407149,0.079729,72.428849,70.987126,0.06,ns
LV,Male,2024,-1.803996,-0.458784,1.248939,72.753944,72.280355,0.324,ns
LV,Male,2020-2024,-2.536526,-1.638329,-0.528956,72.144536,70.506246,0,sig
LV,Female,2020,-0.984122,-0.44845,0.140943,80.847265,80.418488,0.108,ns
LV,Female,2021,-3.592211,-2.876773,-2.131939,81.092793,78.210248000000007,0,sig
LV,Female,2022,-2.602446,-1.742181,-0.82795,81.303852,79.578543,0,sig
LV,Female,2023,-1.671222,-0.785882,0.31444,81.546954,80.781498,0.12,ns
LV,Female,2024,-1.297399,-0.280083,0.929301,81.794633,81.513345,0.328,ns
LV,Female,2020-2024,-1.92393,-1.276233,-0.499868,81.306033,80.041958,0.004,sig
LV,Total,2020,-0.944902,-0.457091,0.061796,76.412712,75.942722,0.072,ns
LV,Total,2021,-3.885048,-3.197458,-2.476914,76.66865,73.463885,0,sig
LV,Total,2022,-3.019679,-2.137946,-1.308275,76.883306,74.763391,0,sig
LV,Total,2023,-1.973087,-1.217681,-0.121516,77.18044,75.990455,0.024,sig
LV,Total,2024,-1.319605,-0.390805,0.755813,77.444081,77.054374,0.272,ns
LV,Total,2020-2024,-2.213736,-1.525199,-0.81036,76.91751,75.385509,0,sig
NL,Male,2020,-1.35333,-1.055396,-0.781308,81.158086,80.098402,0,sig
NL,Male,2021,-1.618232,-1.226859,-0.810219,81.37682,80.163171,0,sig
NL,Male,2022,-1.614406,-1.082838,-0.565256,81.638479,80.547634,0,sig
NL,Male,2023,-1.720099,-1.112865,-0.480116,81.880717,80.766526,0,sig
NL,Male,2024,-1.71662,-1.125109,-0.378353,82.144925,81.016274,0.004,sig
NL,Male,2020-2024,-1.551072,-1.133218,-0.658129,81.648182,80.516353,0,sig
NL,Female,2020,-0.898314,-0.601951,-0.281715,84.174366,83.570176,0,sig
NL,Female,2021,-1.320957,-0.879956,-0.434708,84.329701,83.444647,0,sig
NL,Female,2022,-1.415212,-0.939164,-0.385068,84.485308,83.548411,0,sig
NL,Female,2023,-1.413331,-0.820093,-0.2945,84.646502,83.831244,0.016,sig
NL,Female,2024,-1.551461,-0.947859,-0.354238,84.79047,83.855186,0.016,sig
NL,Female,2020-2024,-1.225763,-0.827326,-0.386647,84.492793,83.65283,0,sig
NL,Total,2020,-1.063805,-0.853759,-0.621142,82.714171,81.85112,0,sig
NL,Total,2021,-1.34335,-1.075848,-0.790543,82.892133,81.821529,0,sig
NL,Total,2022,-1.35042,-1.0101850000000001,-0.686498,83.080176,82.076321,0,sig
NL,Total,2023,-1.363905,-0.967536,-0.592701,83.287123,82.323282,0,sig
NL,Total,2024,-1.47319,-1.018904,-0.556532,83.494907,82.462374,0,sig
NL,Total,2020-2024,-1.286166,-0.978616,-0.689078,83.083469,82.107523,0,sig
NO,Male,2020,-0.35045,-0.043093,0.339025,81.47385,81.440213,0.44,ns
NO,Male,2021,-0.712238,-0.278619,0.226257,81.727942,81.45079,0.152,ns
NO,Male,2022,-1.45217,-0.961861,-0.403344,81.994761,81.00613,0,sig
NO,Male,2023,-1.617285,-1.003637,-0.404739,82.173053,81.184223,0.004,sig
NO,Male,2024,-1.565418,-0.946963,-0.220568,82.415169,81.486411,0.008,sig
NO,Male,2020-2024,-1.053258,-0.655429,-0.159439,81.967558,81.310463,0.012,sig
NO,Female,2020,-0.260917,0.072005,0.396509,84.937124,85.001046,1,ns
NO,Female,2021,-0.573143,-0.145216,0.276879,85.112927,84.977467,0.3,ns
NO,Female,2022,-1.208877,-0.774551,-0.217765,85.282798,84.528463,0.012,sig
NO,Female,2023,-1.136782,-0.542084,0.014194,85.4171,84.879663,0.056,ns
NO,Female,2024,-1.292293,-0.599217,0.046727,85.581351,84.988021,0.08,ns
NO,Female,2020-2024,-0.824646,-0.382653,7.93e-4,85.252167,84.870905,0.048,sig
NO,Total,2020,-0.20633,0.014502,0.276,83.217852,83.232852,1,ns
