region,sex,year,e0deficit_Q05,e0deficit_Q50,e0deficit_Q95,e0expected_Q50,e0observed
SE,Female,2023,-0.824264,-0.343766,0.127343,85.54291,85.214697
SE,Female,2024,-0.66773,-0.098705,0.410204,85.675623,85.572614
SE,Female,2020-2024,-0.687932,-0.326878,0.003503,85.429405,85.095407
SE,Total,2020,-0.944695,-0.774575,-0.560008,83.516095000000007,82.742898
SE,Total,2021,-0.570427,-0.321984,-0.084065,83.676477,83.348709
SE,Total,2022,-0.803006,-0.52898,-0.226563,83.831911,83.306213
SE,Total,2023,-0.738944,-0.413505,-0.017954,83.978049,83.563652
SE,Total,2024,-0.368952,-0.037684,0.380285,84.137329,84.110214
SE,Total,2020-2024,-0.683862,-0.420619,-0.145642,83.832929,83.413091
SI,Male,2020,-1.532472,-1.060714,-0.473113,78.88764,77.859056
SI,Male,2021,-2.080168,-1.314006,-0.425705,79.21606,77.921113
SI,Male,2022,-1.691525,-0.61423,0.33304,79.505977,78.872035
SI,Male,2023,-1.612141,-0.502433,0.4883,79.741785,79.228652
SI,Male,2024,-1.232036,-0.082581,0.904912,79.990415,79.886654
SI,Male,2020-2024,-1.518235,-0.74793,0.040642,79.480582,78.730075
SI,Female,2020,-1.751614,-1.328728,-0.858262,84.707766,83.374996
SI,Female,2021,-1.601127,-0.988569,-0.283255,84.913071,83.934799
SI,Female,2022,-1.632606,-0.92368,-0.187733,85.162848,84.198455
SI,Female,2023,-1.028845,-0.215518,0.668694,85.339197,85.115321
SI,Female,2024,-1.156157,-0.281819,0.620163,85.53374,85.247859
SI,Female,2020-2024,-1.396603,-0.790646,-0.135341,85.138826,84.349268
SI,Total,2020,-1.588381,-1.216244,-0.828981,81.808381,80.603252
SI,Total,2021,-1.753626,-1.16601,-0.679605,82.055305,80.889819
SI,Total,2022,-1.433894,-0.800795,-0.14071,82.324021,81.533415
SI,Total,2023,-1.130367,-0.392906,0.333121,82.551662,82.158942
SI,Total,2024,-1.089984,-0.19939,0.558995,82.792944,82.587411
SI,Total,2020-2024,-1.357162,-0.780165,-0.220619,82.305196,81.529301
US,Male,2020,-2.3399200000000002,-2.151122,-1.949893,77.038324,74.8886
US,Male,2021,-3.193884,-2.955353,-2.680557,77.169441,74.225218
US,Male,2022,-2.137244,-1.836336,-1.544575,77.30115,75.463285
US,Male,2023,-1.245967,-0.894316,-0.579524,77.423181,76.531259
US,Male,2024,-0.605243,-0.206086,0.20538,77.545654,77.342443
US,Male,2020-2024,-1.910202,-1.62895,-1.388316,77.299702,75.668079
US,Female,2020,-1.409759,-1.208227,-0.991067,81.650336,80.440513
US,Female,2021,-1.999075,-1.729583,-1.435728,81.7421,80.011366
US,Female,2022,-1.293579,-0.947262,-0.612316,81.827603,80.870363
US,Female,2023,-0.505892,-0.108831,0.267669,81.899063,81.79534
US,Female,2024,-0.178677,0.249994,0.685246,82.004712,82.254906
US,Female,2020-2024,-1.05472,-0.764086,-0.453863,81.827885,81.063467
US,Total,2020,-1.855329,-1.721342,-1.565895,79.342102,77.620716
US,Total,2021,-2.587523,-2.380036,-2.21641,79.443422,77.059733
US,Total,2022,-1.654154,-1.427373,-1.206523,79.558032,78.131492
US,Total,2023,-0.81637,-0.510453,-0.291896,79.650743,79.142305
US,Total,2024,-0.324269,0.026689,0.322804,79.767347,79.791308
US,Total,2020-2024,-1.43612,-1.218188,-1.051116,79.549092,78.33286
