group,region_iso,region_name_en,year,age_group,e0_cntrb_t_mean,region_ggflag
A First wave peak,SI,Slovenia,2022,100,0.003786,si
A First wave peak,SI,Slovenia,2023,0,-0.032424,si
A First wave peak,SI,Slovenia,2023,20,-0.03918,si
A First wave peak,SI,Slovenia,2023,40,-0.055373,si
A First wave peak,SI,Slovenia,2023,60,-0.258824,si
A First wave peak,SI,Slovenia,2023,80,-0.003265,si
A First wave peak,SI,Slovenia,2023,100,0.008886,si
A First wave peak,SI,Slovenia,2024,0,-0.03873,si
A First wave peak,SI,Slovenia,2024,20,-0.048676,si
A First wave peak,SI,Slovenia,2024,40,0.021072,si
A First wave peak,SI,Slovenia,2024,60,-0.166616,si
A First wave peak,SI,Slovenia,2024,80,0.002968,si
A First wave peak,SI,Slovenia,2024,100,0.012439,si
B Second wave peak,BG,Bulgaria,2020,0,0.123023,bg
B Second wave peak,BG,Bulgaria,2020,20,-0.061665,bg
B Second wave peak,BG,Bulgaria,2020,40,-0.467109,bg
B Second wave peak,BG,Bulgaria,2020,60,-1.071696,bg
B Second wave peak,BG,Bulgaria,2020,80,-0.176342,bg
B Second wave peak,BG,Bulgaria,2020,100,-3.15e-4,bg
B Second wave peak,BG,Bulgaria,2020-2024,0,0.043836,bg
B Second wave peak,BG,Bulgaria,2020-2024,20,-0.082524,bg
B Second wave peak,BG,Bulgaria,2020-2024,40,-0.310689,bg
B Second wave peak,BG,Bulgaria,2020-2024,60,-0.967509,bg
B Second wave peak,BG,Bulgaria,2020-2024,80,-0.166011,bg
B Second wave peak,BG,Bulgaria,2020-2024,100,-2.24e-4,bg
B Second wave peak,BG,Bulgaria,2021,0,-0.007129,bg
B Second wave peak,BG,Bulgaria,2021,20,-0.28724,bg
B Second wave peak,BG,Bulgaria,2021,40,-0.982981,bg
B Second wave peak,BG,Bulgaria,2021,60,-2.178982,bg
B Second wave peak,BG,Bulgaria,2021,80,-0.537719,bg
B Second wave peak,BG,Bulgaria,2021,100,-2.23e-4,bg
B Second wave peak,BG,Bulgaria,2022,0,0.050083,bg
B Second wave peak,BG,Bulgaria,2022,20,-0.043917,bg
B Second wave peak,BG,Bulgaria,2022,40,-0.180275,bg
B Second wave peak,BG,Bulgaria,2022,60,-0.868358,bg
B Second wave peak,BG,Bulgaria,2022,80,-0.252308,bg
B Second wave peak,BG,Bulgaria,2022,100,-3.99e-4,bg
B Second wave peak,BG,Bulgaria,2023,0,-0.010061,bg
B Second wave peak,BG,Bulgaria,2023,20,0.005984,bg
B Second wave peak,BG,Bulgaria,2023,40,0.139258,bg
B Second wave peak,BG,Bulgaria,2023,60,-0.159167,bg
B Second wave peak,BG,Bulgaria,2023,80,0.149455,bg
B Second wave peak,BG,Bulgaria,2023,100,6.5e-4,bg
B Second wave peak,BG,Bulgaria,2024,0,0.065397,bg
B Second wave peak,BG,Bulgaria,2024,20,-0.006187,bg
B Second wave peak,BG,Bulgaria,2024,40,0.068414,bg
B Second wave peak,BG,Bulgaria,2024,60,-0.198799,bg
B Second wave peak,BG,Bulgaria,2024,80,0.183542,bg
B Second wave peak,BG,Bulgaria,2024,100,0.001103,bg
B Second wave peak,CZ,Czech Republic,2020,0,0.025686,cz
B Second wave peak,CZ,Czech Republic,2020,20,-0.046079,cz
B Second wave peak,CZ,Czech Republic,2020,40,-0.17822,cz
B Second wave peak,CZ,Czech Republic,2020,60,-0.568233,cz
B Second wave peak,CZ,Czech Republic,2020,80,-0.439336,cz
B Second wave peak,CZ,Czech Republic,2020,100,-0.002003,cz
B Second wave peak,CZ,Czech Republic,2020-2024,0,-4.38e-4,cz
B Second wave peak,CZ,Czech Republic,2020-2024,20,-0.074883,cz
B Second wave peak,CZ,Czech Republic,2020-2024,40,-0.240101,cz
B Second wave peak,CZ,Czech Republic,2020-2024,60,-0.445743,cz
B Second wave peak,CZ,Czech Republic,2020-2024,80,-0.246504,cz
B Second wave peak,CZ,Czech Republic,2020-2024,100,-0.003037,cz
B Second wave peak,CZ,Czech Republic,2021,0,0.003651,cz
B Second wave peak,CZ,Czech Republic,2021,20,-0.09602,cz
B Second wave peak,CZ,Czech Republic,2021,40,-0.502079,cz
B Second wave peak,CZ,Czech Republic,2021,60,-1.324128,cz
B Second wave peak,CZ,Czech Republic,2021,80,-0.512203,cz
B Second wave peak,CZ,Czech Republic,2021,100,-0.001921,cz
B Second wave peak,CZ,Czech Republic,2022,0,-0.019403,cz
B Second wave peak,CZ,Czech Republic,2022,20,-0.086902,cz
B Second wave peak,CZ,Czech Republic,2022,40,-0.191916,cz
B Second wave peak,CZ,Czech Republic,2022,60,-0.294918,cz
B Second wave peak,CZ,Czech Republic,2022,80,-0.247797,cz
B Second wave peak,CZ,Czech Republic,2022,100,-0.003183,cz
B Second wave peak,CZ,Czech Republic,2023,0,0.009137,cz
B Second wave peak,CZ,Czech Republic,2023,20,-0.064762,cz
B Second wave peak,CZ,Czech Republic,2023,40,-0.149033,cz
B Second wave peak,CZ,Czech Republic,2023,60,0.011332,cz
B Second wave peak,CZ,Czech Republic,2023,80,0.005721,cz
B Second wave peak,CZ,Czech Republic,2023,100,-0.00403,cz
B Second wave peak,CZ,Czech Republic,2024,0,-0.020405,cz
B Second wave peak,CZ,Czech Republic,2024,20,-0.081127,cz
B Second wave peak,CZ,Czech Republic,2024,40,-0.174465,cz
B Second wave peak,CZ,Czech Republic,2024,60,0.081358,cz
B Second wave peak,CZ,Czech Republic,2024,80,0.046897,cz
B Second wave peak,CZ,Czech Republic,2024,100,-0.004706,cz
B Second wave peak,EE,Estonia,2020,0,0.066951,ee
B Second wave peak,EE,Estonia,2020,20,0.151536,ee
B Second wave peak,EE,Estonia,2020,40,-0.331841,ee
B Second wave peak,EE,Estonia,2020,60,-0.208429,ee
B Second wave peak,EE,Estonia,2020,80,0.021849,ee
B Second wave peak,EE,Estonia,2020,100,-8.54e-4,ee
B Second wave peak,EE,Estonia,2020-2024,0,-0.040915,ee
B Second wave peak,EE,Estonia,2020-2024,20,6.57e-4,ee
B Second wave peak,EE,Estonia,2020-2024,40,-0.473606,ee
B Second wave peak,EE,Estonia,2020-2024,60,-0.525841,ee
B Second wave peak,EE,Estonia,2020-2024,80,-0.185996,ee
B Second wave peak,EE,Estonia,2020-2024,100,-9.2e-4,ee
B Second wave peak,EE,Estonia,2021,0,-0.087752,ee
B Second wave peak,EE,Estonia,2021,20,-0.02278,ee
B Second wave peak,EE,Estonia,2021,40,-0.575529,ee
B Second wave peak,EE,Estonia,2021,60,-1.101805,ee
B Second wave peak,EE,Estonia,2021,80,-0.460249,ee
B Second wave peak,EE,Estonia,2021,100,-0.002482,ee
B Second wave peak,EE,Estonia,2022,0,-0.082051,ee
B Second wave peak,EE,Estonia,2022,20,-0.04364,ee
B Second wave peak,EE,Estonia,2022,40,-0.518638,ee
B Second wave peak,EE,Estonia,2022,60,-0.628765,ee
B Second wave peak,EE,Estonia,2022,80,-0.329521,ee
B Second wave peak,EE,Estonia,2022,100,-0.001514,ee
B Second wave peak,EE,Estonia,2023,0,-0.078621,ee
B Second wave peak,EE,Estonia,2023,20,-0.064547,ee
B Second wave peak,EE,Estonia,2023,40,-0.489523,ee
B Second wave peak,EE,Estonia,2023,60,-0.295506,ee
B Second wave peak,EE,Estonia,2023,80,-0.085622,ee
B Second wave peak,EE,Estonia,2023,100,0.002657,ee
B Second wave peak,EE,Estonia,2024,0,-0.012686,ee
B Second wave peak,EE,Estonia,2024,20,-0.017924,ee
B Second wave peak,EE,Estonia,2024,40,-0.443538,ee
B Second wave peak,EE,Estonia,2024,60,-0.348835,ee
B Second wave peak,EE,Estonia,2024,80,-0.011951,ee
B Second wave peak,EE,Estonia,2024,100,0.002737,ee
B Second wave peak,GR,Greece,2020,0,0.040905,gr
B Second wave peak,GR,Greece,2020,20,0.045368,gr
B Second wave peak,GR,Greece,2020,40,0.007895,gr
B Second wave peak,GR,Greece,2020,60,-0.393279,gr
B Second wave peak,GR,Greece,2020,80,-0.112482,gr
B Second wave peak,GR,Greece,2020,100,-0.00413,gr
B Second wave peak,GR,Greece,2020-2024,0,-0.024355,gr
B Second wave peak,GR,Greece,2020-2024,20,-0.029208,gr
B Second wave peak,GR,Greece,2020-2024,40,-0.04925,gr
B Second wave peak,GR,Greece,2020-2024,60,-0.655067,gr
B Second wave peak,GR,Greece,2020-2024,80,-0.186642,gr
B Second wave peak,GR,Greece,2020-2024,100,-0.005726,gr
B Second wave peak,GR,Greece,2021,0,-0.007294,gr
B Second wave peak,GR,Greece,2021,20,-0.055798,gr
B Second wave peak,GR,Greece,2021,40,-0.262235,gr
B Second wave peak,GR,Greece,2021,60,-0.996717,gr
B Second wave peak,GR,Greece,2021,80,-0.344644,gr
B Second wave peak,GR,Greece,2021,100,-0.004908,gr
B Second wave peak,GR,Greece,2022,0,0.012169,gr
B Second wave peak,GR,Greece,2022,20,-0.050483,gr
B Second wave peak,GR,Greece,2022,40,-0.055334,gr
B Second wave peak,GR,Greece,2022,60,-0.736205,gr
B Second wave peak,GR,Greece,2022,80,-0.378196,gr
B Second wave peak,GR,Greece,2022,100,-0.005885,gr
B Second wave peak,GR,Greece,2023,0,-0.034739,gr
B Second wave peak,GR,Greece,2023,20,-0.053404,gr
B Second wave peak,GR,Greece,2023,40,0.033008,gr
B Second wave peak,GR,Greece,2023,60,-0.532468,gr
B Second wave peak,GR,Greece,2023,80,-0.042108,gr
B Second wave peak,GR,Greece,2023,100,-0.005392,gr
B Second wave peak,GR,Greece,2024,0,-0.153058,gr
B Second wave peak,GR,Greece,2024,20,-0.038427,gr
B Second wave peak,GR,Greece,2024,40,0.038999,gr
